投票日,告示日,選挙名,都道府県,detail_url,定数,候補者数,執行理由,有権者数,投票率,前回投票率,得票数,氏名,年齢,性別,党派,新旧,主な肩書き,elected
2022-03-27,2022-03-20,市川市議会議員補欠選挙,千葉県,https://seijiyama.jp/area/card/3624/k5jza8/M?S=lcqdt0lcsan0k,1,6,死去,"400,508",38.72%,33.23%,40067,佐藤 ゆきの,37,女,無所属,新,個人事業主,True
2022-03-27,2022-03-20,市川市議会議員補欠選挙,千葉県,https://seijiyama.jp/area/card/3624/k5jza8/M?S=lcqdt0lcsan0k,1,6,死去,"400,508",38.72%,33.23%,34611,石崎 英幸,52,男,無所属,元,無職,False
2022-03-27,2022-03-20,市川市議会議員補欠選挙,千葉県,https://seijiyama.jp/area/card/3624/k5jza8/M?S=lcqdt0lcsan0k,1,6,死去,"400,508",38.72%,33.23%,22854,加藤 圭一,37,男,無所属,新,会社員,False
2022-03-27,2022-03-20,市川市議会議員補欠選挙,千葉県,https://seijiyama.jp/area/card/3624/k5jza8/M?S=lcqdt0lcsan0k,1,6,死去,"400,508",38.72%,33.23%,19781,泉 聖二,53,男,共産,新,政党職員,False
2022-03-27,2022-03-20,市川市議会議員補欠選挙,千葉県,https://seijiyama.jp/area/card/3624/k5jza8/M?S=lcqdt0lcsan0k,1,6,死去,"400,508",38.72%,33.23%,11063,押切 裕雄,52,男,無所属,新,会社役員,False
2022-03-27,2022-03-20,市川市議会議員補欠選挙,千葉県,https://seijiyama.jp/area/card/3624/k5jza8/M?S=lcqdt0lcsan0k,1,6,死去,"400,508",38.72%,33.23%,4176,吉住 威典,79,男,無所属,新,無職,False
2022-03-27,2022-03-22,和水町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/cknCg1/M?S=lcqdt0lcleq0k,12,13,任期満了,"8,223",79.18%,79.86%,757,木原 泰代,64,女,無所属,新,菊池郡市医師会立病院 検診係 保健師,True
2022-03-27,2022-03-22,和水町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/cknCg1/M?S=lcqdt0lcleq0k,12,13,任期満了,"8,223",79.18%,79.86%,570,斉木 幸男,56,男,無所属,現,自営業,True
2022-03-27,2022-03-22,和水町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/cknCg1/M?S=lcqdt0lcleq0k,12,13,任期満了,"8,223",79.18%,79.86%,559,坂本 敏彦,60,男,無所属,現,農業,True
2022-03-27,2022-03-22,和水町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/cknCg1/M?S=lcqdt0lcleq0k,12,13,任期満了,"8,223",79.18%,79.86%,558,亀崎 清貴,39,男,無所属,新,農業,True
2022-03-27,2022-03-22,和水町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/cknCg1/M?S=lcqdt0lcleq0k,12,13,任期満了,"8,223",79.18%,79.86%,489,秋丸 要一,72,男,無所属,現,会社役員,True
2022-03-27,2022-03-22,和水町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/cknCg1/M?S=lcqdt0lcleq0k,12,13,任期満了,"8,223",79.18%,79.86%,487,千々岩 繁,61,男,無所属,新,熊本県スポーツ振興事業団嘱託職員,True
2022-03-27,2022-03-22,和水町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/cknCg1/M?S=lcqdt0lcleq0k,12,13,任期満了,"8,223",79.18%,79.86%,486,荒木 宏太,37,男,無所属,現,自営業,True
2022-03-27,2022-03-22,和水町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/cknCg1/M?S=lcqdt0lcleq0k,12,13,任期満了,"8,223",79.18%,79.86%,466,竹下 周三,60,男,無所属,現,会社役員,True
2022-03-27,2022-03-22,和水町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/cknCg1/M?S=lcqdt0lcleq0k,12,13,任期満了,"8,223",79.18%,79.86%,465,蒲池 恭一,55,男,無所属,現,農業,True
2022-03-27,2022-03-22,和水町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/cknCg1/M?S=lcqdt0lcleq0k,12,13,任期満了,"8,223",79.18%,79.86%,415,高木 洋一郎,64,男,無所属,現,農業,True
2022-03-27,2022-03-22,和水町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/cknCg1/M?S=lcqdt0lcleq0k,12,13,任期満了,"8,223",79.18%,79.86%,411,笹渕 賢吾,67,男,共産,元,農業,True
2022-03-27,2022-03-22,和水町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/cknCg1/M?S=lcqdt0lcleq0k,12,13,任期満了,"8,223",79.18%,79.86%,391,白木 淳,46,男,無所属,現,白木鈑金塗装社長,True
2022-03-27,2022-03-22,和水町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/cknCg1/M?S=lcqdt0lcleq0k,12,13,任期満了,"8,223",79.18%,79.86%,378,池田 龍之介,70,男,無所属,現,無職,False
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,4810,武田 紗知,33,女,無所属,新,自営業,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,3288.084,飯島 伴典,44,男,無所属,現,薬剤師,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,2757,村越 深典,48,男,無所属,新,長福寺住職,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,2703,佐藤 論征,51,男,無所属,現,会社役員,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,2690,西沢 逸郎,63,男,無所属,現,市議会議員,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,2605,宮下 省二,72,男,無所属,現,農業,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,2488,池上 喜美子,64,女,公明,現,無職,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,2403,半田 大介,57,男,公明,現,市議会議員,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,2393,金沢 広美,66,男,公明,現,市議会議員,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,2354,石合 祐太,33,男,無所属,現,市議会議員,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,2323,土屋 勝浩,56,男,無所属,現,行政書士,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,2298,松尾 卓,58,男,公明,現,市議会議員,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,2229.595,斉藤 加代美,56,女,無所属,現,市議会議員,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,2173.404,斉藤 達也,46,男,無所属,現,市議会議員,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,2157,池田 総一郎,60,男,無所属,現,自営業,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,2095,古市 順子,69,女,共産,現,農業,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,2014,中村 知義,42,男,無所属,新,会社員,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,1968,久保田 由夫,66,男,共産,現,市議会議員,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,1917,井沢 毅,60,男,無所属,現,会社役員,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,1872,泉 弥生,46,女,共産,新,政党職員,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,1812,松山 賢太郎,56,男,無所属,現,会社役員,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,1788,矢島 昭徳,57,男,無所属,新,保険代理店業,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,1693,林 和明,35,男,無所属,現,市議会議員,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,1541.915,飯島 裕貴,33,男,維新,新,会社員,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,1537,堀内 仁志,59,男,無所属,新,農業,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,1501,高田 忍,69,男,無所属,新,自営業,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,1498,原 栄一,75,男,無所属,現,自営業,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,1492,尾島 勝,66,男,無所属,現,市議会議員,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,1233,石井 史郎,59,男,共産,新,NPO法人理事,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,1065,金井 清一,64,男,無所属,現,自営業,True
2022-03-27,2022-03-20,上田市議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/aiWTBA/M?S=lcqdt0lclbr0k,30,31,任期満了,"127,348",52.74%,58.13%,680,加藤 孝一,54,男,無所属,新,会社役員,False
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,5273,森谷 隆文,46,男,無所属,現,北見市議会議員,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,2522,林 裕,54,男,無所属,新,有限会社ウィル代表取締役,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,2306,長南 幸子,64,女,立憲,現,市議会議員,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,2215,合田 悦子,68,女,公明,現,北見市議会議員,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,2064,木村 則夫,66,男,自民,現,北見市議会議員,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,2051,高田 有修,60,男,無所属,新,僧侶（寺院代表役員）,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1896.229,高橋 克博,65,男,自民,現,団体職員,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1705,斎藤 昭利,62,男,公明,現,北見市議会議員,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1671,中崎 孝俊,67,男,無所属,現,（株）カワムラ常務,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1669,川島 章則,68,男,無所属,現,市議会議員,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1619.037,高橋 善治,65,男,無所属,現,北見市議会議員,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1598,安藤 憲彦,69,男,自民,現,農業,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1573,菊池 豪一,67,男,共産,現,政党役員,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1536,三浦 亨,52,男,無所属,新,団体職員,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1515,加城 博志,56,男,無所属,現,北見市議会議員,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1472,桜井 由美子,65,女,共産,現,政党役員,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1349,田村 淑江,61,女,自民,現,会社役員,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1338,飯田 修司,62,男,無所属,現,会社員,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1199.732,高橋 宜嗣,54,男,無所属,新,（有）サンロード代表取締役,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1194,小野 卓也,50,男,立憲,現,北見市議会議員,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1127,久保田 貴行,62,男,立憲,新,無職,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1115,吉田 哲,50,男,無所属,新,（有）北新冷機工業代表取締役,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1084,浦西 孝浩,66,男,無所属,現,新聞販売業,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1014,西垣内 義章,75,男,無所属,現,有限会社北見引越梱包センター代表取締役,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,1004,松谷 隆一,66,男,無所属,現,会社役員,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,980,鈴木 建夫,68,男,無所属,現,北見市議会議員,True
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,966,宮末 政則,70,男,自民,現,市議会議員,False
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,917,宮沢 祐一郎,75,男,自民,現,会社役員,False
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,809,平塚 拓哉,37,男,無所属,新,自営業 爽活サービス代表,False
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,407,渕上 仁志,57,男,無所属,新,個人事業主,False
2022-03-27,2022-03-20,北見市議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/ChXCBb/M?S=lcqdt0lclbm0k,26,31,任期満了,"98,166",48.86%,50.62%,221,阿部 信一,74,男,無所属,新,農業,False
2022-03-27,2022-03-22,西米良村長選挙,宮崎県,https://seijiyama.jp/area/card/3624/5iHLBB/M?S=lcqdt0lclaq0k,1,2,任期満了,909,92.52%,,490,黒木 竜二,52,男,無所属,新,無職、元村議,True
2022-03-27,2022-03-22,西米良村長選挙,宮崎県,https://seijiyama.jp/area/card/3624/5iHLBB/M?S=lcqdt0lclaq0k,1,2,任期満了,909,92.52%,,345,浜砂 亨,51,男,無所属,新,無職、元村職員,False
2022-03-27,2022-03-22,芦北町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/iia56e/M?S=lcqdt0lbsjq0k,14,15,任期満了,"14,026",71.17%,76.17%,1027,林田 燿宏,70,男,無所属,現,自営業,True
2022-03-27,2022-03-22,芦北町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/iia56e/M?S=lcqdt0lbsjq0k,14,15,任期満了,"14,026",71.17%,76.17%,891.052,寺本 順一,75,男,無所属,現,町議会議員,True
2022-03-27,2022-03-22,芦北町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/iia56e/M?S=lcqdt0lbsjq0k,14,15,任期満了,"14,026",71.17%,76.17%,853,宮内 道則,74,男,無所属,現,無職,True
2022-03-27,2022-03-22,芦北町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/iia56e/M?S=lcqdt0lbsjq0k,14,15,任期満了,"14,026",71.17%,76.17%,812,草野 安道,73,男,無所属,現,農業,True
2022-03-27,2022-03-22,芦北町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/iia56e/M?S=lcqdt0lbsjq0k,14,15,任期満了,"14,026",71.17%,76.17%,740,長口 隆,68,男,無所属,現,農業,True
2022-03-27,2022-03-22,芦北町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/iia56e/M?S=lcqdt0lbsjq0k,14,15,任期満了,"14,026",71.17%,76.17%,736,楠原 清照,65,男,無所属,現,会社員,True
2022-03-27,2022-03-22,芦北町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/iia56e/M?S=lcqdt0lbsjq0k,14,15,任期満了,"14,026",71.17%,76.17%,663,宮尾 秀行,64,男,無所属,現,農業,True
2022-03-27,2022-03-22,芦北町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/iia56e/M?S=lcqdt0lbsjq0k,14,15,任期満了,"14,026",71.17%,76.17%,639,岡部 恵美子,89,女,無所属,現,無職,True
2022-03-27,2022-03-22,芦北町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/iia56e/M?S=lcqdt0lbsjq0k,14,15,任期満了,"14,026",71.17%,76.17%,623,元山 秀志,55,男,無所属,現,株式会社情報通信網設計 営業企画部長,True
2022-03-27,2022-03-22,芦北町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/iia56e/M?S=lcqdt0lbsjq0k,14,15,任期満了,"14,026",71.17%,76.17%,618,百田 翔吾,30,男,無所属,新,会社員,True
2022-03-27,2022-03-22,芦北町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/iia56e/M?S=lcqdt0lbsjq0k,14,15,任期満了,"14,026",71.17%,76.17%,602,川尻 成美,67,男,無所属,現,株式会社川尻型枠工業代表取締役,True
2022-03-27,2022-03-22,芦北町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/iia56e/M?S=lcqdt0lbsjq0k,14,15,任期満了,"14,026",71.17%,76.17%,486.947,寺本 修一,71,男,無所属,現,農業,True
2022-03-27,2022-03-22,芦北町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/iia56e/M?S=lcqdt0lbsjq0k,14,15,任期満了,"14,026",71.17%,76.17%,459,坂本 登,62,男,共産,現,町議会議員,True
2022-03-27,2022-03-22,芦北町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/iia56e/M?S=lcqdt0lbsjq0k,14,15,任期満了,"14,026",71.17%,76.17%,455,白坂 康浩,59,男,無所属,現,会社員,True
2022-03-27,2022-03-22,芦北町議会議員選挙,熊本県,https://seijiyama.jp/area/card/3624/iia56e/M?S=lcqdt0lbsjq0k,14,15,任期満了,"14,026",71.17%,76.17%,274,前田 茂,72,男,無所属,新,建築設計監理,False
2022-03-27,2022-03-20,倉吉市議会議員再選挙,鳥取県,https://seijiyama.jp/area/card/3624/C9dg3a/M?S=lcqdt0lcsen0k,1,2,一般選挙での当選人不足,"37,957",43.48%,,7878,福井 典子,67,女,無所属,新,うつぶき保育園園長,True
2022-03-27,2022-03-20,倉吉市議会議員再選挙,鳥取県,https://seijiyama.jp/area/card/3624/C9dg3a/M?S=lcqdt0lcsen0k,1,2,一般選挙での当選人不足,"37,957",43.48%,,7681,増田 孝二,62,男,無所属,新,農業,False
2022-03-27,2022-03-20,西宮市議会議員補欠選挙,兵庫県,https://seijiyama.jp/area/card/3624/96dlf8/M?S=lcqdt0lcsdk0k,2,6,死去、辞職,"392,625",41.26%,35.94%,33365,坂本 龍佑,29,男,自民,新,株式会社芦屋サンクスホーム役員,True
2022-03-27,2022-03-20,西宮市議会議員補欠選挙,兵庫県,https://seijiyama.jp/area/card/3624/96dlf8/M?S=lcqdt0lcsdk0k,2,6,死去、辞職,"392,625",41.26%,35.94%,32713,宮本 恵子,42,女,無所属（立憲推薦）,新,鍼灸師,True
2022-03-27,2022-03-20,西宮市議会議員補欠選挙,兵庫県,https://seijiyama.jp/area/card/3624/96dlf8/M?S=lcqdt0lcsdk0k,2,6,死去、辞職,"392,625",41.26%,35.94%,28627,浜口 仁士,49,男,維新,元,無職,False
2022-03-27,2022-03-20,西宮市議会議員補欠選挙,兵庫県,https://seijiyama.jp/area/card/3624/96dlf8/M?S=lcqdt0lcsdk0k,2,6,死去、辞職,"392,625",41.26%,35.94%,27166,森 健人,30,男,維新,新,株式会社リノメゾン代表取締役,False
2022-03-27,2022-03-20,西宮市議会議員補欠選挙,兵庫県,https://seijiyama.jp/area/card/3624/96dlf8/M?S=lcqdt0lcsdk0k,2,6,死去、辞職,"392,625",41.26%,35.94%,17311,庄本 建次,64,男,共産,元,日本共産党西宮芦屋地区委員会職員,False
2022-03-27,2022-03-20,西宮市議会議員補欠選挙,兵庫県,https://seijiyama.jp/area/card/3624/96dlf8/M?S=lcqdt0lcsdk0k,2,6,死去、辞職,"392,625",41.26%,35.94%,9891,服部 芽久美,27,女,市民生活を守る会,新,飲食店経営,False
2022-03-27,2022-03-18,広島県議会議員補欠選挙（府中市・神石郡選挙区）,広島県,https://seijiyama.jp/area/card/3624/a3wcdb/M?S=lcqdt0lcsco0k,1,2,辞職,"39,196",38.17%,,7616,山口 康治,60,男,無所属,新,会社役員、元府中市議,True
2022-03-27,2022-03-18,広島県議会議員補欠選挙（府中市・神石郡選挙区）,広島県,https://seijiyama.jp/area/card/3624/a3wcdb/M?S=lcqdt0lcsco0k,1,2,辞職,"39,196",38.17%,,6994,井上 達也,41,男,無所属,新,有限会社イノウエ専務取締役,False
2022-03-27,2022-03-20,西宮市長選挙,兵庫県,https://seijiyama.jp/area/card/3624/KaEGBA/M?S=lcqdt0lcnct0k,1,3,任期満了,"392,625",41.28%,37.52%,88572,石井 登志郎,50,男,無所属,現,西宮市長,True
2022-03-27,2022-03-20,西宮市長選挙,兵庫県,https://seijiyama.jp/area/card/3624/KaEGBA/M?S=lcqdt0lcnct0k,1,3,任期満了,"392,625",41.28%,37.52%,49158,増山 誠,43,男,維新,新,無職、元県議,False
2022-03-27,2022-03-20,西宮市長選挙,兵庫県,https://seijiyama.jp/area/card/3624/KaEGBA/M?S=lcqdt0lcnct0k,1,3,任期満了,"392,625",41.28%,37.52%,22096,吉岡 政和,47,男,無所属,新,一般財団法人キッズスマイル理事、元県議,False
