"地域コード","都道府県","市区町村","地域","投票日","選挙名","議会議員","首長","補欠選挙","再選挙","政令指定都市","候補者数","年齢中央値","年齢最小値","年齢平均値","X65歳以上割合","新人割合","女性割合","自民公明割合","共産社民割合","無所属割合"
"R11348","埼玉県","鳩山町","関東",2016-07-10,"鳩山町長選挙",0,1,0,0,0,3,58,58,58,0,0,0,0,0,1
"R11348","埼玉県","鳩山町","関東",2018-02-18,"鳩山町議会議員補欠選挙",1,0,1,0,0,4,62,49,61,0.333333333333333,0.333333333333333,0.333333333333333,0,0,1
"R11348","埼玉県","鳩山町","関東",2019-04-21,"鳩山町議会議員選挙",1,0,0,0,0,14,64.5,47,63,0.5,0,0.166666666666667,0.0833333333333333,0.0833333333333333,0.833333333333333
"R11348","埼玉県","鳩山町","関東",2020-07-05,"鳩山町長選挙",0,1,0,0,0,1,62,62,62,0,0,0,0,0,1
"R11349","埼玉県","ときがわ町","関東",2014-02-16,"ときがわ町議会議員選挙",1,0,0,0,0,13,58,27,56.5,0.166666666666667,0.5,0.166666666666667,0.0833333333333333,0.0833333333333333,0.833333333333333
"R11349","埼玉県","ときがわ町","関東",2014-02-16,"ときがわ町長選挙",0,1,0,0,0,2,66,66,66,1,0,0,0,0,1
"R11349","埼玉県","ときがわ町","関東",2018-02-18,"ときがわ町議会議員選挙",1,0,0,0,0,12,62,31,60.8333333333333,0.416666666666667,0.166666666666667,0.166666666666667,0.0833333333333333,0.0833333333333333,0.833333333333333
"R11349","埼玉県","ときがわ町","関東",2018-02-18,"ときがわ町長選挙",0,1,0,0,0,1,64,64,64,0,1,0,0,0,1
"R11361","埼玉県","横瀬町","関東",2015-01-18,"横瀬町長選挙",0,1,0,0,0,2,49,49,49,0,1,0,0,0,1
"R11361","埼玉県","横瀬町","関東",2015-04-26,"横瀬町議会議員選挙",1,0,0,0,0,12,58,33,55,0.0833333333333333,0.416666666666667,0.166666666666667,0.0833333333333333,0.0833333333333333,0.75
"R11361","埼玉県","横瀬町","関東",2019-01-20,"横瀬町長選挙",0,1,0,0,0,1,53,53,53,0,0,0,0,0,1
"R11361","埼玉県","横瀬町","関東",2019-04-21,"横瀬町議会議員選挙",1,0,0,0,0,12,62,37,59,0.416666666666667,0,0.166666666666667,0.0833333333333333,0.0833333333333333,0.75
"R11362","埼玉県","皆野町","関東",2012-02-12,"皆野町議会議員選挙",1,0,0,0,0,12,61.5,53,60.75,0.0833333333333333,0.333333333333333,0.166666666666667,0,0.0833333333333333,0.833333333333333
"R11362","埼玉県","皆野町","関東",2014-04-13,"皆野町長選挙",0,1,0,0,0,1,69,69,69,1,0,0,0,0,1
"R11362","埼玉県","皆野町","関東",2016-02-14,"皆野町議会議員選挙",1,0,0,0,0,13,65.5,47,63.8333333333333,0.666666666666667,0.166666666666667,0.166666666666667,0,0.0833333333333333,0.833333333333333
"R11362","埼玉県","皆野町","関東",2018-04-15,"皆野町長選挙",0,1,0,0,0,1,73,73,73,1,0,0,0,0,1
"R11362","埼玉県","皆野町","関東",2020-02-09,"皆野町議会議員選挙",1,0,0,0,0,12,68.5,51,66.3333333333333,0.583333333333333,0,0.166666666666667,0.0833333333333333,0.0833333333333333,0.75
"R11363","埼玉県","長瀞町","関東",2013-06-30,"長瀞町長選挙",0,1,0,0,0,3,66,66,66,1,1,1,0,0,1
"R11363","埼玉県","長瀞町","関東",2015-04-26,"長瀞町議会議員選挙",1,0,0,0,0,11,67,36,64.7,0.8,0.3,0.1,0,0.1,0.9
"R11363","埼玉県","長瀞町","関東",2017-07-09,"長瀞町長選挙",0,1,0,0,0,1,70,70,70,1,0,1,0,0,1
"R11363","埼玉県","長瀞町","関東",2019-04-21,"長瀞町議会議員選挙",1,0,0,0,0,11,70,40,68.5,0.9,0,0.1,0,0,1
"R11363","埼玉県","長瀞町","関東",2021-07-04,"長瀞町議会議員補欠選挙",1,0,1,0,0,1,60,60,60,0,1,0,0,0,1
"R11363","埼玉県","長瀞町","関東",2021-07-04,"長瀞町長選挙",0,1,0,0,0,2,74,74,74,1,0,1,0,0,1
"R11365","埼玉県","小鹿野町","関東",2013-10-13,"小鹿野町議会議員選挙",1,0,0,0,0,16,61.5,40,62.1428571428571,0.357142857142857,0.428571428571429,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.857142857142857
"R11365","埼玉県","小鹿野町","関東",2013-10-13,"小鹿野町長選挙",0,1,0,0,0,2,71,71,71,1,0,0,0,0,1
"R11365","埼玉県","小鹿野町","関東",2017-10-08,"小鹿野町議会議員選挙",1,0,0,0,0,15,64.5,39,59.25,0.5,0.25,0.0833333333333333,0,0.0833333333333333,0.916666666666667
"R11365","埼玉県","小鹿野町","関東",2017-10-08,"小鹿野町長選挙",0,1,0,0,0,2,60,60,60,0,1,0,0,0,1
"R11365","埼玉県","小鹿野町","関東",2021-10-10,"小鹿野町議会議員選挙",1,0,0,0,0,12,64.5,43,62.4166666666667,0.5,0.166666666666667,0,0,0.0833333333333333,0.916666666666667
"R11365","埼玉県","小鹿野町","関東",2021-10-10,"小鹿野町長選挙",0,1,0,0,0,2,64,64,64,0,0,0,0,0,1
"R11369","埼玉県","東秩父村","関東",2012-08-26,"東秩父村議会議員補欠選挙",1,0,1,0,0,2,63,63,63,0,1,0,0,0,1
"R11369","埼玉県","東秩父村","関東",2012-08-26,"東秩父村長選挙",0,1,0,0,0,2,62,62,62,0,1,0,0,0,1
"R11369","埼玉県","東秩父村","関東",2013-04-14,"東秩父村議会議員選挙",1,0,0,0,0,12,62,55,61.875,0.125,0.25,0,0,0,1
"R11369","埼玉県","東秩父村","関東",2016-08-28,"東秩父村長選挙",0,1,0,0,0,1,66,66,66,1,0,0,0,0,1
"R11369","埼玉県","東秩父村","関東",2017-04-09,"東秩父村議会議員選挙",1,0,0,0,0,8,61,43,57.375,0.375,0.375,0.25,0,0,1
"R11369","埼玉県","東秩父村","関東",2020-08-23,"東秩父村議会議員補欠選挙",1,0,1,0,0,1,67,67,67,1,1,0,0,0,1
"R11369","埼玉県","東秩父村","関東",2020-08-23,"東秩父村長選挙",0,1,0,0,0,1,70,70,70,1,0,0,0,0,1
"R11369","埼玉県","東秩父村","関東",2021-04-18,"東秩父村議会議員選挙",1,0,0,0,0,9,68,49,64.625,0.75,0.125,0.125,0,0,1
"R11381","埼玉県","美里町","関東",2012-04-22,"美里町長選挙",0,1,0,0,0,1,53,53,53,0,0,0,0,0,1
"R11381","埼玉県","美里町","関東",2015-04-26,"美里町議会議員選挙",1,0,0,0,0,13,65,40,63.5833333333333,0.583333333333333,0.166666666666667,0.25,0.0833333333333333,0.0833333333333333,0.833333333333333
"R11381","埼玉県","美里町","関東",2016-04-24,"美里町議会議員補欠選挙",1,0,1,0,0,2,64,64,64,0,1,0,0,0,1
"R11381","埼玉県","美里町","関東",2016-04-24,"美里町長選挙",0,1,0,0,0,1,57,57,57,0,0,0,0,0,1
"R11381","埼玉県","美里町","関東",2019-04-21,"美里町議会議員選挙",1,0,0,0,0,13,67,44,62.5,0.583333333333333,0.25,0.166666666666667,0.0833333333333333,0.0833333333333333,0.833333333333333
"R11381","埼玉県","美里町","関東",2020-04-26,"美里町議会議員補欠選挙",1,0,1,0,0,3,66,66,66,1,1,0,0,0,1
"R11381","埼玉県","美里町","関東",2020-04-26,"美里町長選挙",0,1,0,0,0,3,61,61,61,0,0,0,0,0,1
"R11383","埼玉県","神川町","関東",2014-01-26,"神川町議会議員補欠選挙",1,0,1,0,0,1,59,59,59,0,1,1,0,0,1
"R11383","埼玉県","神川町","関東",2014-01-26,"神川町長選挙",0,1,0,0,0,1,62,62,62,0,0,0,0,0,1
"R11383","埼玉県","神川町","関東",2015-04-26,"神川町議会議員選挙",1,0,0,0,0,14,61.5,47,59.5,0.285714285714286,0.5,0.214285714285714,0.0714285714285714,0.0714285714285714,0.857142857142857
"R11383","埼玉県","神川町","関東",2018-01-28,"神川町議会議員補欠選挙",1,0,1,0,0,1,62,62,62,0,1,0,0,0,1
"R11383","埼玉県","神川町","関東",2018-01-28,"神川町長選挙",0,1,0,0,0,2,61,61,61,0,1,0,0,0,1
"R11383","埼玉県","神川町","関東",2019-04-21,"神川町議会議員選挙",1,0,0,0,0,14,62.5,47,60.3333333333333,0.333333333333333,0.25,0.25,0.0833333333333333,0.0833333333333333,0.833333333333333
"R11385","埼玉県","上里町","関東",2014-04-20,"上里町議会議員選挙",1,0,0,0,0,16,65,44,62.5,0.571428571428571,0.428571428571429,0.142857142857143,0.0714285714285714,0.0714285714285714,0.857142857142857
"R11385","埼玉県","上里町","関東",2014-04-20,"上里町長選挙",0,1,0,0,0,2,75,75,75,1,0,0,0,0,1
"R11385","埼玉県","上里町","関東",2018-04-22,"上里町議会議員選挙",1,0,0,0,0,17,69,48,65.1428571428571,0.642857142857143,0.214285714285714,0.142857142857143,0.0714285714285714,0.0714285714285714,0.857142857142857
"R11385","埼玉県","上里町","関東",2018-04-22,"上里町長選挙",0,1,0,0,0,2,70,70,70,1,1,0,0,0,1
"R11408","埼玉県","寄居町","関東",2014-08-10,"寄居町長選挙",0,1,0,0,0,2,69,69,69,1,1,0,1,0,0
"R11408","埼玉県","寄居町","関東",2015-04-26,"寄居町議会議員選挙",1,0,0,0,0,20,61.5,43,60.9375,0.375,0.1875,0.1875,0.125,0.125,0.75
"R11408","埼玉県","寄居町","関東",2018-07-29,"寄居町議会議員補欠選挙",1,0,1,0,0,2,57,57,57,0,1,0,0,0,1
"R11408","埼玉県","寄居町","関東",2018-07-29,"寄居町長選挙",0,1,0,0,0,1,73,73,73,1,0,0,0,0,1
"R11408","埼玉県","寄居町","関東",2019-04-21,"寄居町議会議員選挙",1,0,0,0,0,16,65.5,53,65.1875,0.625,0.1875,0.1875,0.125,0.125,0.75
"R11442","埼玉県","宮代町","関東",2012-02-12,"宮代町議会議員選挙",1,0,0,0,0,20,61.5,35,59.7142857142857,0.285714285714286,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,0.642857142857143
"R11442","埼玉県","宮代町","関東",2013-10-06,"宮代町議会議員補欠選挙",1,0,1,0,0,3,59,59,59,0,0,0,0,0,1
"R11442","埼玉県","宮代町","関東",2013-10-06,"宮代町長選挙",0,1,0,0,0,2,67,67,67,1,1,0,0,0,1
"R11442","埼玉県","宮代町","関東",2016-02-07,"宮代町議会議員選挙",1,0,0,0,0,16,63,39,62.2142857142857,0.428571428571429,0.142857142857143,0.285714285714286,0.142857142857143,0.142857142857143,0.571428571428571
"R11442","埼玉県","宮代町","関東",2017-10-01,"宮代町議会議員補欠選挙",1,0,1,0,0,3,59,59,59,0,0,0,0,0,1
"R11442","埼玉県","宮代町","関東",2017-10-01,"宮代町長選挙",0,1,0,0,0,2,60,60,60,0,1,0,0,0,1
"R11442","埼玉県","宮代町","関東",2020-02-09,"宮代町議会議員選挙",1,0,0,0,0,20,64.5,43,62.3571428571429,0.5,0.357142857142857,0.214285714285714,0.142857142857143,0.142857142857143,0.642857142857143
"R11442","埼玉県","宮代町","関東",2021-10-03,"宮代町議会議員補欠選挙",1,0,1,0,0,3,72,72,72,1,1,0,0,0,1
"R11442","埼玉県","宮代町","関東",2021-10-03,"宮代町長選挙",0,1,0,0,0,2,64,64,64,0,0,0,0,0,1
"R11464","埼玉県","杉戸町","関東",2013-07-21,"杉戸町議会議員補欠選挙",1,0,1,0,0,3,45,45,45,0,0,0,0,0,1
"R11464","埼玉県","杉戸町","関東",2013-07-21,"杉戸町長選挙",0,1,0,0,0,2,62,62,62,0,0,0,1,0,0
"R11464","埼玉県","杉戸町","関東",2015-08-09,"杉戸町議会議員選挙",1,0,0,0,0,19,61,34,56.7333333333333,0.333333333333333,0.0666666666666667,0.2,0.2,0.2,0.6
"R11464","埼玉県","杉戸町","関東",2017-07-09,"杉戸町議会議員補欠選挙",1,0,1,0,0,2,54,54,54,0,1,1,0,0,1
"R11464","埼玉県","杉戸町","関東",2017-07-09,"杉戸町長選挙",0,1,0,0,0,3,66,66,66,1,0,0,0,0,1
"R11464","埼玉県","杉戸町","関東",2019-07-21,"杉戸町議会議員選挙",1,0,0,0,0,19,57,38,57.8,0.333333333333333,0.2,0.2,0.2,0.2,0.6
"R11464","埼玉県","杉戸町","関東",2021-06-27,"杉戸町議会議員補欠選挙",1,0,1,0,0,1,53,53,53,0,1,0.2,0,0,1
"R11464","埼玉県","杉戸町","関東",2021-06-27,"杉戸町長選挙",0,1,0,0,0,3,70,70,70,1,0,0,0,0,1
"R11465","埼玉県","松伏町","関東",2012-04-08,"松伏町議会議員選挙",1,0,0,0,0,17,57,43,58.6666666666667,0.333333333333333,0.2,0.133333333333333,0.133333333333333,0.133333333333333,0.733333333333333
"R11465","埼玉県","松伏町","関東",2013-05-19,"松伏町長選挙",0,1,0,0,0,1,68,68,68,1,0,0,0,0,1
"R11465","埼玉県","松伏町","関東",2016-04-10,"松伏町議会議員選挙",1,0,0,0,0,16,61,42,59.4666666666667,0.266666666666667,0.266666666666667,0.133333333333333,0.133333333333333,0.133333333333333,0.733333333333333
"R11465","埼玉県","松伏町","関東",2017-05-14,"松伏町長選挙",0,1,0,0,0,2,62,62,62,0,1,0,0,0,1
"R11465","埼玉県","松伏町","関東",2020-04-12,"松伏町議会議員選挙",1,0,0,0,0,18,63,26,60.2,0.333333333333333,0.266666666666667,0.2,0.133333333333333,0.133333333333333,0.666666666666667
"R11465","埼玉県","松伏町","関東",2021-05-16,"松伏町長選挙",0,1,0,0,0,2,66,66,66,1,0,0,0,0,1
"R12100","千葉県","千葉市","関東",2013-05-26,"千葉市議会議員補欠選挙（稲毛区選挙区）",1,0,1,0,1,3,37,37,37,0,1,0,0,0,0
"R12100","千葉県","千葉市","関東",2013-05-26,"千葉市長選挙",0,1,0,0,1,3,35,35,35,0,0,0,0,0,1
"R12100","千葉県","千葉市","関東",2015-04-12,"千葉市議会議員選挙",1,0,0,0,1,74,51,27,53.16,0.26,0.14,0.18,0.48,0.14,0.14
"R12100","千葉県","千葉市","関東",2017-05-28,"千葉市長選挙",0,1,0,0,1,2,39,39,39,0,0,0,0,0,1
"R12100","千葉県","千葉市","関東",2019-04-07,"千葉市議会議員選挙",1,0,0,0,1,65,55,27,56.4,0.24,0.12,0.2,0.52,0.12,0.12
"R12100","千葉県","千葉市","関東",2021-03-21,"千葉市議会議員補欠選挙（若葉区選挙区）",1,0,1,0,1,8,57.5,49,57.5,0.5,0.5,0.5,0.5,0,0
"R12100","千葉県","千葉市","関東",2021-03-21,"千葉市長選挙",0,1,0,0,1,3,47,47,47,0,1,0,0,0,1
"R12202","千葉県","銚子市","関東",2013-04-21,"銚子市議会議員補欠選挙",1,0,1,0,0,4,61,61,61,0,1,0,0,0,1
"R12202","千葉県","銚子市","関東",2013-04-21,"銚子市長選挙",0,1,0,0,0,2,51,51,51,0,1,0,0,0,1
"R12202","千葉県","銚子市","関東",2015-04-26,"銚子市議会議員選挙",1,0,0,0,0,21,63,30,58.5789473684211,0.368421052631579,0.315789473684211,0.157894736842105,0.105263157894737,0.157894736842105,0.736842105263158
"R12202","千葉県","銚子市","関東",2017-04-23,"銚子市議会議員補欠選挙",1,0,1,0,0,2,39,39,39,0,1,0,0,0,1
"R12202","千葉県","銚子市","関東",2017-04-23,"銚子市長選挙",0,1,0,0,0,3,55,55,55,0,0,0,0,0,1
"R12202","千葉県","銚子市","関東",2019-04-21,"銚子市議会議員選挙",1,0,0,0,0,25,61,26,58.0555555555556,0.388888888888889,0.277777777777778,0.222222222222222,0.111111111111111,0.111111111111111,0.777777777777778
"R12202","千葉県","銚子市","関東",2021-04-25,"銚子市議会議員補欠選挙",1,0,1,0,0,5,76,76,76,1,0,0,0,0,1
"R12202","千葉県","銚子市","関東",2021-04-25,"銚子市長選挙",0,1,0,0,0,2,59,59,59,0,0,0,0,0,1
"R12203","千葉県","市川市","関東",2013-11-24,"市川市議会議員補欠選挙",1,0,1,0,0,2,66,66,66,1,0,0,1,0,0
"R12203","千葉県","市川市","関東",2013-11-24,"市川市長選挙",0,1,0,0,0,2,64,64,64,0,0,0,1,1,0
"R12203","千葉県","市川市","関東",2015-04-26,"市川市議会議員選挙",1,0,0,0,0,60,56,26,54.6428571428571,0.214285714285714,0.19047619047619,0.166666666666667,0.30952380952381,0.142857142857143,0.452380952380952
"R12203","千葉県","市川市","関東",2017-11-26,"市川市議会議員補欠選挙",1,0,1,0,0,6,38,37,38,0,1,0,0,0,1
"R12203","千葉県","市川市","関東",2018-04-22,"市川市長再選挙",0,1,0,1,0,3,44,44,44,0,1,0,0,0,1
"R12203","千葉県","市川市","関東",2019-04-21,"市川市議会議員選挙",1,0,0,0,0,56,58.5,32,56.7857142857143,0.285714285714286,0.19047619047619,0.142857142857143,0.357142857142857,0.142857142857143,0.452380952380952
"R12204","千葉県","船橋市","関東",2013-06-23,"船橋市長選挙",0,1,0,0,0,6,58,58,58,0,1,0,1,0,0
"R12204","千葉県","船橋市","関東",2015-04-26,"船橋市議会議員選挙",1,0,0,0,0,73,50.5,27,51.14,0.14,0.38,0.23125,0.42,0.16,0.3
"R12204","千葉県","船橋市","関東",2017-06-18,"船橋市議会議員補欠選挙",1,0,1,0,0,6,34,34,34,0,1,1,1,0,0
"R12204","千葉県","船橋市","関東",2017-06-18,"船橋市長選挙",0,1,0,0,0,4,62,62,62,0,0,0,0,0,1
"R12204","千葉県","船橋市","関東",2019-04-21,"船橋市議会議員選挙",1,0,0,0,0,60,50.5,31,51.12,0.18,0.16,0.230357142857143,0.42,0.1,0.36
"R12204","千葉県","船橋市","関東",2021-06-20,"船橋市議会議員補欠選挙",1,0,1,0,0,11,27,27,27,0,1,1,0,0,1
"R12204","千葉県","船橋市","関東",2021-06-20,"船橋市長選挙",0,1,0,0,0,3,66,66,66,1,0,0,1,0,0
"R12205","千葉県","館山市","関東",2014-11-16,"館山市長選挙",0,1,0,0,0,2,65,65,65,1,0,0,0,0,1
"R12205","千葉県","館山市","関東",2015-04-26,"館山市議会議員選挙",1,0,0,0,0,20,60,43,59.8888888888889,0.333333333333333,0.0555555555555556,0.111111111111111,0.111111111111111,0.111111111111111,0.777777777777778
"R12205","千葉県","館山市","関東",2018-11-18,"館山市長選挙",0,1,0,0,0,2,69,69,69,1,0,0,0,0,1
"R12205","千葉県","館山市","関東",2019-04-21,"館山市議会議員選挙",1,0,0,0,0,23,61,43,60,0.333333333333333,0.222222222222222,0.111111111111111,0.111111111111111,0.0555555555555556,0.833333333333333
"R12206","千葉県","木更津市","関東",2014-03-23,"木更津市長選挙",0,1,0,0,0,2,49,49,49,0,1,0,1,0,0
"R12206","千葉県","木更津市","関東",2015-04-26,"木更津市議会議員選挙",1,0,0,0,0,30,58.5,35,58.6666666666667,0.25,0.125,0.208333333333333,0.375,0.0833333333333333,0.5
"R12206","千葉県","木更津市","関東",2018-03-25,"木更津市長選挙",0,1,0,0,0,1,53,53,53,0,0,0,0,0,1
"R12206","千葉県","木更津市","関東",2019-04-21,"木更津市議会議員選挙",1,0,0,0,0,28,61,39,60.2916666666667,0.25,0.166666666666667,0.291666666666667,0.375,0.0416666666666667,0.5
"R12207","千葉県","松戸市","関東",2014-06-15,"松戸市長選挙",0,1,0,0,0,4,65,65,65,1,0,0,0,0,1
"R12207","千葉県","松戸市","関東",2014-11-16,"松戸市議会議員選挙",1,0,0,0,0,60,52.5,30,52.25,0.181818181818182,0.181818181818182,0.181818181818182,0.340909090909091,0.136363636363636,0.477272727272727
"R12207","千葉県","松戸市","関東",2018-06-10,"松戸市長選挙",0,1,0,0,0,4,69,69,69,1,0,0,0,0,1
"R12207","千葉県","松戸市","関東",2018-11-18,"松戸市議会議員選挙",1,0,0,0,0,59,51.5,34,52.6136363636364,0.159090909090909,0.181818181818182,0.25,0.386363636363636,0.113636363636364,0.386363636363636
"R12208","千葉県","野田市","関東",2012-06-24,"野田市長選挙",0,1,0,0,0,3,66,66,66,1,0,0,0,0,1
"R12208","千葉県","野田市","関東",2014-05-25,"野田市議会議員選挙",1,0,0,0,0,34,57.5,32,56.1785714285714,0.214285714285714,0.25,0.142857142857143,0.25,0.107142857142857,0.464285714285714
"R12208","千葉県","野田市","関東",2016-06-12,"野田市議会議員補欠選挙",1,0,1,0,0,5,36.5,35,36.5,0,1,0.5,0,0,1
"R12208","千葉県","野田市","関東",2016-06-12,"野田市長選挙",0,1,0,0,0,4,59,59,59,0,1,0,0,0,1
"R12208","千葉県","野田市","関東",2018-05-27,"野田市議会議員選挙",1,0,0,0,0,36,58.5,37,57.3214285714286,0.25,0.142857142857143,0.178571428571429,0.214285714285714,0.142857142857143,0.5
"R12208","千葉県","野田市","関東",2020-06-28,"野田市議会議員補欠選挙",1,0,1,0,0,2,57,57,57,0,1,0,0,0,1
"R12208","千葉県","野田市","関東",2020-06-28,"野田市長選挙",0,1,0,0,0,1,63,63,63,0,0,0,0,0,1
"R12210","千葉県","茂原市","関東",2012-04-22,"茂原市議会議員補欠選挙",1,0,1,0,0,3,67,67,67,1,0,0,0,0,1
"R12210","千葉県","茂原市","関東",2012-04-22,"茂原市長選挙",0,1,0,0,0,2,59,59,59,0,0,0,0,0,1
"R12210","千葉県","茂原市","関東",2013-04-21,"茂原市議会議員選挙",1,0,0,0,0,28,61,41,59.0416666666667,0.25,0.208333333333333,0.166666666666667,0.166666666666667,0.0833333333333333,0.708333333333333
"R12210","千葉県","茂原市","関東",2016-04-24,"茂原市議会議員補欠選挙",1,0,1,0,0,7,60,42,54,0,1,0,0,0,1
"R12210","千葉県","茂原市","関東",2016-04-24,"茂原市長選挙",0,1,0,0,0,1,63,63,63,0,0,0,0,0,1
"R12210","千葉県","茂原市","関東",2017-04-23,"茂原市議会議員選挙",1,0,0,0,0,25,62.5,43,60.5,0.454545454545455,0.136363636363636,0.136363636363636,0.181818181818182,0.0909090909090909,0.681818181818182
"R12210","千葉県","茂原市","関東",2020-04-26,"茂原市議会議員補欠選挙",1,0,1,0,0,1,64,64,64,0,1,0,0,0,1
"R12210","千葉県","茂原市","関東",2020-04-26,"茂原市長選挙",0,1,0,0,0,2,68,68,68,1,0,0,0,0,1
"R12210","千葉県","茂原市","関東",2021-04-25,"茂原市議会議員選挙",1,0,0,0,0,32,64.5,35,60.7272727272727,0.5,0.272727272727273,0.181818181818182,0.136363636363636,0.0454545454545455,0.818181818181818
"R12211","千葉県","成田市","関東",2014-12-21,"成田市長選挙",0,1,0,0,0,1,58,58,58,0,0,0,0,0,1
"R12211","千葉県","成田市","関東",2015-04-26,"成田市議会議員選挙",1,0,0,0,0,33,60,34,56.7666666666667,0.266666666666667,0.133333333333333,0.0666666666666667,0.133333333333333,0.1,0.766666666666667
"R12211","千葉県","成田市","関東",2018-12-23,"成田市長選挙",0,1,0,0,0,1,62,62,62,0,0,0,1,0,0
"R12211","千葉県","成田市","関東",2019-04-21,"成田市議会議員選挙",1,0,0,0,0,34,62,27,57.1034482758621,0.344827586206897,0.206896551724138,0.103448275862069,0.137931034482759,0.103448275862069,0.724137931034483
"R12212","千葉県","佐倉市","関東",2015-04-26,"佐倉市議会議員選挙",1,0,0,0,0,35,61,33,57.2857142857143,0.285714285714286,0.214285714285714,0.357142857142857,0.142857142857143,0.0714285714285714,0.571428571428571
"R12212","千葉県","佐倉市","関東",2015-04-26,"佐倉市長選挙",0,1,0,0,0,3,65,65,65,1,0,0,0,0,1
"R12212","千葉県","佐倉市","関東",2019-04-21,"佐倉市議会議員選挙",1,0,0,0,0,42,54.5,37,55.1428571428571,0.285714285714286,0.428571428571429,0.357142857142857,0.178571428571429,0.0714285714285714,0.571428571428571
"R12212","千葉県","佐倉市","関東",2019-04-21,"佐倉市長選挙",0,1,0,0,0,4,54,54,54,0,1,0,0,0,1
"R12213","千葉県","東金市","関東",2013-03-17,"東金市議会議員選挙",1,0,0,0,0,28,62,44,60.3636363636364,0.318181818181818,0.272727272727273,0.227272727272727,0.136363636363636,0.0909090909090909,0.772727272727273
"R12213","千葉県","東金市","関東",2014-04-20,"東金市長選挙",0,1,0,0,0,3,65,65,65,1,0,0,0,0,1
"R12213","千葉県","東金市","関東",2017-03-26,"東金市議会議員選挙",1,0,0,0,0,23,65,44,61.9090909090909,0.5,0.181818181818182,0.227272727272727,0.136363636363636,0.136363636363636,0.727272727272727
"R12213","千葉県","東金市","関東",2018-04-15,"東金市議会議員補欠選挙",1,0,1,0,0,3,53,53,53,0,0,0,0,0,1
"R12213","千葉県","東金市","関東",2018-04-15,"東金市長選挙",0,1,0,0,0,2,67,67,67,1,1,0,0,0,1
"R12213","千葉県","東金市","関東",2021-03-21,"東金市議会議員選挙",1,0,0,0,0,25,63.5,28,60.9,0.45,0.15,0.15,0.15,0.05,0.8
"R12215","千葉県","旭市","関東",2013-07-21,"旭市長選挙",0,1,0,0,0,2,70,70,70,1,0,0,1,0,0
"R12215","千葉県","旭市","関東",2013-12-15,"旭市議会議員選挙",1,0,0,0,0,23,61.5,36,60.5,0.318181818181818,0.272727272727273,0.0909090909090909,0.0909090909090909,0.0454545454545455,0.863636363636364
"R12215","千葉県","旭市","関東",2017-07-23,"旭市長選挙",0,1,0,0,0,2,74,74,74,1,0,0,0,0,1
"R12215","千葉県","旭市","関東",2017-12-17,"旭市議会議員選挙",1,0,0,0,0,23,64,40,62.25,0.45,0.15,0.1,0.1,0.05,0.85
"R12215","千葉県","旭市","関東",2021-07-18,"旭市議会議員補欠選挙",1,0,1,0,0,9,50,31,48.5,0,1,0.25,0,0,1
"R12215","千葉県","旭市","関東",2021-07-18,"旭市長選挙",0,1,0,0,0,4,60,60,60,0,1,0,1,0,0
"R12215","千葉県","旭市","関東",2021-12-19,"旭市議会議員選挙",1,0,0,0,0,24,63,32,60.55,0.4,0.25,0.2,0.1,0.05,0.85
"R12216","千葉県","習志野市","関東",2015-04-26,"習志野市議会議員選挙",1,0,0,0,0,38,56,28,53.4666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.1,0.633333333333333
"R12216","千葉県","習志野市","関東",2015-04-26,"習志野市長選挙",0,1,0,0,0,3,42,42,42,0,0,0,0,0,1
"R12216","千葉県","習志野市","関東",2019-04-21,"習志野市議会議員選挙",1,0,0,0,0,37,57.5,32,56.5,0.266666666666667,0.0666666666666667,0.166666666666667,0.166666666666667,0.1,0.6
"R12216","千葉県","習志野市","関東",2019-04-21,"習志野市長選挙",0,1,0,0,0,2,46,46,46,0,0,0,0,0,1
"R12217","千葉県","柏市","関東",2013-11-10,"柏市長選挙",0,1,0,0,0,2,45,45,45,0,0,0,0,0,1
"R12217","千葉県","柏市","関東",2015-08-09,"柏市議会議員選挙",1,0,0,0,0,47,56.5,33,54.5555555555556,0.333333333333333,0.166666666666667,0.25,0.388888888888889,0.138888888888889,0.361111111111111
"R12217","千葉県","柏市","関東",2017-10-22,"柏市長選挙",0,1,0,0,0,3,49,49,49,0,0,0,0,0,1
"R12217","千葉県","柏市","関東",2019-08-04,"柏市議会議員選挙",1,0,0,0,0,48,55.5,37,54.8611111111111,0.222222222222222,0.222222222222222,0.25,0.333333333333333,0.166666666666667,0.361111111111111
"R12217","千葉県","柏市","関東",2021-10-31,"柏市長選挙",0,1,0,0,0,4,42,42,42,0,1,1,0,0,1
"R12218","千葉県","勝浦市","関東",2015-04-26,"勝浦市議会議員選挙",1,0,0,0,0,17,62,37,56.8125,0.25,0.1875,0.126388888888889,0,0.0625,0.9375
"R12218","千葉県","勝浦市","関東",2015-07-12,"勝浦市長選挙",0,1,0,0,0,1,66,66,66,1,0,0,0,0,1
"R12218","千葉県","勝浦市","関東",2019-04-21,"勝浦市議会議員選挙",1,0,0,0,0,17,64,42,60.5333333333333,0.466666666666667,0.133333333333333,0.0819047619047619,0,0,1
