"地域コード","都道府県","市区町村","地域","投票日","選挙名","議会議員","首長","補欠選挙","再選挙","政令指定都市","候補者数","年齢中央値","年齢最小値","年齢平均値","X65歳以上割合","新人割合","女性割合","自民公明割合","共産社民割合","無所属割合"
"R23203","愛知県","一宮市","中部",2015-02-01,"一宮市長選挙",0,1,0,0,0,5,48,48,48,0,1,0,0,0,1
"R23203","愛知県","一宮市","中部",2015-04-26,"一宮市議会議員選挙",1,0,0,0,0,53,59,28,57.6315789473684,0.342105263157895,0.289473684210526,0.131578947368421,0.157894736842105,0.0789473684210526,0.736842105263158
"R23203","愛知県","一宮市","中部",2019-01-13,"一宮市長選挙",0,1,0,0,0,2,51,51,51,0,0,0,0,0,1
"R23203","愛知県","一宮市","中部",2019-04-21,"一宮市議会議員選挙",1,0,0,0,0,48,57,27,56.0526315789474,0.263157894736842,0.236842105263158,0.236842105263158,0.236842105263158,0.0263157894736842,0.657894736842105
"R23204","愛知県","瀬戸市","中部",2015-04-26,"瀬戸市議会議員選挙",1,0,0,0,0,34,54,41,54.3461538461538,0.153846153846154,0.269230769230769,0.192307692307692,0.269230769230769,0.115384615384615,0.538461538461538
"R23204","愛知県","瀬戸市","中部",2015-04-26,"瀬戸市長選挙",0,1,0,0,0,4,68,68,68,1,1,0,0,0,1
"R23204","愛知県","瀬戸市","中部",2019-04-21,"瀬戸市議会議員選挙",1,0,0,0,0,32,57,37,57.6923076923077,0.230769230769231,0.153846153846154,0.153846153846154,0.230769230769231,0.115384615384615,0.615384615384615
"R23204","愛知県","瀬戸市","中部",2019-04-21,"瀬戸市長選挙",0,1,0,0,0,3,72,72,72,1,0,0,0,0,1
"R23205","愛知県","半田市","中部",2013-06-09,"半田市長選挙",0,1,0,0,0,2,64,64,64,0,0,0,0,0,1
"R23205","愛知県","半田市","中部",2015-04-26,"半田市議会議員選挙",1,0,0,0,0,25,51.5,39,52.2727272727273,0.0454545454545455,0.0909090909090909,0.136363636363636,0.136363636363636,0.0909090909090909,0.727272727272727
"R23205","愛知県","半田市","中部",2017-06-04,"半田市長選挙",0,1,0,0,0,3,68,68,68,1,0,0,0,0,1
"R23205","愛知県","半田市","中部",2019-04-21,"半田市議会議員選挙",1,0,0,0,0,23,54.5,37,53.4090909090909,0.181818181818182,0.227272727272727,0.181818181818182,0.136363636363636,0.0454545454545455,0.772727272727273
"R23205","愛知県","半田市","中部",2021-06-06,"半田市議会議員補欠選挙",1,0,1,0,0,4,45.5,44,45.5,0,1,0,0.5,0,0.5
"R23205","愛知県","半田市","中部",2021-06-06,"半田市長選挙",0,1,0,0,0,3,47,47,47,0,1,0,0,0,1
"R23206","愛知県","春日井市","中部",2014-05-25,"春日井市長選挙",0,1,0,0,0,2,64,64,64,0,0,0,0,0,1
"R23206","愛知県","春日井市","中部",2015-04-26,"春日井市議会議員選挙",1,0,0,0,0,41,57,29,53.65625,0.3125,0.1875,0.125,0.25,0.125,0.53125
"R23206","愛知県","春日井市","中部",2018-05-20,"春日井市議会議員補欠選挙",1,0,1,0,0,2,41,41,41,0,1,0,0,0,1
"R23206","愛知県","春日井市","中部",2018-05-20,"春日井市長選挙",0,1,0,0,0,2,68,68,68,1,0,0,0,0,1
"R23206","愛知県","春日井市","中部",2019-04-21,"春日井市議会議員選挙",1,0,0,0,0,37,51,26,51.875,0.15625,0.28125,0.09375,0.21875,0.125,0.65625
"R23207","愛知県","豊川市","中部",2015-04-26,"豊川市議会議員選挙",1,0,0,0,0,34,59.5,36,56.9,0.333333333333333,0.2,0.133333333333333,0.2,0.0666666666666667,0.733333333333333
"R23207","愛知県","豊川市","中部",2015-10-04,"豊川市長選挙",0,1,0,0,0,2,71,71,71,1,0,0,0,0,1
"R23207","愛知県","豊川市","中部",2019-04-21,"豊川市議会議員選挙",1,0,0,0,0,34,58.5,40,57.1333333333333,0.3,0.166666666666667,0.233333333333333,0.166666666666667,0.0666666666666667,0.766666666666667
"R23207","愛知県","豊川市","中部",2019-10-06,"豊川市長選挙",0,1,0,0,0,2,65,65,65,1,1,0,1,0,0
"R23208","愛知県","津島市","中部",2014-04-27,"津島市議会議員補欠選挙",1,0,1,0,0,2,25,25,25,0,1,0,0,0,1
"R23208","愛知県","津島市","中部",2014-04-27,"津島市長選挙",0,1,0,0,0,4,61,61,61,0,1,0,0,0,1
"R23208","愛知県","津島市","中部",2015-04-26,"津島市議会議員選挙",1,0,0,0,0,26,60.5,26,55.15,0.2,0.2,0.15,0.1,0.1,0.75
"R23208","愛知県","津島市","中部",2018-04-15,"津島市長選挙",0,1,0,0,0,2,65,65,65,1,0,0,0,0,1
"R23208","愛知県","津島市","中部",2019-04-21,"津島市議会議員選挙",1,0,0,0,0,24,61.5,25,54.8333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.111111111111111,0.111111111111111,0.666666666666667
"R23209","愛知県","碧南市","中部",2012-04-22,"碧南市議会議員選挙",1,0,0,0,0,23,56.5,31,55.0454545454545,0.181818181818182,0.363636363636364,0.0909090909090909,0.0909090909090909,0.136363636363636,0.772727272727273
"R23209","愛知県","碧南市","中部",2012-04-22,"碧南市長選挙",0,1,0,0,0,1,60,60,60,0,0,0,0,0,1
"R23209","愛知県","碧南市","中部",2016-04-24,"碧南市議会議員選挙",1,0,0,0,0,28,57,34,55.8636363636364,0.181818181818182,0.363636363636364,0.136363636363636,0.0909090909090909,0.136363636363636,0.772727272727273
"R23209","愛知県","碧南市","中部",2016-04-24,"碧南市長選挙",0,1,0,0,0,1,64,64,64,0,0,0,0,0,1
"R23209","愛知県","碧南市","中部",2020-04-19,"碧南市議会議員選挙",1,0,0,0,0,26,59,38,57.6818181818182,0.227272727272727,0.181818181818182,0.136363636363636,0.136363636363636,0.0909090909090909,0.772727272727273
"R23209","愛知県","碧南市","中部",2020-04-19,"碧南市長選挙",0,1,0,0,0,1,68,68,68,1,0,0,0,0,1
"R23210","愛知県","刈谷市","中部",2015-07-05,"刈谷市議会議員選挙",1,0,0,0,0,31,59.5,42,58.1428571428571,0.178571428571429,0.178571428571429,0.107142857142857,0.107142857142857,0.107142857142857,0.785714285714286
"R23210","愛知県","刈谷市","中部",2015-07-05,"刈谷市長選挙",0,1,0,0,0,1,71,71,71,1,0,0,0,0,1
"R23210","愛知県","刈谷市","中部",2019-06-30,"刈谷市議会議員選挙",1,0,0,0,0,30,57,35,57.2857142857143,0.214285714285714,0.285714285714286,0.142857142857143,0.107142857142857,0.0714285714285714,0.821428571428571
"R23210","愛知県","刈谷市","中部",2019-06-30,"刈谷市長選挙",0,1,0,0,0,1,64,64,64,0,1,0,0,0,1
"R23211","愛知県","豊田市","中部",2012-02-05,"豊田市議会議員補欠選挙",1,0,1,0,0,1,61,61,61,0,1,0,0,0,1
"R23211","愛知県","豊田市","中部",2012-02-05,"豊田市長選挙",0,1,0,0,0,1,57,57,57,0,1,0,0,0,1
"R23211","愛知県","豊田市","中部",2015-04-26,"豊田市議会議員選挙",1,0,0,0,0,52,56,39,56.5555555555556,0.2,0.311111111111111,0.0666666666666667,0.0888888888888889,0.0444444444444444,0.866666666666667
"R23211","愛知県","豊田市","中部",2016-02-07,"豊田市長選挙",0,1,0,0,0,2,61,61,61,0,0,0,0,0,1
"R23211","愛知県","豊田市","中部",2019-04-21,"豊田市議会議員選挙",1,0,0,0,0,50,57,30,56.4666666666667,0.155555555555556,0.288888888888889,0.0666666666666667,0.0888888888888889,0.0222222222222222,0.888888888888889
"R23211","愛知県","豊田市","中部",2020-02-09,"豊田市議会議員補欠選挙",1,0,1,0,0,2,52,52,52,0,1,0,0,0,1
"R23211","愛知県","豊田市","中部",2020-02-09,"豊田市長選挙",0,1,0,0,0,2,65,65,65,1,0,0,0,0,1
"R23212","愛知県","安城市","中部",2015-02-01,"安城市長選挙",0,1,0,0,0,2,56,56,56,0,0,0,0,0,1
"R23212","愛知県","安城市","中部",2015-04-26,"安城市議会議員選挙",1,0,0,0,0,33,56.5,29,55.9285714285714,0.142857142857143,0.178571428571429,0.142857142857143,0.107142857142857,0.0714285714285714,0.821428571428571
"R23212","愛知県","安城市","中部",2019-02-03,"安城市長選挙",0,1,0,0,0,3,60,60,60,0,0,0,0,0,1
"R23212","愛知県","安城市","中部",2019-04-21,"安城市議会議員選挙",1,0,0,0,0,31,59,33,55.9642857142857,0.107142857142857,0.321428571428571,0.214285714285714,0.142857142857143,0.0357142857142857,0.785714285714286
"R23213","愛知県","西尾市","中部",2013-05-26,"西尾市議会議員選挙",1,0,0,0,0,40,61.5,34,59.6333333333333,0.366666666666667,0.266666666666667,0.1,0.0666666666666667,0.0333333333333333,0.9
"R23213","愛知県","西尾市","中部",2013-05-26,"西尾市長選挙",0,1,0,0,0,4,73,73,73,1,0,0,0,0,1
"R23213","愛知県","西尾市","中部",2017-06-25,"西尾市議会議員選挙",1,0,0,0,0,35,63.5,41,62.0666666666667,0.466666666666667,0.166666666666667,0.1,0.0666666666666667,0.0666666666666667,0.866666666666667
"R23213","愛知県","西尾市","中部",2017-06-25,"西尾市長選挙",0,1,0,0,0,2,38,38,38,0,1,0,0,0,1
"R23213","愛知県","西尾市","中部",2021-06-20,"西尾市議会議員選挙",1,0,0,0,0,40,59.5,33,57.0666666666667,0.4,0.3,0.166666666666667,0.0666666666666667,0.0666666666666667,0.866666666666667
"R23213","愛知県","西尾市","中部",2021-06-20,"西尾市長選挙",0,1,0,0,0,2,42,42,42,0,0,0,0,0,1
"R23214","愛知県","蒲郡市","中部",2015-04-26,"蒲郡市議会議員選挙",1,0,0,0,0,22,56.5,39,55.35,0.15,0,0.05,0.15,0.05,0.8
"R23214","愛知県","蒲郡市","中部",2015-10-18,"蒲郡市長選挙",0,1,0,0,0,1,63,63,63,0,0,0,0,0,1
"R23214","愛知県","蒲郡市","中部",2019-04-21,"蒲郡市議会議員選挙",1,0,0,0,0,22,60.5,32,56.85,0.2,0.15,0.05,0.4,0.05,0.55
"R23214","愛知県","蒲郡市","中部",2019-10-20,"蒲郡市長選挙",0,1,0,0,0,2,57,57,57,0,1,0,0,0,1
"R23215","愛知県","犬山市","中部",2014-11-30,"犬山市長選挙",0,1,0,0,0,2,41,41,41,0,1,0,0,0,1
"R23215","愛知県","犬山市","中部",2015-04-26,"犬山市議会議員選挙",1,0,0,0,0,25,58,33,57.4,0.3,0.1,0.1,0.1,0.15,0.7
"R23215","愛知県","犬山市","中部",2018-11-25,"犬山市長選挙",0,1,0,0,0,2,45,45,45,0,0,0,0,0,1
"R23215","愛知県","犬山市","中部",2019-04-21,"犬山市議会議員選挙",1,0,0,0,0,22,57,37,56.9,0.25,0.3,0.1,0.1,0.15,0.7
"R23216","愛知県","常滑市","中部",2015-04-26,"常滑市議会議員選挙",1,0,0,0,0,22,56,39,55.3888888888889,0.277777777777778,0.222222222222222,0.111111111111111,0.111111111111111,0.0555555555555556,0.777777777777778
"R23216","愛知県","常滑市","中部",2015-11-15,"常滑市長選挙",0,1,0,0,0,2,61,61,61,0,0,0,0,0,1
"R23216","愛知県","常滑市","中部",2019-04-21,"常滑市議会議員選挙",1,0,0,0,0,20,60,41,59.1111111111111,0.444444444444444,0.277777777777778,0.166666666666667,0.111111111111111,0.0555555555555556,0.722222222222222
"R23216","愛知県","常滑市","中部",2019-04-21,"常滑市長選挙",0,1,0,0,0,2,41,41,41,0,1,0,0,0,1
"R23217","愛知県","江南市","中部",2015-04-26,"江南市議会議員選挙",1,0,0,0,0,27,60.5,32,58.9090909090909,0.409090909090909,0.318181818181818,0.136363636363636,0.136363636363636,0.181818181818182,0.636363636363636
"R23217","愛知県","江南市","中部",2015-04-26,"江南市長選挙",0,1,0,0,0,2,60,60,60,0,1,0,0,0,1
"R23217","愛知県","江南市","中部",2019-04-21,"江南市議会議員選挙",1,0,0,0,0,28,57.5,36,57.3636363636364,0.272727272727273,0.363636363636364,0.0909090909090909,0.136363636363636,0.136363636363636,0.727272727272727
"R23217","愛知県","江南市","中部",2019-04-21,"江南市長選挙",0,1,0,0,0,1,64,64,64,0,0,0,0,0,1
"R23219","愛知県","小牧市","中部",2015-02-01,"小牧市長選挙",0,1,0,0,0,3,39,39,39,0,0,0,0,0,1
"R23219","愛知県","小牧市","中部",2015-10-04,"小牧市議会議員選挙",1,0,0,0,0,32,58,30,55.2,0.12,0.2,0.2,0.36,0.12,0.4
"R23219","愛知県","小牧市","中部",2019-02-03,"小牧市議会議員補欠選挙",1,0,1,0,0,4,64,64,64,0,1,1,0,1,0
"R23219","愛知県","小牧市","中部",2019-02-03,"小牧市長選挙",0,1,0,0,0,2,43,43,43,0,0,0,0,0,1
"R23219","愛知県","小牧市","中部",2019-09-29,"小牧市議会議員選挙",1,0,0,0,0,34,59,25,56.48,0.2,0.2,0.24,0.36,0.08,0.48
"R23220","愛知県","稲沢市","中部",2014-12-07,"稲沢市長選挙",0,1,0,0,0,2,69,69,69,1,0,0,0,0,1
"R23220","愛知県","稲沢市","中部",2015-09-20,"稲沢市議会議員選挙",1,0,0,0,0,36,63.5,28,58.5,0.384615384615385,0.153846153846154,0.115384615384615,0.0769230769230769,0.0769230769230769,0.807692307692308
"R23220","愛知県","稲沢市","中部",2016-12-04,"稲沢市長選挙",0,1,0,0,0,4,61,61,61,0,1,0,0,0,1
"R23220","愛知県","稲沢市","中部",2019-09-22,"稲沢市議会議員選挙",1,0,0,0,0,34,62.5,29,57.0384615384615,0.346153846153846,0.269230769230769,0.115384615384615,0.0769230769230769,0.0384615384615385,0.846153846153846
"R23220","愛知県","稲沢市","中部",2020-11-22,"稲沢市議会議員補欠選挙",1,0,1,0,0,2,49,49,49,0,1,0,0,0,1
"R23220","愛知県","稲沢市","中部",2020-11-22,"稲沢市長選挙",0,1,0,0,0,2,65,65,65,1,0,0,0,0,1
"R23221","愛知県","新城市","中部",2013-11-10,"新城市議会議員選挙",1,0,0,0,0,21,57.5,36,56.2222222222222,0.111111111111111,0.388888888888889,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.888888888888889
"R23221","愛知県","新城市","中部",2013-11-10,"新城市長選挙",0,1,0,0,0,2,61,61,61,0,0,0,1,0,0
"R23221","愛知県","新城市","中部",2017-10-29,"新城市議会議員選挙",1,0,0,0,0,23,58,27,54.7222222222222,0.166666666666667,0.277777777777778,0.111111111111111,0.111111111111111,0.0555555555555556,0.833333333333333
"R23221","愛知県","新城市","中部",2017-10-29,"新城市長選挙",0,1,0,0,0,3,65,65,65,1,0,0,0,0,1
"R23221","愛知県","新城市","中部",2021-10-31,"新城市議会議員選挙",1,0,0,0,0,21,59,31,57.0555555555556,0.333333333333333,0.166666666666667,0.0833333333333333,0.0555555555555556,0.0555555555555556,0.888888888888889
"R23221","愛知県","新城市","中部",2021-10-31,"新城市長選挙",0,1,0,0,0,2,56,56,56,0,1,0,0,0,1
"R23222","愛知県","東海市","中部",2013-04-21,"東海市長選挙",0,1,0,0,0,2,67,67,67,1,0,0,0,0,1
"R23222","愛知県","東海市","中部",2014-03-30,"東海市議会議員選挙",1,0,0,0,0,25,59,45,58.4545454545455,0.181818181818182,0.272727272727273,0.227272727272727,0.181818181818182,0.0909090909090909,0.727272727272727
"R23222","愛知県","東海市","中部",2017-04-23,"東海市長選挙",0,1,0,0,0,1,71,71,71,1,0,0,0,0,1
"R23222","愛知県","東海市","中部",2018-03-25,"東海市議会議員選挙",1,0,0,0,0,24,60.5,41,58.7727272727273,0.272727272727273,0.181818181818182,0.227272727272727,0.181818181818182,0.0909090909090909,0.727272727272727
"R23222","愛知県","東海市","中部",2021-04-25,"東海市長選挙",0,1,0,0,0,2,62,62,62,0,1,0,0,0,1
"R23223","愛知県","大府市","中部",2012-03-25,"大府市長選挙",0,1,0,0,0,1,65,65,65,1,0,0,0,0,1
"R23223","愛知県","大府市","中部",2015-04-26,"大府市議会議員選挙",1,0,0,0,0,23,55,37,54.4736842105263,0.157894736842105,0.263157894736842,0.315789473684211,0.105263157894737,0.105263157894737,0.736842105263158
"R23223","愛知県","大府市","中部",2016-03-27,"大府市長選挙",0,1,0,0,0,2,62,62,62,0,1,0,0,0,1
"R23223","愛知県","大府市","中部",2019-04-21,"大府市議会議員選挙",1,0,0,0,0,22,53,41,53.6315789473684,0.105263157894737,0.315789473684211,0.421052631578947,0.105263157894737,0.0526315789473684,0.789473684210526
"R23223","愛知県","大府市","中部",2020-03-22,"大府市長選挙",0,1,0,0,0,1,66,66,66,1,0,0,0,0,1
"R23224","愛知県","知多市","中部",2013-09-29,"知多市議会議員補欠選挙",1,0,1,0,0,3,53,53,53,0,1,0,0,0,1
"R23224","愛知県","知多市","中部",2013-09-29,"知多市長選挙",0,1,0,0,0,3,65,65,65,1,1,0,1,0,0
"R23224","愛知県","知多市","中部",2015-04-26,"知多市議会議員選挙",1,0,0,0,0,21,57.5,28,54.4,0.2,0.35,0.1,0.1,0.1,0.8
"R23224","愛知県","知多市","中部",2017-09-24,"知多市長選挙",0,1,0,0,0,2,69,69,69,1,0,0,0,0,1
"R23224","愛知県","知多市","中部",2019-04-21,"知多市議会議員選挙",1,0,0,0,0,22,59,32,55.6666666666667,0.277777777777778,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.777777777777778
"R23224","愛知県","知多市","中部",2021-09-26,"知多市議会議員補欠選挙",1,0,1,0,0,2,69,69,69,1,1,0,0,0,1
"R23224","愛知県","知多市","中部",2021-09-26,"知多市長選挙",0,1,0,0,0,2,73,73,73,1,0,0,0,0,1
"R23225","愛知県","知立市","中部",2012-12-02,"知立市議会議員補欠選挙",1,0,1,0,0,3,50,50,50,0,1,0,0,0,1
"R23225","愛知県","知立市","中部",2012-12-02,"知立市長選挙",0,1,0,0,0,2,52,52,52,0,0,0,0,0,1
"R23225","愛知県","知立市","中部",2014-08-03,"知立市議会議員選挙",1,0,0,0,0,23,61,39,59.75,0.4,0.15,0.2,0.1,0.15,0.7
"R23225","愛知県","知立市","中部",2016-11-27,"知立市長選挙",0,1,0,0,0,2,56,56,56,0,0,0,0,0,1
"R23225","愛知県","知立市","中部",2018-07-29,"知立市議会議員選挙",1,0,0,0,0,25,57.5,29,55,0.2,0.4,0.2,0.1,0.1,0.75
"R23225","愛知県","知立市","中部",2020-11-29,"知立市長選挙",0,1,0,0,0,1,60,60,60,0,0,0,1,0,0
"R23226","愛知県","尾張旭市","中部",2012-03-25,"尾張旭市長選挙",0,1,0,0,0,3,40,40,40,0,1,0,0,0,1
"R23226","愛知県","尾張旭市","中部",2015-04-26,"尾張旭市議会議員選挙",1,0,0,0,0,26,56,38,55.0952380952381,0.19047619047619,0.285714285714286,0.19047619047619,0.142857142857143,0.0952380952380952,0.714285714285714
"R23226","愛知県","尾張旭市","中部",2016-02-28,"尾張旭市長選挙",0,1,0,0,0,1,44,44,44,0,0,0,0,0,1
"R23226","愛知県","尾張旭市","中部",2019-02-03,"尾張旭市長選挙",0,1,0,0,0,2,69,69,69,1,1,0,1,0,0
"R23226","愛知県","尾張旭市","中部",2019-04-21,"尾張旭市議会議員選挙",1,0,0,0,0,23,54,44,54.5,0.1,0.35,0.1,0.2,0.05,0.65
"R23227","愛知県","高浜市","中部",2013-08-25,"高浜市議会議員補欠選挙",1,0,1,0,0,3,38,38,38,0,1,0,0,0,1
"R23227","愛知県","高浜市","中部",2013-08-25,"高浜市長選挙",0,1,0,0,0,1,57,57,57,0,0,0,0,0,1
"R23227","愛知県","高浜市","中部",2015-04-26,"高浜市議会議員選挙",1,0,0,0,0,17,61,37,57.125,0.25,0.1875,0.1875,0.125,0.0625,0.8125
"R23227","愛知県","高浜市","中部",2017-08-27,"高浜市長選挙",0,1,0,0,0,2,61,61,61,0,0,0,0,0,1
"R23227","愛知県","高浜市","中部",2019-04-21,"高浜市議会議員選挙",1,0,0,0,0,18,55.5,41,56.875,0.375,0.25,0.25,0.125,0.0625,0.8125
"R23227","愛知県","高浜市","中部",2021-08-29,"高浜市議会議員補欠選挙",1,0,1,0,0,1,51,51,51,0,1,0,0,0,1
"R23227","愛知県","高浜市","中部",2021-08-29,"高浜市長選挙",0,1,0,0,0,1,65,65,65,1,0,0,0,0,1
"R23228","愛知県","岩倉市","中部",2013-01-20,"岩倉市長選挙",0,1,0,0,0,2,63,63,63,0,0,0,0,0,1
"R23228","愛知県","岩倉市","中部",2015-04-26,"岩倉市議会議員選挙",1,0,0,0,0,18,55,41,55.4,0.0666666666666667,0.333333333333333,0.266666666666667,0.133333333333333,0.133333333333333,0.6
"R23228","愛知県","岩倉市","中部",2017-01-22,"岩倉市長選挙",0,1,0,0,0,1,55,55,55,0,1,0,0,0,1
"R23228","愛知県","岩倉市","中部",2019-04-21,"岩倉市議会議員選挙",1,0,0,0,0,23,58,44,56.9333333333333,0.133333333333333,0.266666666666667,0.266666666666667,0.133333333333333,0.133333333333333,0.6
"R23228","愛知県","岩倉市","中部",2021-01-24,"岩倉市長選挙",0,1,0,0,0,2,59,59,59,0,0,0,1,0,0
"R23229","愛知県","豊明市","中部",2015-04-26,"豊明市議会議員選挙",1,0,0,0,0,35,56.5,36,54.35,0.15,0.4,0.25,0.1,0.05,0.85
"R23229","愛知県","豊明市","中部",2015-04-26,"豊明市長選挙",0,1,0,0,0,3,46,46,46,0,1,0,0,0,1
"R23229","愛知県","豊明市","中部",2019-04-21,"豊明市議会議員選挙",1,0,0,0,0,25,56.5,32,54.3,0.2,0.3,0.3,0.1,0.05,0.85
"R23229","愛知県","豊明市","中部",2019-04-21,"豊明市長選挙",0,1,0,0,0,1,50,50,50,0,0,0,0,0,1
"R23230","愛知県","日進市","中部",2015-04-26,"日進市議会議員選挙",1,0,0,0,0,25,60.5,32,57.6,0.3,0.4,0.4,0.1,0.05,0.8
"R23230","愛知県","日進市","中部",2015-07-05,"日進市長選挙",0,1,0,0,0,2,73,73,73,1,0,0,0,0,1
"R23230","愛知県","日進市","中部",2019-04-21,"日進市議会議員選挙",1,0,0,0,0,28,60,36,58.7,0.35,0.25,0.35,0.2,0.1,0.65
"R23230","愛知県","日進市","中部",2019-04-21,"日進市長選挙",0,1,0,0,0,2,49,49,49,0,1,0,0,0,1
"R23231","愛知県","田原市","中部",2015-02-01,"田原市議会議員選挙",1,0,0,0,0,18,58,41,57.8333333333333,0.222222222222222,0.277777777777778,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.888888888888889
"R23231","愛知県","田原市","中部",2015-04-26,"田原市長選挙",0,1,0,0,0,3,66,66,66,1,1,0,0,0,1
"R23231","愛知県","田原市","中部",2019-01-27,"田原市議会議員選挙",1,0,0,0,0,21,59,45,59.2777777777778,0.222222222222222,0.277777777777778,0.111111111111111,0.0555555555555556,0,0.888888888888889
"R23231","愛知県","田原市","中部",2019-04-21,"田原市長選挙",0,1,0,0,0,1,70,70,70,1,0,0,0,0,1
"R23232","愛知県","愛西市","中部",2013-04-28,"愛西市議会議員補欠選挙",1,0,1,0,0,3,56,56,56,0,1,0,0,0,1
"R23232","愛知県","愛西市","中部",2013-04-28,"愛西市長選挙",0,1,0,0,0,2,39,39,39,0,1,0,0,0,1
"R23232","愛知県","愛西市","中部",2014-04-20,"愛西市議会議員選挙",1,0,0,0,0,25,59.5,40,58.7,0.25,0.25,0.1,0.1,0.15,0.75
"R23232","愛知県","愛西市","中部",2017-04-23,"愛西市長選挙",0,1,0,0,0,2,43,43,43,0,0,0,0,0,1
"R23232","愛知県","愛西市","中部",2018-04-15,"愛西市議会議員選挙",1,0,0,0,0,24,61,44,58.4444444444444,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111,0.166666666666667,0.722222222222222
"R23232","愛知県","愛西市","中部",2021-04-18,"愛西市長選挙",0,1,0,0,0,2,47,47,47,0,0,0,0,0,1
"R23233","愛知県","清須市","中部",2013-07-21,"清須市長選挙",0,1,0,0,0,2,71,71,71,1,0,0,0,0,1
"R23233","愛知県","清須市","中部",2014-04-20,"清須市議会議員選挙",1,0,0,0,0,28,60,40,59.0454545454545,0.318181818181818,0.181818181818182,0.0909090909090909,0.136363636363636,0.0454545454545455,0.772727272727273
"R23233","愛知県","清須市","中部",2017-07-23,"清須市議会議員補欠選挙",1,0,1,0,0,3,59,52,59,0.5,1,0,0,0,1
"R23233","愛知県","清須市","中部",2017-07-23,"清須市長選挙",0,1,0,0,0,2,62,62,62,0,1,0,0,0,1
"R23233","愛知県","清須市","中部",2018-04-15,"清須市議会議員選挙",1,0,0,0,0,25,61,39,59.1818181818182,0.363636363636364,0.227272727272727,0.0909090909090909,0.136363636363636,0.0454545454545455,0.772727272727273
"R23233","愛知県","清須市","中部",2021-07-18,"清須市長選挙",0,1,0,0,0,1,66,66,66,1,0,0,0,0,1
"R23234","愛知県","北名古屋市","中部",2014-04-20,"北名古屋市議会議員選挙",1,0,0,0,0,28,59,29,55.0952380952381,0.333333333333333,0.238095238095238,0.285714285714286,0.142857142857143,0.0952380952380952,0.619047619047619
"R23234","愛知県","北名古屋市","中部",2014-04-20,"北名古屋市長選挙",0,1,0,0,0,2,73,73,73,1,0,0,0,0,1
"R23234","愛知県","北名古屋市","中部",2018-04-15,"北名古屋市議会議員選挙",1,0,0,0,0,25,61,33,56.7142857142857,0.380952380952381,0.285714285714286,0.333333333333333,0.142857142857143,0.0952380952380952,0.714285714285714
"R23234","愛知県","北名古屋市","中部",2018-04-15,"北名古屋市長選挙",0,1,0,0,0,2,77,77,77,1,0,0,0,0,1
"R23235","愛知県","弥富市","中部",2012-02-12,"弥富市議会議員選挙",1,0,0,0,0,20,60,32,58.4444444444444,0.277777777777778,0.444444444444444,0.166666666666667,0.111111111111111,0.111111111111111,0.722222222222222
"R23235","愛知県","弥富市","中部",2015-02-01,"弥富市長選挙",0,1,0,0,0,1,67,67,67,1,0,0,0,0,1
"R23235","愛知県","弥富市","中部",2016-02-14,"弥富市議会議員選挙",1,0,0,0,0,18,56.5,26,53.6875,0.25,0.3125,0.125,0.125,0.125,0.6875
"R23235","愛知県","弥富市","中部",2018-12-02,"弥富市長選挙",0,1,0,0,0,3,56,56,56,0,1,0,0,0,1
"R23235","愛知県","弥富市","中部",2020-02-16,"弥富市議会議員選挙",1,0,0,0,0,19,54,30,55.5625,0.3125,0.3125,0.125,0.125,0.125,0.75
"R23236","愛知県","みよし市","中部",2013-11-17,"みよし市長選挙",0,1,0,0,0,1,62,62,62,0,1,0,0,0,1
"R23236","愛知県","みよし市","中部",2015-04-26,"みよし市議会議員選挙",1,0,0,0,0,22,61.5,33,60.25,0.4,0.3,0,0.1,0.05,0.8
"R23236","愛知県","みよし市","中部",2017-11-19,"みよし市長選挙",0,1,0,0,0,1,66,66,66,1,0,0,0,0,1
"R23236","愛知県","みよし市","中部",2019-04-21,"みよし市議会議員選挙",1,0,0,0,0,20,63.5,37,62,0.45,0.2,0,0.1,0.05,0.85
"R23236","愛知県","みよし市","中部",2021-11-21,"みよし市長選挙",0,1,0,0,0,1,43,43,43,0,1,0,0,0,1
"R23237","愛知県","あま市","中部",2014-04-13,"あま市長選挙",0,1,0,0,0,2,51,51,51,0,0,0,0,0,1
"R23237","愛知県","あま市","中部",2015-04-26,"あま市議会議員選挙",1,0,0,0,0,31,60.5,38,57.9166666666667,0.333333333333333,0.291666666666667,0.0416666666666667,0.125,0.0833333333333333,0.791666666666667
"R23237","愛知県","あま市","中部",2018-04-22,"あま市長選挙",0,1,0,0,0,2,55,55,55,0,0,0,0,0,1
"R23237","愛知県","あま市","中部",2019-04-21,"あま市議会議員選挙",1,0,0,0,0,25,57,32,56.9545454545455,0.181818181818182,0.181818181818182,0.0909090909090909,0.136363636363636,0.0909090909090909,0.772727272727273
"R23238","愛知県","長久手市","中部",2015-04-26,"長久手市議会議員選挙",1,0,0,0,0,24,54.5,35,52,0.111111111111111,0.333333333333333,0.388888888888889,0.111111111111111,0.0555555555555556,0.722222222222222
