"投票日","選挙名","市区町村","都道府県","議会議員","首長","補欠選挙","再選挙","候補者数","年齢中央値","年齢最小値","年齢平均値","男性数","女性数","新人割合","65歳以上割合","自民公明割合","共産社民割合","無所属割合","データ上候補者数"
"2015/1/18","恩納村長選挙","恩納村","沖縄県",0,1,0,0,2,49,49,49,1,0,1,0,0,0,1,2
"2015/1/18","我孫子市議会議員補欠選挙","我孫子市","千葉県",1,0,1,0,2,53.5,33,53.5,2,0,1,0.5,0.5,0,0.5,2
"2015/1/18","我孫子市長選挙","我孫子市","千葉県",0,1,0,0,2,57,57,57,1,0,0,0,0,0,1,2
"2015/1/18","横瀬町長選挙","横瀬町","埼玉県",0,1,0,0,2,49,49,49,1,0,1,0,0,0,1,2
"2015/1/18","清水町議会議員選挙","清水町","北海道",1,0,0,0,14,67,46,64.5384615384615,12,1,0.230769230769231,0.615384615384615,0.0769230769230769,0.0769230769230769,0.846153846153846,14
"2015/1/18","筑前町議会議員選挙","筑前町","福岡県",1,0,0,0,16,63,45,61.625,14,2,0.3125,0.3125,0.0625,0.0625,0.875,16
"2015/1/18","苓北町議会議員選挙","苓北町","熊本県",1,0,0,0,13,68,52,66.5,11,1,0.333333333333333,0.75,0,0.0833333333333333,0.916666666666667,13
"2015/1/18","苓北町長選挙","苓北町","熊本県",0,1,0,0,1,67,67,67,1,0,0,1,0,0,1,1
"2015/1/18","赤穂市長選挙","赤穂市","兵庫県",0,1,0,0,3,64,64,64,1,0,1,0,0,0,1,3
"2015/1/18","軽米町長選挙","軽米町","岩手県",0,1,0,0,3,60,60,60,1,0,0,0,0,0,1,3
"2015/1/25","かすみがうら市議会議員選挙","かすみがうら市","茨城県",1,0,0,0,18,61.5,39,59,15,1,0.1875,0.4375,0.125,0.0625,0.8125,18
"2015/1/25","上野原市議会議員選挙","上野原市","山梨県",1,0,0,0,17,66,55,66.75,14,2,0.125,0.6875,0.0625,0.0625,0.8125,17
"2015/1/25","下関市議会議員選挙","下関市","山口県",1,0,0,0,39,57,30,56.0294117647059,30,4,0.235294117647059,0.176470588235294,0.617647058823529,0.147058823529412,0.205882352941176,39
"2015/1/25","中央市議会議員選挙","中央市","山梨県",1,0,0,0,19,62.5,31,61.3888888888889,16,2,0.111111111111111,0.388888888888889,0.111111111111111,0.0555555555555556,0.833333333333333,19
"2015/1/25","中山町長選挙","中山町","山形県",0,1,0,0,2,55,55,55,1,0,1,0,0,0,1,2
"2015/1/25","亀岡市議会議員選挙","亀岡市","京都府",1,0,0,0,27,59,37,58.2083333333333,20,4,0.25,0.291666666666667,0.166666666666667,0.166666666666667,0.666666666666667,27
"2015/1/25","五所川原市議会議員選挙","五所川原市","青森県",1,0,0,0,27,64.5,42,63,25,1,0.0384615384615385,0.5,0.0384615384615385,0.0769230769230769,0.884615384615385,27
"2015/1/25","北九州市議会議員補欠選挙（若松区選挙区）","北九州市","福岡県",1,0,1,0,4,49,49,49,1,0,1,0,0,1,0,4
"2015/1/25","北九州市長選挙","北九州市","福岡県",0,1,0,0,3,61,61,61,1,0,0,0,1,0,0,3
"2015/1/25","四万十町議会議員選挙","四万十町","高知県",1,0,0,0,20,63.5,45,62.2777777777778,16,2,NA,0.388888888888889,0.0555555555555556,0.0555555555555556,0.888888888888889,20
"2015/1/25","大木町長選挙","大木町","福岡県",0,1,0,0,1,62,62,62,1,0,0,0,0,0,1,1
"2015/1/25","小諸市議会議員選挙","小諸市","長野県",1,0,0,0,23,62,50,62,15,4,0.315789473684211,0.263157894736842,0.105263157894737,0.157894736842105,0.736842105263158,23
"2015/1/25","平群町長選挙","平群町","奈良県",0,1,0,0,2,69,69,69,1,0,0,1,0,0,1,2
"2015/1/25","弥彦村長選挙","弥彦村","新潟県",0,1,0,0,2,69,69,69,1,0,1,1,0,0,1,2
"2015/1/25","本宮市長選挙","本宮市","福島県",0,1,0,0,3,60,60,60,1,0,0,0,0,0,1,3
"2015/1/25","河北町長選挙","河北町","山形県",0,1,0,0,2,72,72,72,1,0,0,1,0,0,1,2
"2015/1/25","甲府市長選挙","甲府市","山梨県",0,1,0,0,4,55,55,55,1,0,1,0,0,0,1,4
"2015/1/25","筑紫野市長選挙","筑紫野市","福岡県",0,1,0,0,1,72,72,72,1,0,0,1,1,0,0,1
"2015/1/25","西ノ島町長選挙","西ノ島町","島根県",0,1,0,0,1,63,63,63,1,0,0,0,0,0,1,1
"2015/1/25","西興部村長選挙","西興部村","北海道",0,1,0,0,2,57,57,57,1,0,1,0,0,0,1,2
"2015/1/25","軽井沢町長選挙","軽井沢町","長野県",0,1,0,0,1,63,63,63,1,0,0,0,0,0,1,1
"2015/1/25","阿蘇市議会議員選挙","阿蘇市","熊本県",1,0,0,0,21,63,51,62.1,19,1,0.15,0.4,0.05,0.05,0.9,21
"2015/10/11","五木村議会議員補欠選挙","五木村","熊本県",1,0,1,0,1,59,59,59,1,0,1,0,0,0,1,1
"2015/10/11","五木村長選挙","五木村","熊本県",0,1,0,0,1,68,68,68,1,0,0,1,0,0,1,1
"2015/10/11","南国市議会議員選挙","南国市","高知県",1,0,0,0,23,64,39,61.4285714285714,17,4,0.142857142857143,0.476190476190476,0.0952380952380952,0.238095238095238,0.619047619047619,23
"2015/10/11","新島村長選挙","新島村","東京都",0,1,0,0,2,62,62,62,1,0,1,0,0,0,1,2
"2015/10/18","土佐市長選挙","土佐市","高知県",0,1,0,0,1,60,60,60,1,0,0,0,0,0,1,1
"2015/10/18","大洗町議会議員選挙","大洗町","茨城県",1,0,0,0,16,59,35,56.4615384615385,12,1,0.230769230769231,0.153846153846154,0.153846153846154,0.0769230769230769,0.769230769230769,16
"2015/10/18","安八町議会議員選挙","安八町","岐阜県",1,0,0,0,10,68,57,68.2,8,2,0.1,0.8,0,0.1,0.9,10
"2015/10/18","平内町長選挙","平内町","青森県",0,1,0,0,1,66,66,66,1,0,0,1,0,0,1,1
"2015/10/18","廿日市市議会議員補欠選挙","廿日市市","広島県",1,0,1,0,3,46,46,46,0,1,1,0,0,0,1,3
"2015/10/18","廿日市市長選挙","廿日市市","広島県",0,1,0,0,4,72,72,72,1,0,0,1,1,1,0,4
"2015/10/18","御蔵島村長選挙","御蔵島村","東京都",0,1,0,0,1,67,67,67,1,0,0,1,0,0,1,1
"2015/10/18","所沢市長選挙","所沢市","埼玉県",0,1,0,0,4,53,53,53,1,0,0,0,1,0,0,4
"2015/10/18","精華町議会議員補欠選挙","精華町","京都府",1,0,1,0,3,63,63,63,0,1,1,0,0,0,1,3
"2015/10/18","精華町長選挙","精華町","京都府",0,1,0,0,2,76,76,76,1,0,0,1,0,0,1,2
"2015/10/18","蒲郡市長選挙","蒲郡市","愛知県",0,1,0,0,1,63,63,63,1,0,0,0,0,0,1,1
"2015/10/18","釧路町議会議員選挙","釧路町","北海道",1,0,0,0,18,60.5,32,55.125,14,2,0.1875,0.1875,0.125,0.1875,0.625,18
"2015/10/20","黒松内町議会議員選挙","黒松内町","北海道",1,0,0,0,10,62,52,62.6666666666667,9,0,0.222222222222222,0.444444444444444,0,0.222222222222222,0.777777777777778,10
"2015/10/25","ひたちなか市議会議員選挙","ひたちなか市","茨城県",1,0,0,0,31,54,33,53.16,22,3,0.28,0.2,0.28,0.12,0.48,31
"2015/10/25","五泉市議会議員選挙","五泉市","新潟県",1,0,0,0,24,58.5,32,56.75,19,1,0.2,0.25,0.1,0.1,0.8,24
"2015/10/25","亘理町議会議員選挙","亘理町","宮城県",1,0,0,0,19,64,32,61.1666666666667,13,5,0.222222222222222,0.388888888888889,0.111111111111111,0.111111111111111,0.777777777777778,19
"2015/10/25","奄美市議会議員選挙","奄美市","鹿児島県",1,0,0,0,26,60,36,57.8333333333333,21,3,0.125,0.333333333333333,0.541666666666667,0.125,0.333333333333333,26
"2015/10/25","女川町議会議員選挙","女川町","宮城県",1,0,0,0,12,65.5,42,63.0833333333333,10,2,0.166666666666667,0.583333333333333,0,0.166666666666667,0.833333333333333,12
"2015/10/25","女川町長選挙","女川町","宮城県",0,1,0,0,1,43,43,43,1,0,0,0,0,0,1,1
"2015/10/25","屋久島町長選挙","屋久島町","鹿児島県",0,1,0,0,1,65,65,65,1,0,0,1,0,0,1,1
"2015/10/25","山元町議会議員選挙","山元町","宮城県",1,0,0,0,15,63.5,49,62.5714285714286,11,3,0.571428571428571,0.428571428571429,0.0714285714285714,0.0714285714285714,0.857142857142857,15
"2015/10/25","幸手市長選挙","幸手市","埼玉県",0,1,0,0,2,58,58,58,1,0,0,0,0,0,1,2
"2015/10/25","村山市議会議員選挙","村山市","山形県",1,0,0,0,19,61,33,59,14,2,0.3125,0.3125,0.125,0.125,0.75,19
"2015/10/25","橿原市議会議員補欠選挙","橿原市","奈良県",1,0,1,0,3,42,42,42,1,0,1,0,0,0,1,3
"2015/10/25","橿原市長選挙","橿原市","奈良県",0,1,0,0,2,57,57,57,1,0,0,0,0,0,1,2
"2015/10/25","津南町議会議員選挙","津南町","新潟県",1,0,0,0,15,64.5,29,61.9285714285714,10,4,0.0714285714285714,0.5,0,0.142857142857143,0.857142857142857,15
"2015/10/25","湯川村議会議員補欠選挙","湯川村","福島県",1,0,1,0,3,53,53,53,1,0,1,0,0,0,1,3
"2015/10/25","湯川村長選挙","湯川村","福島県",0,1,0,0,2,65,65,65,1,0,1,1,0,0,1,2
"2015/10/25","白老町議会議員選挙","白老町","北海道",1,0,0,0,15,57,33,56.9285714285714,11,3,0.0714285714285714,0.357142857142857,0.142857142857143,0.142857142857143,0.642857142857143,15
"2015/10/25","白老町長選挙","白老町","北海道",0,1,0,0,1,46,46,46,1,0,0,0,0,0,1,1
"2015/10/25","粕屋町議会議員補欠選挙","粕屋町","福岡県",1,0,1,0,3,54.5,51,54.5,2,0,1,0,0,0,1,3
"2015/10/25","粕屋町長選挙","粕屋町","福岡県",0,1,0,0,2,59,59,59,1,0,1,0,0,0,1,2
"2015/10/25","袖ケ浦市議会議員補欠選挙","袖ケ浦市","千葉県",1,0,1,0,4,63,60,63,2,0,1,0.5,0,0,1,4
"2015/10/25","袖ケ浦市長選挙","袖ケ浦市","千葉県",0,1,0,0,2,69,69,69,1,0,0,1,0,0,1,2
"2015/10/25","豊郷町議会議員選挙","豊郷町","滋賀県",1,0,0,0,12,62.5,44,62,11,1,0.166666666666667,0.416666666666667,0,0.166666666666667,0.833333333333333,12
"2015/10/25","高萩市議会議員選挙","高萩市","茨城県",1,0,0,0,18,59,47,60.3125,15,1,0.1875,0.25,0.125,0.0625,0.75,18
"2015/10/4","あきる野市議会議員補欠選挙","あきる野市","東京都",1,0,1,0,3,49.5,44,49.5,1,1,1,0,0,0,1,3
"2015/10/4","あきる野市長選挙","あきる野市","東京都",0,1,0,0,4,66,66,66,1,0,1,1,0,0,1,4
"2015/10/4","むつ市議会議員選挙","むつ市","青森県",1,0,0,0,30,63.5,40,61.8846153846154,23,3,0.0769230769230769,0.384615384615385,0.269230769230769,0.115384615384615,0.615384615384615,30
"2015/10/4","大和町長選挙","大和町","宮城県",0,1,0,0,2,61,61,61,1,0,0,0,0,0,1,2
"2015/10/4","守山市議会議員選挙","守山市","滋賀県",1,0,0,0,27,59.5,39,57.8181818181818,18,4,0.409090909090909,0.272727272727273,0.136363636363636,0.0454545454545455,0.818181818181818,27
"2015/10/4","小牧市議会議員選挙","小牧市","愛知県",1,0,0,0,32,58,30,55.2,20,5,0.2,0.12,0.36,0.12,0.4,32
"2015/10/4","岩内町長選挙","岩内町","北海道",0,1,0,0,1,65,65,65,1,0,0,1,0,0,1,1
"2015/10/4","嵐山町議会議員選挙","嵐山町","埼玉県",1,0,0,0,14,64,40,61.8571428571429,11,3,0.0714285714285714,0.357142857142857,0.0714285714285714,0.214285714285714,0.714285714285714,14
"2015/10/4","愛川町議会議員選挙","愛川町","神奈川県",1,0,0,0,20,61,33,58.75,12,4,0.1875,0.3125,0.1875,0.1875,0.625,20
"2015/10/4","明日香村議会議員補欠選挙","明日香村","奈良県",1,0,1,0,1,43,43,43,1,0,1,0,0,0,1,1
"2015/10/4","明日香村長選挙","明日香村","奈良県",0,1,0,0,1,59,59,59,1,0,0,0,0,0,1,1
"2015/10/4","松阪市議会議員補欠選挙","松阪市","三重県",1,0,1,0,8,56,56,56,1,2,1,0,0.333333333333333,0,0.666666666666667,8
"2015/10/4","松阪市長選挙","松阪市","三重県",0,1,0,0,3,53,53,53,1,0,1,0,0,0,1,3
"2015/10/4","板野町議会議員選挙","板野町","徳島県",1,0,0,0,16,68,61,69.9230769230769,13,0,0.0769230769230769,0.846153846153846,0,0.153846153846154,0.846153846153846,16
"2015/10/4","桑折町議会議員選挙","桑折町","福島県",1,0,0,0,12,64.5,54,63,10,2,0,0.5,0,0.166666666666667,0.833333333333333,12
"2015/10/4","浜中町長選挙","浜中町","北海道",0,1,0,0,1,65,65,65,1,0,0,1,0,0,1,1
"2015/10/4","福島町長選挙","福島町","北海道",0,1,0,0,1,59,59,59,1,0,1,0,0,0,1,1
"2015/10/4","総社市長選挙","総社市","岡山県",0,1,0,0,2,56,56,56,1,0,0,0,0,0,1,2
"2015/10/4","藤崎町議会議員選挙","藤崎町","青森県",1,0,0,0,16,64.5,43,62.0714285714286,13,1,0.142857142857143,0.5,0,0.0714285714285714,0.928571428571429,16
"2015/10/4","藤崎町長選挙","藤崎町","青森県",0,1,0,0,1,58,58,58,1,0,0,0,0,0,1,1
"2015/10/4","豊川市長選挙","豊川市","愛知県",0,1,0,0,2,71,71,71,1,0,0,1,0,0,1,2
"2015/10/4","野辺地町長選挙","野辺地町","青森県",0,1,0,0,1,66,66,66,1,0,0,1,0,0,1,1
"2015/10/4","韮崎市議会議員選挙","韮崎市","山梨県",1,0,0,0,19,60,38,58.6666666666667,16,2,0.277777777777778,0.444444444444444,0.111111111111111,0.111111111111111,0.777777777777778,19
"2015/10/6","寿都町議会議員選挙","寿都町","北海道",1,0,0,0,10,60,41,60.5555555555556,8,1,0.111111111111111,0.333333333333333,0,0.111111111111111,0.888888888888889,10
"2015/11/1","亀岡市長選挙","亀岡市","京都府",0,1,0,0,2,52,52,52,1,0,1,0,0,0,1,2
"2015/11/1","佐那河内村長選挙","佐那河内村","徳島県",0,1,0,0,2,58,58,58,1,0,1,0,0,0,1,2
"2015/11/1","大石田町議会議員選挙","大石田町","山形県",1,0,0,0,10,65,45,61.5,10,0,0.1,0.5,0,0.1,0.9,10
"2015/11/1","大石田町長選挙","大石田町","山形県",0,1,0,0,1,69,69,69,1,0,0,1,0,0,1,1
"2015/11/1","時津町長選挙","時津町","長崎県",0,1,0,0,1,68,68,68,1,0,0,1,0,0,1,1
"2015/11/1","海田町議会議員補欠選挙","海田町","広島県",1,0,1,0,2,42,42,42,0,1,1,0,0,0,1,2
"2015/11/1","海田町長選挙","海田町","広島県",0,1,0,0,2,63,63,63,1,0,1,0,0,0,1,2
"2015/11/1","釜石市長選挙","釜石市","岩手県",0,1,0,0,1,62,62,62,1,0,0,0,0,0,1,1
"2015/11/15","中津市長選挙","中津市","大分県",0,1,0,0,2,61,61,61,1,0,1,0,0,0,1,2
"2015/11/15","丸森町議会議員選挙","丸森町","宮城県",1,0,0,0,16,64,50,63.2857142857143,13,1,0.214285714285714,0.428571428571429,0,0,1,16
"2015/11/15","久米島町議会議員選挙","久米島町","沖縄県",1,0,0,0,20,60.5,35,58.5,14,0,0.285714285714286,0.214285714285714,0,0,1,20
"2015/11/15","八千代町議会議員選挙","八千代町","茨城県",1,0,0,0,14,67.5,33,63.7142857142857,13,1,0.0714285714285714,0.642857142857143,0.142857142857143,0.0714285714285714,0.785714285714286,14
"2015/11/15","南牧村議会議員補欠選挙","南牧村","長野県",1,0,1,0,2,56,56,56,1,0,0,0,0,0,1,2
"2015/11/15","南牧村長選挙","南牧村","長野県",0,1,0,0,2,67,67,67,1,0,1,1,0,0,1,2
"2015/11/15","大川村長選挙","大川村","高知県",0,1,0,0,1,56,56,56,1,0,0,0,0,0,1,1
"2015/11/15","大熊町議会議員選挙","大熊町","福島県",1,0,0,0,13,60,46,60.1666666666667,11,1,0.166666666666667,0.25,0.0833333333333333,0,0.916666666666667,13
"2015/11/15","大熊町長選挙","大熊町","福島県",0,1,0,0,1,68,68,68,1,0,0,1,0,0,1,1
"2015/11/15","大牟田市長選挙","大牟田市","福岡県",0,1,0,0,1,61,61,61,1,0,1,0,0,0,1,1
"2015/11/15","大田原市議会議員選挙","大田原市","栃木県",1,0,0,0,26,63,31,59.9615384615385,21,5,0.153846153846154,0.384615384615385,0.0769230769230769,0.0384615384615385,0.884615384615385,26
"2015/11/15","奥多摩町議会議員選挙","奥多摩町","東京都",1,0,0,0,13,62.5,49,61.9166666666667,11,1,0.333333333333333,0.416666666666667,0.0833333333333333,0.0833333333333333,0.833333333333333,13
"2015/11/15","小美玉市議会議員選挙","小美玉市","茨城県",1,0,0,0,23,61.5,29,59.25,18,2,0.25,0.45,0.05,0.05,0.9,23
"2015/11/15","川俣町議会議員選挙","川俣町","福島県",1,0,0,0,18,65,56,65.8333333333333,11,1,0.0833333333333333,0.583333333333333,0.0833333333333333,0.166666666666667,0.75,18
"2015/11/15","川内村議会議員選挙","川内村","福島県",1,0,0,0,11,66,53,65.2,9,1,0.4,0.7,0,0,1,11
"2015/11/15","常滑市長選挙","常滑市","愛知県",0,1,0,0,2,61,61,61,1,0,0,0,0,0,1,2
"2015/11/15","広野町議会議員選挙","広野町","福島県",1,0,0,0,11,63.5,46,61.9,8,2,0.2,0.5,0,0,1,11
"2015/11/15","御杖村議会議員補欠選挙","御杖村","奈良県",1,0,1,0,2,68,68,68,1,0,1,1,0,0,1,2
"2015/11/15","御杖村長選挙","御杖村","奈良県",0,1,0,0,1,62,62,62,1,0,1,0,0,0,1,1
"2015/11/15","我孫子市議会議員選挙","我孫子市","千葉県",1,0,0,0,28,59.5,32,55.4583333333333,20,4,0.0833333333333333,0.291666666666667,0.333333333333333,0.125,0.5,28
"2015/11/15","新地町議会議員選挙","新地町","福島県",1,0,0,0,13,66.5,53,65.6666666666667,12,0,0.0833333333333333,0.75,0,0.0833333333333333,0.916666666666667,13
"2015/11/15","東庄町議会議員選挙","東庄町","千葉県",1,0,0,0,16,64,43,62.7142857142857,13,1,0.0714285714285714,0.357142857142857,0.0714285714285714,0,0.928571428571429,16
"2015/11/15","桜井市長選挙","桜井市","奈良県",0,1,0,0,1,62,62,62,1,0,0,0,0,0,1,1
"2015/11/15","桶川市議会議員選挙","桶川市","埼玉県",1,0,0,0,23,59,39,57.7894736842105,14,5,0.263157894736842,0.263157894736842,0.157894736842105,0.157894736842105,0.631578947368421,23
"2015/11/15","浪江町長選挙","浪江町","福島県",0,1,0,0,3,66,66,66,1,0,0,1,0,0,1,3
"2015/11/15","海老名市議会議員選挙","海老名市","神奈川県",1,0,0,0,25,55.5,31,53.5,16,6,0.181818181818182,0.227272727272727,0.181818181818182,0.0909090909090909,0.636363636363636,25
"2015/11/15","海老名市長選挙","海老名市","神奈川県",0,1,0,0,2,60,60,60,1,0,0,0,0,0,1,2
"2015/11/15","相馬市議会議員選挙","相馬市","福島県",1,0,0,0,21,64.5,45,60,18,2,0.05,0.5,0.05,0.05,0.85,21
"2015/11/15","葛尾村議会議員選挙","葛尾村","福島県",1,0,0,0,8,64.5,39,61.375,8,0,0.125,0.5,0,0,1,8
"2015/11/15","長門市議会議員補欠選挙","長門市","山口県",1,0,1,0,3,59.5,48,59.5,2,0,0.5,0.5,0,0,1,3
"2015/11/15","長門市長選挙","長門市","山口県",0,1,0,0,1,65,65,65,1,0,0,1,0,0,1,1
"2015/11/15","青梅市長選挙","青梅市","東京都",0,1,0,0,3,63,63,63,1,0,1,0,0,0,1,3
"2015/11/15","飯島町議会議員補欠選挙","飯島町","長野県",1,0,1,0,2,65,65,65,0,1,1,1,0,0,1,2
"2015/11/15","飯島町長選挙","飯島町","長野県",0,1,0,0,2,64,64,64,1,0,1,0,0,0,1,2
"2015/11/15","高知市長選挙","高知市","高知県",0,1,0,0,2,62,62,62,1,0,0,0,0,0,1,2
"2015/11/15","鮭川村議会議員選挙","鮭川村","山形県",1,0,0,0,10,66.5,58,65.4,9,1,0,0.7,0,0,1,10
"2015/11/22","いなべ市長選挙","いなべ市","三重県",0,1,0,0,3,56,56,56,1,0,0,0,0,0,1,3
"2015/11/22","北大東村長選挙","北大東村","沖縄県",0,1,0,0,1,61,61,61,1,0,0,0,0,0,1,1
"2015/11/22","南相木村長選挙","南相木村","長野県",0,1,0,0,2,57,57,57,1,0,1,0,0,0,1,2
"2015/11/22","大阪市議会議員補欠選挙（西成区選挙区）","大阪市","大阪府",1,0,1,0,4,46,46,46,1,0,1,0,0,0,0,4
"2015/11/22","大阪市長選挙","大阪市","大阪府",0,1,0,0,4,40,40,40,1,0,1,0,0,0,0,4
"2015/11/22","富士河口湖町議会議員補欠選挙","富士河口湖町","山梨県",1,0,1,0,2,53,48,53,2,0,1,0,0,0,1,2
"2015/11/22","富士河口湖町長選挙","富士河口湖町","山梨県",0,1,0,0,2,66,66,66,1,0,1,1,0,0,1,2
"2015/11/22","田尻町長選挙","田尻町","大阪府",0,1,0,0,3,68,68,68,1,0,1,1,0,0,1,3
"2015/11/22","白子町議会議員選挙","白子町","千葉県",1,0,0,0,16,64,30,60.8571428571429,13,1,0.142857142857143,0.285714285714286,0.0714285714285714,0.0714285714285714,0.857142857142857,16
"2015/11/22","米沢市長選挙","米沢市","山形県",0,1,0,0,2,65,65,65,1,0,1,1,0,0,1,2
"2015/11/22","阿南市議会議員補欠選挙","阿南市","徳島県",1,0,1,0,5,60,40,55.3333333333333,NA,NA,0.666666666666667,0.333333333333333,0,0.333333333333333,0.666666666666667,5
"2015/11/22","阿南市長選挙","阿南市","徳島県",0,1,0,0,2,61,61,61,1,0,0,0,0,0,1,2
"2015/11/29","岩泉町議会議員補欠選挙","岩泉町","岩手県",1,0,1,0,2,61,61,61,0,1,1,0,0,0,1,2
"2015/11/29","岩泉町長選挙","岩泉町","岩手県",0,1,0,0,1,72,72,72,1,0,0,1,0,0,1,1
"2015/11/29","松前町長選挙","松前町","愛媛県",0,1,0,0,2,62,62,62,1,0,1,0,0,0,1,2
"2015/11/29","茨城町議会議員選挙","茨城町","茨城県",1,0,0,0,18,63,45,60.6875,15,1,0.3125,0.375,0.0625,0.0625,0.875,18
"2015/11/29","邑楽町長選挙","邑楽町","群馬県",0,1,0,0,2,72,72,72,1,0,0,1,0,0,1,2
"2015/11/29","金山町議会議員選挙","金山町","福島県",1,0,0,0,11,66.5,49,65.8,9,1,0.3,0.6,0,0.1,0.9,11
"2015/11/8","共和町議会議員選挙","共和町","北海道",1,0,0,0,13,66,53,66.6923076923077,12,1,0.153846153846154,0.692307692307692,0,0,1,13
"2015/11/8","土浦市長選挙","土浦市","茨城県",0,1,0,0,2,70,70,70,1,0,0,1,1,0,0,2
"2015/11/8","大村市長選挙","大村市","長崎県",0,1,0,0,2,38,38,38,1,0,1,0,0,0,1,2
"2015/11/8","大網白里市議会議員選挙","大網白里市","千葉県",1,0,0,0,25,61,48,60.6666666666667,15,3,0.166666666666667,0.388888888888889,0.222222222222222,0.111111111111111,0.666666666666667,25
"2015/11/8","長岡市長選挙","長岡市","新潟県",0,1,0,0,2,66,66,66,1,0,0,1,0,0,1,2
"2015/12/13","南九州市議会議員選挙","南九州市","鹿児島県",1,0,0,0,22,62.5,26,58.8,17,3,0.35,0.3,0,0.1,0.9,22
"2015/12/13","南九州市長選挙","南九州市","鹿児島県",0,1,0,0,3,62,62,62,1,0,1,0,0,0,1,3
"2015/12/13","小金井市議会議員補欠選挙","小金井市","東京都",1,0,1,0,6,44,34,44,1,1,1,0,0.5,0,0.5,6
"2015/12/13","小金井市長選挙","小金井市","東京都",0,1,0,0,4,46,46,46,1,0,1,0,0,0,1,4
"2015/12/13","涌谷町議会議員選挙","涌谷町","宮城県",1,0,0,0,21,62,46,60.9230769230769,12,1,0.307692307692308,0.153846153846154,0,0.0769230769230769,0.923076923076923,21
"2015/12/13","福井市長選挙","福井市","福井県",0,1,0,0,2,63,63,63,1,0,0,0,0,0,1,2
"2015/12/20","上勝町議会議員選挙","上勝町","徳島県",1,0,0,0,8,65,46,65.125,7,1,0.25,0.625,0,0.125,0.875,8
"2015/12/20","岩沼市議会議員選挙","岩沼市","宮城県",1,0,0,0,20,57.5,38,56.8333333333333,15,3,0.222222222222222,0.222222222222222,0.166666666666667,0.0555555555555556,0.777777777777778,20
"2015/12/20","田子町議会議員補欠選挙","田子町","青森県",1,0,1,0,2,68,68,68,1,0,0,1,0,0,1,2
"2015/12/20","田子町長選挙","田子町","青森県",0,1,0,0,2,51,51,51,1,0,0,0,0,0,1,2
"2015/12/20","睦沢町議会議員選挙","睦沢町","千葉県",1,0,0,0,17,66,43,65,13,1,0.285714285714286,0.785714285714286,0.0714285714285714,0.0714285714285714,0.857142857142857,17
"2015/12/20","矢吹町長選挙","矢吹町","福島県",0,1,0,0,1,60,60,60,1,0,0,0,0,0,1,1
"2015/12/20","神山町議会議員選挙","神山町","徳島県",1,0,0,0,10,65.5,56,65,9,1,0.3,0.5,0,0,1,10
"2015/12/20","葉山町長選挙","葉山町","神奈川県",0,1,0,0,2,38,38,38,1,0,0,0,0,0,1,2
"2015/12/20","葛巻町議会議員選挙","葛巻町","岩手県",1,0,0,0,10,63.5,54,63.5,9,1,0.1,0.4,0,0.1,0.9,10
"2015/12/27","上三川町議会議員選挙","上三川町","栃木県",1,0,0,0,21,63.5,42,61.875,15,1,0.3125,0.375,0.0625,0.0625,0.875,21
"2015/12/27","新潟市議会議員補欠選挙（南区）","新潟市","新潟県",1,0,1,0,4,37,37,37,1,0,1,0,1,0,0,4
"2015/12/27","那須塩原市長選挙","那須塩原市","栃木県",0,1,0,0,2,67,67,67,1,0,1,1,0,0,1,2
"2015/12/6","上尾市議会議員選挙","上尾市","埼玉県",1,0,0,0,33,59,31,54.6666666666667,23,7,0.2,0.2,0.166666666666667,0.166666666666667,0.566666666666667,33
"2015/12/6","下妻市議会議員選挙","下妻市","茨城県",1,0,0,0,20,61,41,58.9,19,1,0.1,0.2,0.1,0.05,0.85,20
"2015/12/6","北山村議会議員選挙","北山村","和歌山県",1,0,0,0,7,66.5,50,64,6,0,0.166666666666667,0.666666666666667,0,0,1,7
"2015/12/6","南国市長選挙","南国市","高知県",0,1,0,0,1,69,69,69,1,0,0,1,0,0,1,1
"2015/12/6","名古屋市議会議員補欠選挙（中区）","名古屋市","愛知県",1,0,1,0,4,43,43,43,1,0,1,0,0,0,0,4
"2015/12/6","宿毛市長選挙","宿毛市","高知県",0,1,0,0,2,47,47,47,1,0,1,0,0,0,1,2
"2015/12/6","広川町議会議員選挙","広川町","福岡県",1,0,0,0,16,63,40,59.9230769230769,12,1,0.230769230769231,0.384615384615385,0,0.0769230769230769,0.923076923076923,16
"2015/12/6","朝霞市議会議員選挙","朝霞市","埼玉県",1,0,0,0,28,53,35,54.7083333333333,18,6,0.208333333333333,0.291666666666667,0.208333333333333,0.125,0.5,28
"2015/12/6","棚倉町議会議員選挙","棚倉町","福島県",1,0,0,0,16,64.5,51,63.7142857142857,13,1,0.0714285714285714,0.5,0,0.0714285714285714,0.928571428571429,16
"2015/12/6","池田市長選挙","池田市","大阪府",0,1,0,0,3,67,67,67,1,0,0,1,0,0,1,3
"2015/12/6","津久見市長選挙","津久見市","大分県",0,1,0,0,2,57,57,57,1,0,1,0,0,0,1,2
"2015/12/6","福崎町議会議員補欠選挙","福崎町","兵庫県",1,0,1,0,3,57,57,57,1,0,1,0,0,0,1,3
"2015/12/6","福崎町長選挙","福崎町","兵庫県",0,1,0,0,3,64,64,64,1,0,1,0,0,0,1,3
