"投票日","選挙名","市区町村","都道府県","議会議員","首長","補欠選挙","再選挙","候補者数","年齢中央値","年齢最小値","年齢平均値","男性数","女性数","新人割合","65歳以上割合","自民公明割合","共産社民割合","無所属割合","データ上候補者数"
"2012/1/15","中之条町長選挙","中之条町","群馬県",0,1,0,0,1,63,63,63,1,0,1,0,0,0,1,1
"2012/1/15","八百津町長選挙","八百津町","岐阜県",0,1,0,0,4,65,65,65,1,0,0,1,0,0,1,4
"2012/1/15","姶良市議会議員補欠選挙（蒲生選挙区）","姶良市","鹿児島県",1,0,1,0,1,44,44,44,1,0,1,0,0,0,1,1
"2012/1/15","泊村長選挙","泊村","北海道",0,1,0,0,1,65,65,65,1,0,0,1,0,0,1,1
"2012/1/15","田子町議会議員補欠選挙","田子町","青森県",1,0,1,0,2,56,56,56,1,0,1,0,0,0,1,2
"2012/1/15","田子町長選挙","田子町","青森県",0,1,0,0,2,47,47,47,1,0,1,0,0,0,1,2
"2012/1/15","葉山町議会議員補欠選挙","葉山町","神奈川県",1,0,1,0,4,54.5,47,54.5,2,0,0,0,0,0.5,0.5,4
"2012/1/15","葉山町長選挙","葉山町","神奈川県",0,1,0,0,3,34,34,34,1,0,1,0,0,0,1,3
"2012/1/22","中津川市長選挙","中津川市","岐阜県",0,1,0,0,5,60,60,60,1,0,1,0,0,0,1,5
"2012/1/22","井川町議会議員選挙","井川町","秋田県",1,0,0,0,12,59,41,59.75,12,0,0.166666666666667,0.333333333333333,0,0.0833333333333333,0.833333333333333,12
"2012/1/22","八王子市長選挙","八王子市","東京都",0,1,0,0,3,54,54,54,1,0,1,0,0,0,1,3
"2012/1/22","六戸町長選挙","六戸町","青森県",0,1,0,0,1,61,61,61,1,0,0,0,0,0,1,1
"2012/1/22","出雲崎町長選挙","出雲崎町","新潟県",0,1,0,0,1,78,78,78,1,0,0,1,0,0,1,1
"2012/1/22","名取市議会議員選挙","名取市","宮城県",1,0,0,0,29,60,30,56.9523809523809,19,2,0.19047619047619,0.142857142857143,0.0952380952380952,0.142857142857143,0.714285714285714,29
"2012/1/22","大刀洗町長選挙","大刀洗町","福岡県",0,1,0,0,1,67,67,67,1,0,0,1,0,0,1,1
"2012/1/22","大津市長選挙","大津市","滋賀県",0,1,0,0,3,36,36,36,0,1,1,0,0,1,0,3
"2012/1/22","小野町議会議員選挙","小野町","福島県",1,0,0,0,13,59,43,58.6666666666667,12,0,0.5,0.25,0,0,1,13
"2012/1/22","府中市長選挙","府中市","東京都",0,1,0,0,2,50,50,50,1,0,1,0,0,0,1,2
"2012/1/22","当麻町長選挙","当麻町","北海道",0,1,0,0,2,65,65,65,1,0,0,1,0,0,1,2
"2012/1/22","東海村議会議員選挙","東海村","茨城県",1,0,0,0,21,59,37,57.7,17,3,0.25,0.2,0.1,0.1,0.75,21
"2012/1/22","熊取町長選挙","熊取町","大阪府",0,1,0,0,1,59,59,59,1,0,0,0,0,0,1,1
"2012/1/22","玉村町長選挙","玉村町","群馬県",0,1,0,0,2,68,68,68,1,0,0,1,0,0,1,2
"2012/1/22","色麻町議会議員選挙","色麻町","宮城県",1,0,0,0,18,61.5,52,62.4375,16,0,0.125,0.3125,0,0.0625,0.9375,18
"2012/1/22","那須塩原市議会議員補欠選挙","那須塩原市","栃木県",1,0,1,0,2,72,72,72,1,0,0,1,0,0,1,2
"2012/1/22","那須塩原市長選挙","那須塩原市","栃木県",0,1,0,0,2,68,68,68,1,0,1,1,0,0,1,2
"2012/1/22","須坂市長選挙","須坂市","長野県",0,1,0,0,2,62,62,62,1,0,0,0,0,0,1,2
"2012/1/22","須崎市長選挙","須崎市","高知県",0,1,0,0,2,51,51,51,1,0,1,0,0,0,1,2
"2012/1/22","駒ヶ根市長選挙","駒ヶ根市","長野県",0,1,0,0,1,62,62,62,1,0,0,0,0,0,1,1
"2012/1/29","印南町長選挙","印南町","和歌山県",0,1,0,0,2,60,60,60,1,0,1,0,0,0,1,2
"2012/1/29","取手市議会議員選挙","取手市","茨城県",1,0,0,0,31,53.5,32,53.1538461538462,19,7,0.230769230769231,0.230769230769231,0.153846153846154,0.153846153846154,0.576923076923077,31
"2012/1/29","吉川市議会議員選挙","吉川市","埼玉県",1,0,0,0,26,59,25,55.9,18,2,0.2,0.25,0.35,0.2,0.4,26
"2012/1/29","吉野町議会議員補欠選挙","吉野町","奈良県",1,0,1,0,1,51,51,51,1,0,0,0,0,0,0,1
"2012/1/29","吉野町長選挙","吉野町","奈良県",0,1,0,0,1,55,55,55,1,0,0,0,0,0,1,1
"2012/1/29","岩国市長選挙","岩国市","山口県",0,1,0,0,3,41,41,41,1,0,0,0,0,0,1,3
"2012/1/29","御殿場市議会議員選挙","御殿場市","静岡県",1,0,0,0,27,62,44,60.304347826087,20,3,0.478260869565217,0.347826086956522,0.130434782608696,0.0434782608695652,0.826086956521739,27
"2012/1/29","潮来市議会議員選挙","潮来市","茨城県",1,0,0,0,20,62.5,34,61.5555555555556,16,2,0.111111111111111,0.444444444444444,0.0555555555555556,0,0.944444444444444,20
"2012/1/29","甲良町議会議員選挙","甲良町","滋賀県",1,0,0,0,14,61,45,59.25,12,0,0.166666666666667,0.25,0,0.0833333333333333,0.916666666666667,14
"2012/10/14","久山町長選挙","久山町","福岡県",0,1,0,0,1,63,63,63,1,0,0,0,0,0,1,1
"2012/10/14","九重町長選挙","九重町","大分県",0,1,0,0,1,71,71,71,1,0,0,1,0,0,1,1
"2012/10/14","南部町議会議員選挙","南部町","鳥取県",1,0,0,0,15,60,43,60,12,2,0.214285714285714,0.357142857142857,0.0714285714285714,0.214285714285714,0.714285714285714,15
"2012/10/14","南部町長選挙","南部町","鳥取県",0,1,0,0,2,63,63,63,1,0,0,0,0,0,1,2
"2012/10/14","大河原町長選挙","大河原町","宮城県",0,1,0,0,2,64,64,64,1,0,1,0,0,0,1,2
"2012/10/14","安芸太田町長選挙","安芸太田町","広島県",0,1,0,0,2,63,63,63,1,0,0,0,0,0,1,2
"2012/10/14","川場村議会議員補欠選挙","川場村","群馬県",1,0,1,0,4,62,62,62,2,0,1,0,0,0,1,4
"2012/10/14","昭島市長選挙","昭島市","東京都",0,1,0,0,2,69,69,69,1,0,0,1,0,0,1,2
"2012/10/14","森町長選挙","森町","北海道",0,1,0,0,4,56,56,56,1,0,1,0,0,0,1,4
"2012/10/14","波佐見町議会議員選挙","波佐見町","長崎県",1,0,0,0,16,62,47,60.7857142857143,13,1,0.214285714285714,0.285714285714286,0,0,1,16
"2012/10/14","湖南市長選挙","湖南市","滋賀県",0,1,0,0,2,46,46,46,1,0,0,0,0,0,1,2
"2012/10/14","甲賀市長選挙","甲賀市","滋賀県",0,1,0,0,2,64,64,64,1,0,0,0,0,0,1,2
"2012/10/14","美郷町議会議員補欠選挙","美郷町","島根県",1,0,1,0,2,62,57,62,2,0,1,0.5,0,0,1,2
"2012/10/14","美郷町長選挙","美郷町","島根県",0,1,0,0,2,73,73,73,1,0,1,1,0,0,1,2
"2012/10/14","能勢町長選挙","能勢町","大阪府",0,1,0,0,2,60,60,60,1,0,1,0,0,0,1,2
"2012/10/14","蘭越町長選挙","蘭越町","北海道",0,1,0,0,1,75,75,75,1,0,0,1,0,0,1,1
"2012/10/14","袖ケ浦市議会議員選挙","袖ケ浦市","千葉県",1,0,0,0,30,56,35,53.5416666666667,19,5,0.375,0.208333333333333,0.0833333333333333,0.0833333333333333,0.833333333333333,30
"2012/10/14","遠別町長選挙","遠別町","北海道",0,1,0,0,1,66,66,66,1,0,1,1,0,0,1,1
"2012/10/14","野洲市長選挙","野洲市","滋賀県",0,1,0,0,1,61,61,61,1,0,0,0,0,0,1,1
"2012/10/14","飯田市長選挙","飯田市","長野県",0,1,0,0,1,51,51,51,1,0,0,0,0,0,1,1
"2012/10/21","いの町長選挙","いの町","高知県",0,1,0,0,2,62,62,62,1,0,0,0,0,0,1,2
"2012/10/21","世羅町議会議員選挙","世羅町","広島県",1,0,0,0,15,64,52,63.2142857142857,13,1,0.428571428571429,0.428571428571429,0.0714285714285714,0.0714285714285714,0.857142857142857,15
"2012/10/21","世羅町長選挙","世羅町","広島県",0,1,0,0,1,49,49,49,1,0,1,0,0,0,1,3
"2012/10/21","中山町長選挙","中山町","山形県",0,1,0,0,1,64,64,64,1,0,0,0,0,0,1,1
"2012/10/21","伊豆市議会議員選挙","伊豆市","静岡県",1,0,0,0,22,63,49,61.75,15,1,0.5625,0.375,0.0625,0.0625,0.875,22
"2012/10/21","入間市長選挙","入間市","埼玉県",0,1,0,0,3,60,60,60,1,0,1,0,0,0,1,3
"2012/10/21","太子町議会議員選挙","太子町","大阪府",1,0,0,0,16,62,40,57.7272727272727,10,1,0.181818181818182,0.363636363636364,0.0909090909090909,0.181818181818182,0.727272727272727,16
"2012/10/21","姶良市議会議員補欠選挙（加治木選挙区）","姶良市","鹿児島県",1,0,1,0,2,64.5,64,64.5,2,0,1,0.5,0,0,1,2
"2012/10/21","安来市議会議員補欠選挙","安来市","島根県",1,0,1,0,4,64,60,65.5,3,1,0,0.5,0,0.25,0.75,4
"2012/10/21","安来市長選挙","安来市","島根県",0,1,0,0,2,67,67,67,1,0,0,1,0,0,1,2
"2012/10/21","宗像市議会議員選挙","宗像市","福岡県",1,0,0,0,25,55.5,39,56.2,14,6,0.35,0.35,0.1,0.15,0.65,25
"2012/10/21","岡崎市議会議員選挙","岡崎市","愛知県",1,0,0,0,45,56,36,54.2702702702703,32,5,0.324324324324324,0.0810810810810811,0.108108108108108,0.0540540540540541,0.756756756756757,45
"2012/10/21","岡崎市長選挙","岡崎市","愛知県",0,1,0,0,2,59,59,59,1,0,1,0,0,0,1,2
"2012/10/21","志摩市長選挙","志摩市","三重県",0,1,0,0,4,61,61,61,1,0,0,0,0,0,1,4
"2012/10/21","忠岡町長選挙","忠岡町","大阪府",0,1,0,0,2,72,72,72,1,0,0,1,0,0,1,2
"2012/10/21","愛南町長選挙","愛南町","愛媛県",0,1,0,0,1,62,62,62,1,0,0,0,0,0,1,1
"2012/10/21","歌志内市議会議員補欠選挙","歌志内市","北海道",1,0,1,0,2,51,51,51,0,1,1,0,0,0,1,2
"2012/10/21","歌志内市長選挙","歌志内市","北海道",0,1,0,0,2,65,65,65,1,0,1,1,0,0,1,2
"2012/10/21","池田町議会議員再選挙","池田町","北海道",1,0,0,1,2,66,66,66,1,0,1,1,0,0,1,2
"2012/10/21","池田町長選挙","池田町","北海道",0,1,0,0,1,62,62,62,1,0,0,0,0,0,1,1
"2012/10/21","泉南市議会議員選挙","泉南市","大阪府",1,0,0,0,23,60,31,55.7222222222222,14,4,0.222222222222222,0.277777777777778,0.277777777777778,0.222222222222222,0.444444444444444,23
"2012/10/21","白鷹町長選挙","白鷹町","山形県",0,1,0,0,1,61,61,61,1,0,0,0,0,0,1,1
"2012/10/21","笛吹市議会議員選挙","笛吹市","山梨県",1,0,0,0,25,61,42,59.2857142857143,18,3,0.333333333333333,0.238095238095238,0.142857142857143,0.0952380952380952,0.761904761904762,25
"2012/10/21","笛吹市長選挙","笛吹市","山梨県",0,1,0,0,2,64,64,64,1,0,1,0,0,0,1,2
"2012/10/21","笠置町議会議員選挙","笠置町","京都府",1,0,0,0,9,64,31,60.5,7,1,0.5,0.5,0.125,0.125,0.75,9
"2012/10/21","芸西村長選挙","芸西村","高知県",0,1,0,0,1,62,62,62,1,0,0,0,0,0,1,1
"2012/10/21","葛尾村長選挙","葛尾村","福島県",0,1,0,0,2,74,74,74,1,0,0,1,0,0,1,2
"2012/10/21","豊浦町議会議員選挙","豊浦町","北海道",1,0,0,0,9,62.5,55,64.5,8,0,0.25,0.375,0,0.125,0.875,9
"2012/10/21","邑南町長選挙","邑南町","島根県",0,1,0,0,1,63,63,63,1,0,0,0,0,0,1,1
"2012/10/21","釧路市議会議員補欠選挙","釧路市","北海道",1,0,1,0,1,40,40,40,1,0,1,0,0,0,1,1
"2012/10/21","釧路市長選挙","釧路市","北海道",0,1,0,0,3,53,53,53,1,0,0,0,0,0,1,3
"2012/10/21","阿賀野市議会議員選挙","阿賀野市","新潟県",1,0,0,0,22,62,42,60.55,18,2,0.1,0.25,0.05,0.2,0.75,22
"2012/10/21","隠岐の島町議会議員補欠選挙","隠岐の島町","島根県",1,0,1,0,1,62,62,62,1,0,1,0,0,0,1,1
"2012/10/21","隠岐の島町長選挙","隠岐の島町","島根県",0,1,0,0,1,67,67,67,1,0,0,1,0,0,1,1
"2012/10/21","飯舘村長選挙","飯舘村","福島県",0,1,0,0,1,65,65,65,1,0,0,1,0,0,1,1
"2012/10/21","養父市議会議員選挙","養父市","兵庫県",1,0,0,0,17,64,52,63.0625,16,0,0.1875,0.5,0.0625,0.125,0.8125,17
"2012/10/21","養父市長選挙","養父市","兵庫県",0,1,0,0,1,64,64,64,1,0,0,0,0,0,1,1
"2012/10/21","鷹栖町議会議員補欠選挙","鷹栖町","北海道",1,0,1,0,1,62,62,62,1,0,1,0,0,0,1,1
"2012/10/21","鷹栖町長選挙","鷹栖町","北海道",0,1,0,0,1,45,45,45,1,0,1,0,0,0,1,1
"2012/10/23","飯豊町長選挙","飯豊町","山形県",0,1,0,0,1,61,61,61,1,0,0,0,0,0,1,1
"2012/10/28","つくば市議会議員選挙","つくば市","茨城県",1,0,0,0,35,58,31,54.9285714285714,22,6,0.321428571428571,0.214285714285714,0.285714285714286,0.107142857142857,0.392857142857143,35
"2012/10/28","つくば市長選挙","つくば市","茨城県",0,1,0,0,4,61,61,61,1,0,0,0,0,0,1,4
"2012/10/28","七尾市議会議員補欠選挙","七尾市","石川県",1,0,1,0,2,38,38,38,1,0,1,0,0,0,1,2
"2012/10/28","七尾市長選挙","七尾市","石川県",0,1,0,0,3,63,63,63,1,0,1,0,0,0,1,3
"2012/10/28","光市議会議員選挙","光市","山口県",1,0,0,0,23,56.5,38,56.8888888888889,15,3,0.166666666666667,0.333333333333333,0.0555555555555556,0.111111111111111,0.833333333333333,23
"2012/10/28","光市長選挙","光市","山口県",0,1,0,0,2,65,65,65,1,0,0,1,0,0,1,2
"2012/10/28","南砺市議会議員選挙","南砺市","富山県",1,0,0,0,25,62,50,60.375,22,2,0.166666666666667,0.25,0.166666666666667,0.0416666666666667,0.791666666666667,25
"2012/10/28","南砺市長選挙","南砺市","富山県",0,1,0,0,1,51,51,51,1,0,0,0,0,0,1,1
"2012/10/28","南部町議会議員選挙","南部町","山梨県",1,0,0,0,14,68,62,67.25,12,0,0.333333333333333,0.666666666666667,0,0,1,14
"2012/10/28","吉野川市議会議員補欠選挙","吉野川市","徳島県",1,0,1,0,1,54,54,54,1,0,1,0,0,0,1,1
"2012/10/28","吉野川市長選挙","吉野川市","徳島県",0,1,0,0,1,65,65,65,1,0,0,1,0,0,1,1
"2012/10/28","周防大島町議会議員選挙","周防大島町","山口県",1,0,0,0,17,60.5,29,59.25,16,0,0.125,0.25,0.0625,0.0625,0.875,17
"2012/10/28","周防大島町長選挙","周防大島町","山口県",0,1,0,0,1,64,64,64,1,0,0,0,0,0,1,1
"2012/10/28","天龍村長選挙","天龍村","長野県",0,1,0,0,2,77,77,77,1,0,0,1,0,0,1,2
"2012/10/28","早川町長選挙","早川町","山梨県",0,1,0,0,2,72,72,72,1,0,0,1,0,0,1,2
"2012/10/28","東温市議会議員選挙","東温市","愛媛県",1,0,0,0,21,63,38,60.9444444444444,16,2,0.333333333333333,0.333333333333333,0.111111111111111,0.0555555555555556,0.833333333333333,21
"2012/10/28","東温市長選挙","東温市","愛媛県",0,1,0,0,1,70,70,70,1,0,0,1,0,0,1,1
"2012/10/28","沼津市長選挙","沼津市","静岡県",0,1,0,0,2,63,63,63,1,0,0,0,0,0,1,2
"2012/10/28","田舎館村長選挙","田舎館村","青森県",0,1,0,0,2,75,75,75,1,0,0,1,0,0,1,2
"2012/10/28","白石市議会議員補欠選挙","白石市","宮城県",1,0,1,0,2,65,65,65,1,0,0,1,0,0,1,2
"2012/10/28","白石市長選挙","白石市","宮城県",0,1,0,0,2,51,51,51,1,0,0,0,0,0,1,2
"2012/10/28","砺波市長選挙","砺波市","富山県",0,1,0,0,3,57,57,57,1,0,1,0,0,0,1,3
"2012/10/28","箱根町長選挙","箱根町","神奈川県",0,1,0,0,2,68,68,68,1,0,0,1,0,0,1,2
"2012/10/28","菰野町議会議員選挙","菰野町","三重県",1,0,0,0,18,59.5,30,57.1111111111111,15,3,0.222222222222222,0.333333333333333,0.111111111111111,0.166666666666667,0.722222222222222,18
"2012/10/28","薩摩川内市議会議員選挙","薩摩川内市","鹿児島県",1,0,0,0,34,59,41,59.2307692307692,24,2,0.153846153846154,0.192307692307692,0.0769230769230769,0.0769230769230769,0.846153846153846,34
"2012/10/28","薩摩川内市長選挙","薩摩川内市","鹿児島県",0,1,0,0,2,70,70,70,1,0,0,1,0,0,1,2
"2012/10/28","酒田市議会議員補欠選挙","酒田市","山形県",1,0,1,0,2,52,52,52,0,1,1,0,0,0,1,2
"2012/10/28","酒田市長選挙","酒田市","山形県",0,1,0,0,2,65,65,65,1,0,1,1,0,0,1,2
"2012/10/28","阪南市議会議員補欠選挙","阪南市","大阪府",1,0,1,0,3,39,39,39,1,0,1,0,0,0,1,3
"2012/10/28","阪南市長選挙","阪南市","大阪府",0,1,0,0,2,62,62,62,1,0,0,0,0,0,1,2
"2012/10/7","利島村議会議員選挙","利島村","東京都",1,0,0,0,7,60.5,32,55.6666666666667,6,0,0.166666666666667,0,0,0,1,7
"2012/10/7","利島村長選挙","利島村","東京都",0,1,0,0,1,66,66,66,1,0,0,1,0,0,1,1
"2012/10/7","羽咋市議会議員補欠選挙","羽咋市","石川県",1,0,1,0,3,48,48,48,1,0,1,0,0,0,1,3
"2012/10/7","羽咋市長選挙","羽咋市","石川県",0,1,0,0,2,71,71,71,1,0,0,1,0,0,1,2
"2012/10/7","葛城市長選挙","葛城市","奈良県",0,1,0,0,2,43,43,43,1,0,0,0,0,0,1,2
"2012/10/7","鯖江市長選挙","鯖江市","福井県",0,1,0,0,1,70,70,70,1,0,0,1,0,0,1,1
"2012/11/11","下市町議会議員補欠選挙","下市町","奈良県",1,0,1,0,3,44.5,31,44.5,2,0,1,0,0,0,1,3
"2012/11/11","下市町長選挙","下市町","奈良県",0,1,0,0,2,66,66,66,1,0,1,1,0,0,1,2
"2012/11/11","伊賀市長選挙","伊賀市","三重県",0,1,0,0,2,61,61,61,1,0,1,0,0,0,1,2
"2012/11/11","八女市長選挙","八女市","福岡県",0,1,0,0,1,68,68,68,1,0,0,1,0,0,1,1
"2012/11/11","千曲市長選挙","千曲市","長野県",0,1,0,0,3,61,61,61,1,0,1,0,0,0,1,3
"2012/11/11","四国中央市議会議員選挙","四国中央市","愛媛県",1,0,0,0,26,60.5,42,60.1538461538462,24,2,0.269230769230769,0.269230769230769,0.153846153846154,0.115384615384615,0.730769230769231,26
"2012/11/11","国富町長選挙","国富町","宮崎県",0,1,0,0,1,66,66,66,1,0,0,1,0,0,1,1
"2012/11/11","国見町議会議員補欠選挙","国見町","福島県",1,0,1,0,3,66,66,66,1,0,1,1,0,0,1,3
"2012/11/11","国見町長選挙","国見町","福島県",0,1,0,0,1,62,62,62,1,0,1,0,0,0,1,1
"2012/11/11","宇治田原町議会議員選挙","宇治田原町","京都府",1,0,0,0,13,63.5,48,62.0833333333333,10,2,0.416666666666667,0.416666666666667,0.0833333333333333,0.166666666666667,0.75,13
"2012/11/11","守谷市議会議員補欠選挙","守谷市","茨城県",1,0,1,0,5,64,64,64,1,0,1,0,0,0,1,5
"2012/11/11","守谷市長選挙","守谷市","茨城県",0,1,0,0,2,61,61,61,1,0,0,0,0,0,1,2
"2012/11/11","新居浜市長選挙","新居浜市","愛媛県",0,1,0,0,1,64,64,64,1,0,1,0,0,0,1,1
"2012/11/11","東御市議会議員選挙","東御市","長野県",1,0,0,0,22,63,37,60.4210526315789,16,3,0.157894736842105,0.421052631578947,0.105263157894737,0.105263157894737,0.789473684210526,22
"2012/11/11","松川町議会議員選挙","松川町","長野県",1,0,0,0,14,63.5,42,63,12,2,0.142857142857143,0.428571428571429,0,0.0714285714285714,0.928571428571429,14
"2012/11/11","真狩村長選挙","真狩村","北海道",0,1,0,0,1,60,60,60,1,0,0,0,0,0,1,1
"2012/11/11","美郷町長選挙","美郷町","秋田県",0,1,0,0,1,49,49,49,1,0,0,0,0,0,1,1
"2012/11/11","荒川区長選挙","荒川区","東京都",0,1,0,0,2,70,70,70,1,0,0,1,1,0,0,2
"2012/11/11","豊橋市長選挙","豊橋市","愛知県",0,1,0,0,2,59,59,59,1,0,0,0,0,0,1,2
"2012/11/11","那覇市長選挙","那覇市","沖縄県",0,1,0,0,3,62,62,62,1,0,0,0,0,0,1,3
"2012/11/11","防府市議会議員選挙","防府市","山口県",1,0,0,0,30,58,36,56.96,22,3,0.32,0.32,0.16,0.08,0.76,30
"2012/11/11","高山村長選挙","高山村","長野県",0,1,0,0,1,70,70,70,1,0,0,1,0,0,1,1
"2012/11/18","三戸町長選挙","三戸町","青森県",0,1,0,0,2,61,61,61,1,0,0,0,0,0,1,2
"2012/11/18","下諏訪町長選挙","下諏訪町","長野県",0,1,0,0,2,58,58,58,1,0,0,0,0,0,1,2
"2012/11/18","中野市議会議員補欠選挙","中野市","長野県",1,0,1,0,3,62,62,64.6666666666667,3,0,1,0.333333333333333,0,0.333333333333333,0.666666666666667,3
"2012/11/18","中野市長選挙","中野市","長野県",0,1,0,0,2,59,59,59,1,0,1,0,0,0,1,2
"2012/11/18","丹波市議会議員選挙","丹波市","兵庫県",1,0,0,0,23,62.5,30,60.85,18,2,0.3,0.35,0.1,0.1,0.8,23
"2012/11/18","丹波市長選挙","丹波市","兵庫県",0,1,0,0,3,73,73,73,1,0,0,1,0,0,1,3
"2012/11/18","伊佐市議会議員選挙","伊佐市","鹿児島県",1,0,0,0,22,62,28,59.2222222222222,16,2,0.222222222222222,0.166666666666667,0.0555555555555556,0.111111111111111,0.833333333333333,22
"2012/11/18","伊佐市長選挙","伊佐市","鹿児島県",0,1,0,0,4,62,62,62,1,0,0,0,0,0,1,4
"2012/11/18","刈羽村長選挙","刈羽村","新潟県",0,1,0,0,2,55,55,55,1,0,0,0,0,0,1,2
"2012/11/18","北杜市議会議員選挙","北杜市","山梨県",1,0,0,0,24,61,42,59.9090909090909,19,3,0.318181818181818,0.227272727272727,0.0909090909090909,0.0909090909090909,0.818181818181818,24
"2012/11/18","北杜市長選挙","北杜市","山梨県",0,1,0,0,1,65,65,65,1,0,0,1,0,0,1,1
"2012/11/18","南アルプス市議会議員選挙","南アルプス市","山梨県",1,0,0,0,23,62,29,58.8181818181818,20,2,0.363636363636364,0.272727272727273,0.136363636363636,0.0909090909090909,0.772727272727273,23
"2012/11/18","南魚沼市議会議員補欠選挙","南魚沼市","新潟県",1,0,1,0,3,66,66,66,1,0,1,1,0,0,1,3
"2012/11/18","南魚沼市長選挙","南魚沼市","新潟県",0,1,0,0,3,64,64,64,1,0,0,0,0,0,1,3
"2012/11/18","宇都宮市長選挙","宇都宮市","栃木県",0,1,0,0,2,51,51,51,1,0,0,0,1,0,0,2
"2012/11/18","安芸高田市議会議員選挙","安芸高田市","広島県",1,0,0,0,20,61,40,58.8333333333333,15,3,0.222222222222222,0.166666666666667,0.0555555555555556,0,0.944444444444444,20
"2012/11/18","恵那市議会議員選挙","恵那市","岐阜県",1,0,0,0,21,62,45,60.9,NA,NA,0.35,0.35,0.05,0.1,0.85,21
"2012/11/18","恵那市長選挙","恵那市","岐阜県",0,1,0,0,2,76,76,76,NA,NA,0,1,0,0,1,2
"2012/11/18","松野町長選挙","松野町","愛媛県",0,1,0,0,2,65,65,65,1,0,0,1,0,0,1,2
"2012/11/18","柏崎市長選挙","柏崎市","新潟県",0,1,0,0,2,65,65,65,1,0,0,1,0,0,1,2
"2012/11/18","江田島市議会議員補欠選挙","江田島市","広島県",1,0,1,0,1,59,59,59,1,0,1,0,0,0,1,1
"2012/11/18","江田島市長選挙","江田島市","広島県",0,1,0,0,1,71,71,71,1,0,0,1,0,0,1,1
"2012/11/18","湖西市議会議員補欠選挙","湖西市","静岡県",1,0,1,0,2,61,61,61,0,1,0,0,0,0,1,2
"2012/11/18","湖西市長選挙","湖西市","静岡県",0,1,0,0,2,67,67,67,1,0,0,1,0,0,1,2
"2012/11/18","湯前町議会議員選挙","湯前町","熊本県",1,0,0,0,13,61.5,43,59.9,10,0,0.4,0.3,0,0,1,13
"2012/11/18","熊野町長選挙","熊野町","広島県",0,1,0,0,1,60,60,60,1,0,0,0,0,0,1,1
"2012/11/18","白岡市議会議員補欠選挙","白岡市","埼玉県",1,0,1,0,3,38,38,38,1,0,1,0,0,0,1,3
"2012/11/18","白岡市長選挙","白岡市","埼玉県",0,1,0,0,2,73,73,73,1,0,0,1,1,0,0,2
"2012/11/18","篠栗町長選挙","篠栗町","福岡県",0,1,0,0,2,58,58,58,1,0,0,0,0,0,1,2
"2012/11/18","西条市長選挙","西条市","愛媛県",0,1,0,0,3,55,55,55,1,0,1,0,0,0,1,3
"2012/11/18","都城市長選挙","都城市","宮崎県",0,1,0,0,2,41,41,41,1,0,1,0,0,0,1,2
"2012/11/18","阿智村議会議員選挙","阿智村","長野県",1,0,0,0,15,60,44,60.1666666666667,10,2,0.583333333333333,0.416666666666667,0,0.0833333333333333,0.916666666666667,15
"2012/11/18","雲南市議会議員選挙","雲南市","島根県",1,0,0,0,23,61.5,35,59.4090909090909,21,1,0.318181818181818,0.227272727272727,0.0454545454545455,0.0909090909090909,0.863636363636364,23
"2012/11/18","雲南市長選挙","雲南市","島根県",0,1,0,0,2,66,66,66,1,0,0,1,0,0,1,2
"2012/11/25","下仁田町議会議員補欠選挙","下仁田町","群馬県",1,0,1,0,2,61,61,61,1,0,1,0,0,0,1,2
"2012/11/25","下仁田町長選挙","下仁田町","群馬県",0,1,0,0,3,63,63,63,1,0,0,0,0,0,1,3
"2012/11/25","勝山市長選挙","勝山市","福井県",0,1,0,0,1,67,67,67,1,0,0,1,0,0,1,1
"2012/11/25","北見市議会議員補欠選挙","北見市","北海道",1,0,1,0,2,58.5,54,58.5,1,1,0.5,0,0,0,1,2
"2012/11/25","北見市長選挙","北見市","北海道",0,1,0,0,2,49,49,49,1,0,1,0,0,0,1,2
"2012/11/25","只見町長選挙","只見町","福島県",0,1,0,0,2,60,60,60,1,0,0,0,0,0,1,2
"2012/11/25","四日市市長選挙","四日市市","三重県",0,1,0,0,3,61,61,61,1,0,0,0,0,0,1,3
"2012/11/25","大豊町議会議員補欠選挙","大豊町","高知県",1,0,1,0,1,63,63,63,1,0,0,0,0,0,1,1
"2012/11/25","大豊町長選挙","大豊町","高知県",0,1,0,0,1,61,61,61,1,0,0,0,0,0,1,1
"2012/11/25","天童市長選挙","天童市","山形県",0,1,0,0,1,65,65,65,1,0,0,1,0,0,1,1
"2012/11/25","朝日町長選挙","朝日町","山形県",0,1,0,0,1,52,52,52,1,0,0,0,0,0,1,1
"2012/11/25","深浦町長選挙","深浦町","青森県",0,1,0,0,1,59,59,59,1,0,0,0,0,0,1,1
"2012/11/25","瀬戸内町議会議員選挙","瀬戸内町","鹿児島県",1,0,0,0,14,62,35,58,10,0,0.1,0.3,0,0,1,14
"2012/11/25","焼津市長選挙","焼津市","静岡県",0,1,0,0,2,55,55,55,1,0,1,0,0,0,1,2
"2012/11/25","神石高原町議会議員選挙","神石高原町","広島県",1,0,0,0,15,60.5,46,59.9285714285714,13,1,0.214285714285714,0.357142857142857,0.0714285714285714,0,0.928571428571429,15
"2012/11/25","神石高原町長選挙","神石高原町","広島県",0,1,0,0,1,75,75,75,1,0,0,1,0,0,1,1
"2012/11/25","美里町長選挙","美里町","熊本県",0,1,0,0,2,37,37,37,1,0,1,0,0,0,1,2
