市区町村,種別,日付,候補者数,年齢中央値,年齢最小値,男性,女性,新人割合,65歳以上割合,自民+公明割合,共産+社民割合,無所属割合
あきる野市,議員,2013/6/23,21,60.0,35.0,0,0,0.19047619047619047,0.3333333333333333,0.23809523809523808,0.14285714285714285,0.5238095238095238
あきる野市,議員,2017/6/11,21,52.0,39.0,15,6,0.2857142857142857,0.23809523809523808,0.19047619047619047,0.14285714285714285,0.5714285714285714
あきる野市,首長,2015/10/4,1,66.0,66.0,1,0,1.0,1.0,0.0,0.0,1.0
あきる野市,首長,2019/10/6,1,62.0,62.0,1,0,1.0,0.0,0.0,0.0,1.0
あさぎり町,議員,2012/4/22,16,59.5,50.0,14,2,0.3125,0.0625,0.0,0.0,1.0
あさぎり町,議員,2016/4/24,16,61.0,42.0,13,3,0.125,0.1875,0.0,0.0,1.0
あさぎり町,議員,2020/4/26,14,63.5,53.0,11,3,0.07142857142857142,0.42857142857142855,0.0,0.0,1.0
あさぎり町,首長,2015/4/26,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
あさぎり町,首長,2019/4/21,1,69.0,69.0,1,0,1.0,1.0,0.0,0.0,1.0
あま市,議員,2015/4/26,24,60.5,38.0,23,1,0.2916666666666667,0.3333333333333333,0.125,0.08333333333333333,0.7916666666666666
あま市,議員,2019/4/21,22,57.0,32.0,20,2,0.18181818181818182,0.18181818181818182,0.13636363636363635,0.09090909090909091,0.7727272727272727
あま市,首長,2014/4/13,1,51.0,51.0,1,0,0.0,0.0,0.0,0.0,1.0
あま市,首長,2018/4/22,1,55.0,55.0,1,0,0.0,0.0,0.0,0.0,1.0
あわら市,議員,2013/6/16,18,64.5,43.0,17,1,0.16666666666666666,0.5,0.05555555555555555,0.05555555555555555,0.8888888888888888
あわら市,議員,2017/6/18,18,68.0,47.0,16,2,0.16666666666666666,0.7222222222222222,0.05555555555555555,0.05555555555555555,0.8888888888888888
あわら市,首長,2015/4/26,1,60.0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
あわら市,首長,2018/2/4,1,59.0,59.0,1,0,1.0,0.0,0.0,0.0,1.0
いすみ市,議員,2014/11/16,18,64.0,41.0,17,1,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.7777777777777778
いすみ市,議員,2018/11/11,18,63.5,45.0,16,2,0.2777777777777778,0.5,0.1111111111111111,0.05555555555555555,0.8333333333333334
いすみ市,首長,2013/12/1,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
いすみ市,首長,2017/11/26,1,69.0,69.0,1,0,0.0,1.0,0.0,0.0,1.0
いすみ市,首長,2021/12/5,1,73.0,73.0,1,0,0.0,1.0,0.0,0.0,1.0
いちき串木野市,議員,2013/11/10,18,65.0,48.0,16,2,0.16666666666666666,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.7777777777777778
いちき串木野市,議員,2017/10/22,16,67.5,52.0,14,2,0.125,0.625,0.125,0.125,0.75
いちき串木野市,議員,2021/10/31,16,69.5,46.0,0,0,0.1875,0.75,0.125,0.125,0.75
いちき串木野市,首長,2013/11/10,1,73.0,73.0,1,0,0.0,1.0,1.0,0.0,0.0
いちき串木野市,首長,2017/10/22,1,77.0,77.0,1,0,0.0,1.0,0.0,0.0,1.0
いちき串木野市,首長,2021/10/31,1,66.0,66.0,1,0,1.0,1.0,0.0,0.0,1.0
いなべ市,議員,2013/11/17,20,60.5,38.0,15,5,0.25,0.35,0.05,0.1,0.85
いなべ市,議員,2017/11/19,18,62.5,32.0,13,5,0.2777777777777778,0.3333333333333333,0.05555555555555555,0.1111111111111111,0.8333333333333334
いなべ市,議員,2021/11/14,18,63.5,36.0,13,5,0.2777777777777778,0.4444444444444444,0.05555555555555555,0.1111111111111111,0.8333333333333334
いなべ市,首長,2015/11/22,1,56.0,56.0,1,0,0.0,0.0,0.0,0.0,1.0
いなべ市,首長,2019/11/24,1,60.0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
いの町,議員,2013/5/19,20,64.0,36.0,16,4,0.25,0.4,0.1,0.05,0.85
いの町,議員,2017/5/21,18,64.0,40.0,14,4,0.1111111111111111,0.5,0.05555555555555555,0.1111111111111111,0.8333333333333334
いの町,首長,2012/10/21,1,62.0,62.0,1,0,0.0,0.0,0.0,0.0,1.0
いの町,首長,2016/10/16,1,58.0,58.0,0,1,1.0,0.0,0.0,0.0,1.0
いの町,首長,2020/10/18,1,62.0,62.0,0,1,0.0,0.0,0.0,0.0,1.0
いわき市,議員,2012/9/9,37,56.0,37.0,31,6,0.21621621621621623,0.16216216216216217,0.5405405405405406,0.16216216216216217,0.24324324324324326
いわき市,議員,2016/9/11,37,55.0,36.0,31,6,0.16216216216216217,0.10810810810810811,0.6486486486486487,0.16216216216216217,0.13513513513513514
いわき市,議員,2020/9/13,37,55.0,27.0,30,7,0.1891891891891892,0.21621621621621623,0.6756756756756757,0.10810810810810811,0.16216216216216217
いわき市,首長,2013/9/8,1,50.0,50.0,1,0,1.0,0.0,0.0,0.0,1.0
いわき市,首長,2017/9/10,1,54.0,54.0,1,0,0.0,0.0,0.0,0.0,1.0
いわき市,首長,2021/9/5,1,49.0,49.0,1,0,1.0,0.0,0.0,0.0,1.0
うきは市,議員,2014/4/27,15,65.0,57.0,13,2,0.3333333333333333,0.5333333333333333,0.06666666666666667,0.06666666666666667,0.8666666666666667
うきは市,議員,2018/4/22,14,65.5,52.0,13,1,0.35714285714285715,0.6428571428571429,0.07142857142857142,0.07142857142857142,0.8571428571428571
うきは市,首長,2012/7/15,1,60.0,60.0,1,0,1.0,0.0,0.0,0.0,1.0
うきは市,首長,2016/7/3,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
うきは市,首長,2020/6/28,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
うるま市,議員,2014/10/5,30,59.5,36.0,27,3,0.2,0.13333333333333333,0.06666666666666667,0.1,0.8
うるま市,議員,2018/9/30,30,57.5,35.0,28,2,0.23333333333333334,0.3333333333333333,0.06666666666666667,0.1,0.8333333333333334
うるま市,首長,2013/4/21,1,60.0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
うるま市,首長,2017/4/23,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
えびの市,議員,2013/9/22,15,63.0,37.0,14,1,0.3333333333333333,0.4,0.0,0.13333333333333333,0.8666666666666667
えびの市,議員,2017/9/24,15,67.0,41.0,11,4,0.26666666666666666,0.6,0.06666666666666667,0.06666666666666667,0.8
えびの市,議員,2021/9/12,14,67.0,43.0,11,3,0.2857142857142857,0.6428571428571429,0.07142857142857142,0.07142857142857142,0.7857142857142857
えびの市,首長,2013/9/22,1,50.0,50.0,1,0,0.0,0.0,0.0,0.0,1.0
えびの市,首長,2017/9/24,1,54.0,54.0,1,0,0.0,0.0,0.0,0.0,1.0
えびの市,首長,2021/9/12,1,58.0,58.0,1,0,0.0,0.0,0.0,0.0,1.0
えりも町,議員,2015/4/26,11,63.0,36.0,11,0,0.0,0.36363636363636365,0.09090909090909091,0.0,0.9090909090909091
えりも町,議員,2019/4/21,11,65.0,39.0,11,0,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.0,0.9090909090909091
えりも町,首長,2013/5/26,1,72.0,72.0,1,0,0.0,1.0,0.0,0.0,1.0
えりも町,首長,2017/5/21,1,64.0,64.0,1,0,1.0,0.0,0.0,0.0,1.0
おいらせ町,議員,2015/4/26,16,62.0,50.0,0,0,0.1875,0.3125,0.0,0.0,1.0
おいらせ町,議員,2019/4/21,16,66.5,54.0,0,0,0.0625,0.6875,0.0,0.0,1.0
おいらせ町,首長,2014/2/23,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
おいらせ町,首長,2018/2/25,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
おおい町,議員,2015/4/26,14,66.0,36.0,12,2,0.2857142857142857,0.6428571428571429,0.0,0.0,1.0
おおい町,議員,2019/4/21,14,64.0,37.0,12,2,0.2857142857142857,0.5,0.0,0.07142857142857142,0.9285714285714286
おおい町,首長,2014/3/23,1,54.0,54.0,1,0,1.0,0.0,0.0,0.0,1.0
おおい町,首長,2018/3/25,1,58.0,58.0,1,0,0.0,0.0,0.0,0.0,1.0
かすみがうら市,議員,2015/1/25,16,61.5,39.0,15,1,0.1875,0.4375,0.125,0.0625,0.8125
かすみがうら市,議員,2019/1/20,16,64.0,43.0,15,1,0.0625,0.5,0.0625,0.0625,0.8125
かすみがうら市,首長,2014/7/13,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
かすみがうら市,首長,2018/7/8,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
かつらぎ町,議員,2014/7/13,14,61.5,30.0,13,1,0.35714285714285715,0.21428571428571427,0.0,0.14285714285714285,0.8571428571428571
かつらぎ町,議員,2018/7/22,14,65.5,34.0,13,1,0.0,0.6428571428571429,0.0,0.14285714285714285,0.8571428571428571
かつらぎ町,首長,2015/9/20,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
かつらぎ町,首長,2019/9/22,1,57.0,57.0,1,0,1.0,0.0,0.0,0.0,1.0
かほく市,議員,2013/4/21,15,62.0,46.0,0,0,0.06666666666666667,0.26666666666666666,0.0,0.06666666666666667,0.8666666666666667
かほく市,議員,2017/4/16,15,64.0,42.0,14,1,0.2,0.4666666666666667,0.26666666666666666,0.06666666666666667,0.6
かほく市,議員,2021/4/18,15,66.0,46.0,14,1,0.13333333333333333,0.5333333333333333,0.26666666666666666,0.06666666666666667,0.6666666666666666
かほく市,首長,2012/3/25,1,62.0,62.0,1,0,0.0,0.0,0.0,0.0,1.0
かほく市,首長,2016/3/20,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
かほく市,首長,2020/3/22,1,70.0,70.0,1,0,0.0,1.0,0.0,0.0,1.0
さいたま市,議員,2015/4/12,60,52.0,27.0,50,10,0.21666666666666667,0.11666666666666667,0.55,0.13333333333333333,0.08333333333333333
さいたま市,議員,2019/4/7,60,55.0,27.0,48,12,0.16666666666666666,0.13333333333333333,0.5666666666666667,0.13333333333333333,0.06666666666666667
さいたま市,首長,2013/5/19,1,51.0,51.0,1,0,0.0,0.0,0.0,0.0,1.0
さいたま市,首長,2017/5/21,1,55.0,55.0,1,0,0.0,0.0,0.0,0.0,1.0
さくら市,議員,2014/11/16,18,58.5,31.0,16,2,0.2222222222222222,0.2222222222222222,0.05555555555555555,0.0,0.9444444444444444
さくら市,議員,2018/11/18,18,62.5,35.0,16,2,0.1111111111111111,0.4444444444444444,0.05555555555555555,0.0,0.9444444444444444
さくら市,首長,2013/4/14,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
さくら市,首長,2017/4/16,1,57.0,57.0,1,0,1.0,0.0,0.0,0.0,1.0
さくら市,首長,2021/4/11,1,61.0,61.0,1,0,0.0,0.0,0.0,0.0,1.0
さつま町,議員,2013/4/14,16,62.0,54.0,15,1,0.1875,0.4375,0.0,0.0,1.0
さつま町,議員,2017/4/16,16,66.0,58.0,16,0,0.25,0.625,0.0,0.0,1.0
さつま町,議員,2021/4/18,16,69.0,40.0,0,0,0.375,0.6875,0.0,0.0,1.0
さつま町,首長,2013/4/14,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
さつま町,首長,2017/4/16,1,72.0,72.0,1,0,0.0,1.0,0.0,0.0,1.0
さつま町,首長,2021/4/18,1,58.0,58.0,1,0,1.0,0.0,0.0,0.0,1.0
さぬき市,議員,2015/4/26,21,63.0,34.0,19,2,0.14285714285714285,0.47619047619047616,0.09523809523809523,0.047619047619047616,0.8571428571428571
さぬき市,議員,2019/4/21,20,57.0,38.0,19,1,0.3,0.4,0.1,0.1,0.7
さぬき市,首長,2014/4/27,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
さぬき市,首長,2018/4/22,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
すさみ町,議員,2015/4/26,10,59.0,36.0,9,1,0.5,0.0,0.0,0.1,0.9
すさみ町,議員,2019/4/21,10,62.5,40.0,0,0,0.1,0.5,0.0,0.1,0.9
すさみ町,首長,2015/4/26,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
すさみ町,首長,2019/4/21,1,69.0,69.0,1,0,0.0,1.0,0.0,0.0,1.0
せたな町,議員,2015/4/26,12,63.0,45.0,12,0,0.16666666666666666,0.25,0.0,0.08333333333333333,0.9166666666666666
せたな町,議員,2019/4/21,12,67.0,51.0,12,0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0
せたな町,首長,2013/9/8,1,62.0,62.0,1,0,0.0,0.0,0.0,0.0,1.0
せたな町,首長,2017/9/3,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
せたな町,首長,2021/9/5,1,70.0,70.0,1,0,0.0,1.0,0.0,0.0,1.0
たつの市,議員,2014/4/27,22,60.0,37.0,22,0,0.22727272727272727,0.3181818181818182,0.09090909090909091,0.0,0.9090909090909091
たつの市,議員,2018/4/22,22,60.5,37.0,20,2,0.22727272727272727,0.2727272727272727,0.09090909090909091,0.045454545454545456,0.8181818181818182
たつの市,首長,2013/10/20,1,63.0,63.0,1,0,1.0,0.0,0.0,0.0,1.0
たつの市,首長,2017/10/22,1,65.0,65.0,1,0,1.0,1.0,0.0,0.0,1.0
たつの市,首長,2021/10/31,1,69.0,69.0,1,0,0.0,1.0,0.0,0.0,1.0
つがる市,議員,2015/2/1,20,65.0,42.0,18,2,0.1,0.55,0.0,0.0,1.0
つがる市,議員,2019/1/27,18,68.0,46.0,16,2,0.05555555555555555,0.6666666666666666,0.0,0.0,1.0
つがる市,首長,2013/2/24,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
つがる市,首長,2017/2/26,1,71.0,71.0,1,0,0.0,1.0,0.0,0.0,1.0
つがる市,首長,2021/2/28,1,64.0,64.0,1,0,1.0,0.0,1.0,0.0,0.0
つくばみらい市,議員,2012/2/12,18,63.0,37.0,13,5,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.7777777777777778
つくばみらい市,議員,2016/2/7,18,64.5,39.0,14,4,0.2222222222222222,0.5,0.1111111111111111,0.1111111111111111,0.7777777777777778
つくばみらい市,議員,2020/2/9,18,65.5,45.0,13,5,0.3888888888888889,0.5,0.1111111111111111,0.1111111111111111,0.7777777777777778
つくばみらい市,首長,2014/4/27,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
つくばみらい市,首長,2018/4/22,1,51.0,51.0,1,0,1.0,0.0,0.0,0.0,1.0
つくば市,議員,2012/10/28,28,58.0,31.0,22,6,0.32142857142857145,0.21428571428571427,0.2857142857142857,0.10714285714285714,0.39285714285714285
つくば市,議員,2016/11/13,28,55.0,35.0,21,7,0.14285714285714285,0.32142857142857145,0.10714285714285714,0.10714285714285714,0.5714285714285714
つくば市,議員,2020/10/25,28,54.0,26.0,20,8,0.21428571428571427,0.25,0.39285714285714285,0.07142857142857142,0.35714285714285715
つくば市,首長,2012/10/28,1,61.0,61.0,1,0,0.0,0.0,0.0,0.0,1.0
つくば市,首長,2016/11/13,1,38.0,38.0,1,0,1.0,0.0,0.0,0.0,1.0
つくば市,首長,2020/10/25,1,42.0,42.0,1,0,0.0,0.0,0.0,0.0,1.0
つるぎ町,議員,2014/11/16,14,64.5,36.0,11,3,0.21428571428571427,0.5,0.0,0.0,1.0
つるぎ町,議員,2018/11/11,12,68.0,37.0,9,3,0.08333333333333333,0.5833333333333334,0.0,0.08333333333333333,0.9166666666666666
つるぎ町,首長,2013/3/10,1,60.0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
つるぎ町,首長,2017/3/19,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
つるぎ町,首長,2021/3/14,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
ときがわ町,議員,2014/2/16,12,58.0,27.0,10,2,0.5,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.8333333333333334
ときがわ町,議員,2018/2/18,12,62.0,31.0,10,2,0.16666666666666666,0.4166666666666667,0.08333333333333333,0.08333333333333333,0.8333333333333334
ときがわ町,首長,2014/2/16,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
ときがわ町,首長,2018/2/18,1,64.0,64.0,1,0,1.0,0.0,0.0,0.0,1.0
にかほ市,議員,2014/4/27,20,62.5,29.0,19,1,0.2,0.3,0.0,0.05,0.95
にかほ市,議員,2018/4/22,18,65.0,36.0,17,1,0.5555555555555556,0.6666666666666666,0.05555555555555555,0.05555555555555555,0.8888888888888888
にかほ市,首長,2013/10/27,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
にかほ市,首長,2017/10/29,1,50.0,50.0,1,0,1.0,0.0,0.0,0.0,1.0
にかほ市,首長,2021/10/31,1,54.0,54.0,1,0,0.0,0.0,0.0,0.0,1.0
ひたちなか市,議員,2015/10/25,25,54.0,33.0,22,3,0.28,0.2,0.28,0.12,0.48
ひたちなか市,議員,2019/10/27,25,56.0,37.0,20,5,0.16,0.24,0.24,0.12,0.44
ひたちなか市,首長,2014/11/16,1,60.0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
ひたちなか市,首長,2018/11/18,1,45.0,45.0,1,0,1.0,0.0,0.0,0.0,1.0
ふじみ野市,議員,2015/4/26,21,56.0,29.0,16,5,0.23809523809523808,0.23809523809523808,0.19047619047619047,0.23809523809523808,0.5238095238095238
ふじみ野市,議員,2019/4/21,21,60.0,33.0,15,6,0.19047619047619047,0.3333333333333333,0.19047619047619047,0.23809523809523808,0.5238095238095238
ふじみ野市,首長,2013/10/27,1,52.0,52.0,1,0,0.0,0.0,0.0,0.0,1.0
ふじみ野市,首長,2017/10/29,1,56.0,56.0,1,0,0.0,0.0,0.0,0.0,1.0
ふじみ野市,首長,2021/10/31,1,60.0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
まんのう町,議員,2014/4/13,16,64.5,38.0,15,1,0.125,0.5,0.0625,0.0,0.9375
まんのう町,議員,2018/4/15,16,67.0,43.0,14,2,0.25,0.625,0.0625,0.0625,0.875
まんのう町,首長,2014/4/13,1,60.0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
まんのう町,首長,2018/4/15,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
みどり市,議員,2015/4/26,20,64.0,37.0,16,4,0.1,0.5,0.1,0.05,0.85
みどり市,議員,2019/4/21,18,62.5,40.0,12,6,0.2777777777777778,0.4444444444444444,0.1111111111111111,0.05555555555555555,0.8333333333333334
みどり市,首長,2014/4/13,1,49.0,49.0,1,0,0.0,0.0,0.0,0.0,1.0
みどり市,首長,2018/4/15,1,57.0,57.0,1,0,1.0,0.0,0.0,0.0,1.0
みなかみ町,議員,2014/4/20,18,60.5,46.0,17,1,0.2222222222222222,0.2777777777777778,0.05555555555555555,0.1111111111111111,0.8333333333333334
みなかみ町,議員,2018/4/22,18,64.0,41.0,16,2,0.3333333333333333,0.4444444444444444,0.05555555555555555,0.1111111111111111,0.8333333333333334
みなかみ町,議員,2018/9/9,18,62.5,30.0,16,2,0.3333333333333333,0.4444444444444444,0.05555555555555555,0.0,0.9444444444444444
みなかみ町,首長,2013/10/20,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
みなかみ町,首長,2017/10/15,1,50.0,50.0,1,0,1.0,0.0,0.0,0.0,1.0
みなかみ町,首長,2018/10/28,1,66.0,66.0,1,0,1.0,1.0,0.0,0.0,1.0
みなべ町,議員,2012/9/30,14,59.0,38.0,14,0,0.42857142857142855,0.21428571428571427,0.0,0.14285714285714285,0.8571428571428571
みなべ町,議員,2016/10/2,14,60.0,42.0,13,1,0.42857142857142855,0.21428571428571427,0.0,0.07142857142857142,0.9285714285714286
みなべ町,議員,2020/10/4,14,61.5,28.0,13,1,0.21428571428571427,0.35714285714285715,0.0,0.07142857142857142,0.9285714285714286
みなべ町,首長,2012/9/30,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
みなべ町,首長,2016/10/2,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
みなべ町,首長,2020/10/4,1,71.0,71.0,1,0,0.0,1.0,0.0,0.0,1.0
みやき町,議員,2014/2/23,16,64.5,55.0,14,2,0.0625,0.5,0.125,0.125,0.75
みやき町,議員,2018/2/18,16,68.5,58.0,14,2,0.125,0.8125,0.125,0.0625,0.8125
みやき町,首長,2013/4/7,1,56.0,56.0,1,0,0.0,0.0,0.0,0.0,1.0
みやき町,首長,2017/4/2,1,60.0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
みやき町,首長,2021/4/4,1,50.0,50.0,1,0,1.0,0.0,0.0,0.0,1.0
みやこ町,議員,2015/4/26,16,64.0,29.0,15,1,0.125,0.4375,0.0,0.0625,0.9375
みやこ町,議員,2019/4/21,14,68.0,41.0,13,1,0.07142857142857142,0.7857142857142857,0.0,0.07142857142857142,0.9285714285714286
みやこ町,首長,2014/4/13,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
みやこ町,首長,2018/4/15,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
みやま市,議員,2015/7/26,17,63.0,47.0,15,2,0.35294117647058826,0.29411764705882354,0.058823529411764705,0.0,0.9411764705882353
みやま市,議員,2019/7/7,16,63.0,48.0,13,3,0.1875,0.5,0.0625,0.0,0.9375
みやま市,首長,2015/2/15,1,76.0,76.0,1,0,0.0,1.0,0.0,0.0,1.0
みやま市,首長,2018/10/28,1,65.0,65.0,1,0,1.0,1.0,0.0,0.0,1.0
みよし市,議員,2015/4/26,20,61.5,33.0,0,0,0.3,0.4,0.1,0.05,0.8
みよし市,議員,2019/4/21,20,63.5,37.0,20,0,0.2,0.45,0.1,0.05,0.85
みよし市,首長,2013/11/17,1,62.0,62.0,1,0,1.0,0.0,0.0,0.0,1.0
みよし市,首長,2017/11/19,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
みよし市,首長,2021/11/21,1,43.0,43.0,1,0,1.0,0.0,0.0,0.0,1.0
むかわ町,議員,2014/4/13,14,66.0,53.0,13,1,0.0,0.7142857142857143,0.0,0.14285714285714285,0.7857142857142857
むかわ町,議員,2018/3/18,13,69.0,57.0,12,1,0.15384615384615385,0.6923076923076923,0.07692307692307693,0.23076923076923078,0.6923076923076923
むかわ町,首長,2014/3/23,1,60.0,60.0,1,0,1.0,0.0,0.0,0.0,1.0
むかわ町,首長,2018/3/18,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
むつ市,議員,2015/10/4,26,63.5,40.0,23,3,0.07692307692307693,0.38461538461538464,0.2692307692307692,0.11538461538461539,0.6153846153846154
むつ市,議員,2019/10/6,22,66.5,31.0,19,3,0.3181818181818182,0.5454545454545454,0.3181818181818182,0.09090909090909091,0.5909090909090909
むつ市,首長,2014/6/29,1,35.0,35.0,1,0,1.0,0.0,1.0,0.0,0.0
むつ市,首長,2018/6/3,1,39.0,39.0,1,0,0.0,0.0,0.0,0.0,1.0
ニセコ町,議員,2015/4/26,10,62.0,45.0,9,1,0.4,0.3,0.0,0.1,0.9
ニセコ町,議員,2019/4/21,10,63.5,53.0,9,1,0.4,0.5,0.0,0.1,0.9
ニセコ町,首長,2013/9/29,1,60.0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
ニセコ町,首長,2017/10/1,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
ニセコ町,首長,2021/9/26,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
一宮市,議員,2015/4/26,38,59.0,28.0,33,5,0.2894736842105263,0.34210526315789475,0.15789473684210525,0.07894736842105263,0.7368421052631579
一宮市,議員,2019/4/21,38,57.0,27.0,29,9,0.23684210526315788,0.2631578947368421,0.23684210526315788,0.02631578947368421,0.6578947368421053
一宮市,首長,2015/2/1,1,48.0,48.0,1,0,1.0,0.0,0.0,0.0,1.0
一宮市,首長,2019/1/13,1,51.0,51.0,1,0,0.0,0.0,0.0,0.0,1.0
一宮町,議員,2014/10/19,16,62.0,39.0,13,3,0.1875,0.4375,0.0,0.125,0.875
一宮町,議員,2018/10/21,14,63.0,43.0,13,1,0.2857142857142857,0.5,0.0,0.0,1.0
一宮町,首長,2012/5/13,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
一宮町,首長,2016/5/15,1,58.0,58.0,1,0,1.0,0.0,0.0,0.0,1.0
一宮町,首長,2020/5/17,1,62.0,62.0,1,0,0.0,0.0,0.0,0.0,1.0
一戸町,議員,2013/11/10,16,67.0,46.0,15,1,0.0,0.75,0.0,0.0625,0.9375
一戸町,議員,2017/11/12,14,69.0,48.0,12,2,0.35714285714285715,0.6428571428571429,0.0,0.07142857142857142,0.9285714285714286
一戸町,議員,2021/11/14,14,69.5,50.0,12,2,0.21428571428571427,0.7142857142857143,0.0,0.0,1.0
一戸町,首長,2013/11/10,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
一戸町,首長,2017/11/12,1,50.0,50.0,1,0,1.0,0.0,0.0,0.0,1.0
一戸町,首長,2021/11/14,1,69.0,69.0,1,0,1.0,1.0,0.0,0.0,1.0
一関市,議員,2013/9/29,30,63.5,50.0,27,3,0.16666666666666666,0.43333333333333335,0.06666666666666667,0.2,0.7333333333333333
一関市,議員,2017/10/1,30,64.5,43.0,26,4,0.23333333333333334,0.5,0.06666666666666667,0.16666666666666666,0.7666666666666667
一関市,議員,2021/10/3,26,65.0,45.0,21,5,0.2692307692307692,0.5,0.07692307692307693,0.15384615384615385,0.7692307692307693
一関市,首長,2013/9/29,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
一関市,首長,2017/10/1,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
一関市,首長,2021/10/3,1,63.0,63.0,1,0,1.0,0.0,0.0,0.0,1.0
七ケ宿町,議員,2014/9/14,9,64.0,57.0,9,0,0.1111111111111111,0.4444444444444444,0.0,0.1111111111111111,0.8888888888888888
七ケ宿町,議員,2018/9/16,8,67.5,63.0,8,0,0.25,0.875,0.0,0.125,0.875
七ケ宿町,首長,2014/9/14,1,61.0,61.0,1,0,1.0,0.0,0.0,0.0,1.0
七ケ宿町,首長,2018/9/16,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
七ヶ浜町,議員,2015/8/30,14,59.5,35.0,13,1,0.42857142857142855,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.7857142857142857
七ヶ浜町,議員,2019/9/1,14,61.5,39.0,12,2,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.7857142857142857
七ヶ浜町,首長,2015/8/30,1,60.0,60.0,1,0,1.0,0.0,0.0,0.0,1.0
七ヶ浜町,首長,2019/9/1,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
七宗町,議員,2015/6/28,8,63.0,60.0,8,0,0.5,0.125,0.0,0.0,1.0
七宗町,議員,2019/6/30,8,67.0,64.0,7,1,0.125,0.875,0.0,0.0,1.0
七宗町,首長,2013/3/17,1,51.0,51.0,1,0,0.0,0.0,0.0,0.0,1.0
七宗町,首長,2017/3/19,1,55.0,55.0,1,0,0.0,0.0,0.0,0.0,1.0
七宗町,首長,2021/3/21,1,69.0,69.0,1,0,1.0,1.0,0.0,0.0,1.0
七尾市,議員,2013/10/20,22,62.0,35.0,21,1,0.045454545454545456,0.3181818181818182,0.5,0.045454545454545456,0.45454545454545453
七尾市,議員,2017/10/22,18,65.0,39.0,17,1,0.16666666666666666,0.5,0.4444444444444444,0.05555555555555555,0.5
七尾市,議員,2021/10/24,18,64.0,43.0,14,4,0.3888888888888889,0.4444444444444444,0.2222222222222222,0.0,0.7777777777777778
