市区町村,種別,日付,候補者数,年齢中央値,年齢最小値,男性,女性,新人割合,65歳以上割合,自民+公明割合,共産+社民割合,無所属割合
赤井川村,議員,2019/4/21,8,66.5,46.0,7,1,0.25,0.5,0.0,0.0,1.0
赤井川村,首長,2015/4/26,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
赤井川村,首長,2019/4/21,1,58.0,58.0,1,0,1.0,0.0,0.0,0.0,1.0
赤平市,議員,2015/4/26,10,64.5,39.0,8,2,0.3,0.5,0.1,0.1,0.7
赤平市,議員,2019/4/21,10,64.5,43.0,9,1,0.3,0.5,0.1,0.1,0.6
赤平市,首長,2015/4/26,1,65.0,65.0,1,0,1.0,1.0,0.0,0.0,1.0
赤平市,首長,2019/4/21,1,51.0,51.0,1,0,1.0,0.0,0.0,0.0,1.0
赤村,議員,2013/6/30,10,64.0,51.0,10,0,0.5,0.5,0.0,0.0,1.0
赤村,議員,2017/7/9,10,65.5,41.0,10,0,0.3,0.5,0.0,0.0,1.0
赤村,首長,2013/6/30,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
赤村,首長,2017/7/9,1,69.0,69.0,1,0,1.0,1.0,0.0,0.0,1.0
赤磐市,議員,2013/3/24,18,61.0,42.0,15,3,0.2777777777777778,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.8333333333333334
赤磐市,議員,2017/3/26,18,62.0,46.0,16,2,0.16666666666666666,0.4444444444444444,0.1111111111111111,0.05555555555555555,0.8333333333333334
赤磐市,議員,2021/3/28,18,65.0,50.0,15,3,0.16666666666666666,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.7777777777777778
赤磐市,首長,2013/3/24,1,55.0,55.0,1,0,1.0,0.0,0.0,0.0,1.0
赤磐市,首長,2017/3/26,1,59.0,59.0,1,0,0.0,0.0,0.0,0.0,1.0
赤磐市,首長,2021/3/28,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
赤穂市,議員,2013/3/31,18,61.0,51.0,17,1,0.16666666666666666,0.2777777777777778,0.1111111111111111,0.1111111111111111,0.7777777777777778
赤穂市,議員,2017/4/2,18,61.5,26.0,17,1,0.2222222222222222,0.3888888888888889,0.1111111111111111,0.1111111111111111,0.7222222222222222
赤穂市,議員,2021/4/4,18,62.0,30.0,16,2,0.3333333333333333,0.2777777777777778,0.1111111111111111,0.05555555555555555,0.7777777777777778
赤穂市,首長,2015/1/18,1,64.0,64.0,1,0,1.0,0.0,0.0,0.0,1.0
赤穂市,首長,2019/1/20,1,64.0,64.0,1,0,1.0,0.0,0.0,0.0,1.0
越前市,議員,2014/7/13,22,62.5,40.0,20,2,0.36363636363636365,0.3181818181818182,0.2727272727272727,0.09090909090909091,0.5909090909090909
越前市,議員,2018/7/8,22,62.5,41.0,19,3,0.2727272727272727,0.4090909090909091,0.18181818181818182,0.09090909090909091,0.6818181818181818
越前市,首長,2013/10/20,1,51.0,51.0,1,0,0.0,0.0,1.0,0.0,0.0
越前市,首長,2017/10/22,1,55.0,55.0,1,0,0.0,0.0,0.0,0.0,1.0
越前市,首長,2021/10/17,1,63.0,63.0,1,0,1.0,0.0,0.0,0.0,1.0
越前町,議員,2013/3/3,14,66.5,52.0,14,0,0.2857142857142857,0.6428571428571429,0.0,0.0,1.0
越前町,議員,2017/3/5,14,62.5,40.0,13,1,0.35714285714285715,0.42857142857142855,0.0,0.0,1.0
越前町,議員,2021/3/7,14,69.0,44.0,13,1,0.42857142857142855,0.6428571428571429,0.0,0.07142857142857142,0.9285714285714286
越前町,首長,2013/3/3,1,65.0,65.0,1,0,1.0,1.0,0.0,0.0,1.0
越前町,首長,2017/3/5,1,69.0,69.0,1,0,0.0,1.0,0.0,0.0,1.0
越前町,首長,2021/3/7,1,62.0,62.0,1,0,1.0,0.0,0.0,0.0,1.0
越生町,議員,2015/7/12,11,64.0,58.0,8,3,0.36363636363636365,0.45454545454545453,0.09090909090909091,0.09090909090909091,0.8181818181818182
越生町,議員,2019/7/21,10,67.5,50.0,6,4,0.3,0.8,0.1,0.1,0.8
越生町,首長,2013/2/3,1,72.0,72.0,1,0,1.0,1.0,0.0,0.0,1.0
越生町,首長,2017/2/5,1,76.0,76.0,1,0,0.0,1.0,0.0,0.0,1.0
越生町,首長,2021/2/7,1,76.0,76.0,1,0,1.0,1.0,0.0,0.0,1.0
越知町,議員,2014/8/10,10,63.5,58.0,9,1,0.1,0.5,0.1,0.1,0.8
越知町,議員,2018/8/5,10,65.0,57.0,8,2,0.2,0.6,0.1,0.0,0.9
越知町,首長,2014/4/20,1,53.0,53.0,1,0,1.0,0.0,0.0,0.0,1.0
越知町,首長,2018/4/15,1,57.0,57.0,1,0,0.0,0.0,0.0,0.0,1.0
越谷市,議員,2015/4/26,32,49.5,25.0,24,8,0.1875,0.0625,0.375,0.09375,0.375
越谷市,議員,2019/4/21,32,53.0,29.0,24,8,0.1875,0.1875,0.40625,0.125,0.25
越谷市,首長,2013/10/27,1,70.0,70.0,1,0,0.0,1.0,0.0,0.0,1.0
越谷市,首長,2017/10/29,1,74.0,74.0,1,0,0.0,1.0,0.0,0.0,1.0
越谷市,首長,2021/10/31,1,46.0,46.0,1,0,1.0,0.0,0.0,0.0,1.0
足利市,議員,2015/4/26,24,58.0,34.0,18,6,0.125,0.25,0.5,0.041666666666666664,0.4166666666666667
足利市,議員,2019/4/21,24,58.0,33.0,18,6,0.08333333333333333,0.2916666666666667,0.5833333333333334,0.08333333333333333,0.2916666666666667
足利市,首長,2013/4/21,1,49.0,49.0,1,0,1.0,0.0,0.0,0.0,1.0
足利市,首長,2017/4/23,1,53.0,53.0,1,0,0.0,0.0,0.0,0.0,1.0
足寄町,議員,2015/4/26,13,68.0,47.0,11,2,0.15384615384615385,0.7692307692307693,0.07692307692307693,0.07692307692307693,0.8461538461538461
足寄町,議員,2019/4/21,13,69.0,51.0,10,3,0.23076923076923078,0.6153846153846154,0.07692307692307693,0.07692307692307693,0.8461538461538461
足寄町,首長,2015/4/26,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
足寄町,首長,2019/4/21,1,63.0,63.0,1,0,1.0,0.0,0.0,0.0,1.0
足立区,議員,2015/5/17,45,53.0,33.0,37,8,0.2,0.1111111111111111,0.6666666666666666,0.15555555555555556,0.06666666666666667
足立区,議員,2019/5/26,45,53.0,27.0,34,11,0.2222222222222222,0.1111111111111111,0.6444444444444445,0.15555555555555556,0.1111111111111111
足立区,首長,2015/5/17,1,56.0,56.0,0,1,0.0,0.0,1.0,0.0,0.0
足立区,首長,2019/5/26,1,60.0,60.0,0,1,0.0,0.0,1.0,0.0,0.0
身延町,議員,2013/10/27,14,64.0,55.0,13,1,0.2857142857142857,0.42857142857142855,0.0,0.07142857142857142,0.9285714285714286
身延町,議員,2017/10/22,14,67.5,59.0,13,1,0.21428571428571427,0.7142857142857143,0.0,0.07142857142857142,0.9285714285714286
身延町,議員,2021/10/24,14,67.0,45.0,0,0,0.35714285714285715,0.7857142857142857,0.0,0.07142857142857142,0.9285714285714286
身延町,首長,2012/9/30,1,72.0,72.0,1,0,0.0,1.0,0.0,0.0,1.0
身延町,首長,2016/10/2,1,57.0,57.0,1,0,1.0,0.0,0.0,0.0,1.0
身延町,首長,2020/10/4,1,61.0,61.0,1,0,0.0,0.0,0.0,0.0,1.0
軽井沢町,議員,2015/4/26,16,61.5,41.0,11,5,0.375,0.25,0.125,0.0625,0.8125
軽井沢町,議員,2019/4/21,15,61.0,45.0,0,0,0.3333333333333333,0.4,0.13333333333333333,0.06666666666666667,0.7333333333333333
軽井沢町,首長,2015/1/25,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
軽井沢町,首長,2019/1/27,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
軽米町,議員,2015/4/26,14,64.0,52.0,13,1,0.35714285714285715,0.35714285714285715,0.0,0.07142857142857142,0.9285714285714286
軽米町,議員,2019/4/21,12,66.0,46.0,0,0,0.25,0.6666666666666666,0.0,0.08333333333333333,0.9166666666666666
軽米町,首長,2015/1/18,1,60.0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
軽米町,首長,2019/1/20,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
輪之内町,議員,2015/5/17,9,68.0,64.0,8,1,0.0,0.8888888888888888,0.0,0.1111111111111111,0.8888888888888888
輪之内町,議員,2019/5/19,9,68.0,46.0,8,1,0.5555555555555556,0.6666666666666666,0.0,0.1111111111111111,0.8888888888888888
輪之内町,首長,2015/5/17,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
輪之内町,首長,2019/5/19,1,72.0,72.0,1,0,0.0,1.0,0.0,0.0,1.0
輪島市,議員,2015/4/26,17,64.0,44.0,0,0,0.0,0.4117647058823529,0.6470588235294118,0.058823529411764705,0.29411764705882354
輪島市,議員,2019/4/21,15,63.0,33.0,14,1,0.2,0.4,0.6,0.06666666666666667,0.3333333333333333
輪島市,首長,2014/3/16,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
輪島市,首長,2018/3/11,1,69.0,69.0,1,0,0.0,1.0,0.0,0.0,1.0
辰野町,議員,2015/4/26,14,67.0,49.0,11,3,0.2857142857142857,0.6428571428571429,0.07142857142857142,0.14285714285714285,0.7857142857142857
辰野町,議員,2019/4/21,13,66.0,53.0,10,3,0.5384615384615384,0.5384615384615384,0.07692307692307693,0.15384615384615385,0.7692307692307693
辰野町,首長,2013/10/27,1,64.0,64.0,1,0,1.0,0.0,0.0,0.0,1.0
辰野町,首長,2017/10/22,1,59.0,59.0,1,0,1.0,0.0,0.0,0.0,1.0
辰野町,首長,2021/10/31,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
近江八幡市,議員,2015/4/26,24,63.5,32.0,21,3,0.2916666666666667,0.4583333333333333,0.041666666666666664,0.125,0.8333333333333334
近江八幡市,議員,2019/4/21,24,59.5,29.0,19,5,0.375,0.4166666666666667,0.08333333333333333,0.125,0.7916666666666666
近江八幡市,首長,2014/4/20,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
近江八幡市,首長,2018/4/15,1,59.0,59.0,1,0,1.0,0.0,0.0,0.0,1.0
逗子市,議員,2014/3/23,18,46.5,33.0,12,6,0.2222222222222222,0.0,0.2777777777777778,0.1111111111111111,0.3888888888888889
逗子市,議員,2018/3/25,17,51.0,37.0,11,6,0.17647058823529413,0.058823529411764705,0.29411764705882354,0.11764705882352941,0.47058823529411764
逗子市,首長,2014/12/14,1,48.0,48.0,1,0,0.0,0.0,0.0,0.0,1.0
逗子市,首長,2018/12/16,1,69.0,69.0,1,0,1.0,1.0,0.0,0.0,1.0
遊佐町,議員,2015/6/21,12,61.5,41.0,10,2,0.25,0.25,0.0,0.0,1.0
遊佐町,議員,2019/6/16,12,64.5,45.0,11,1,0.3333333333333333,0.5,0.0,0.08333333333333333,0.9166666666666666
遊佐町,首長,2013/3/10,1,62.0,62.0,1,0,0.0,0.0,0.0,0.0,1.0
遊佐町,首長,2017/3/12,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
遊佐町,首長,2021/3/7,1,70.0,70.0,1,0,0.0,1.0,0.0,0.0,1.0
道志村,議員,2012/4/22,10,62.0,57.0,10,0,0.9,0.0,0.0,0.0,1.0
道志村,議員,2016/4/24,10,64.5,54.0,10,0,0.5,0.5,0.0,0.0,1.0
道志村,議員,2020/4/26,10,67.0,58.0,10,0,0.4,0.7,0.0,0.0,1.0
道志村,首長,2013/7/7,1,71.0,71.0,1,0,1.0,1.0,0.0,0.0,1.0
道志村,首長,2017/7/2,1,75.0,75.0,1,0,0.0,1.0,0.0,0.0,1.0
遠別町,議員,2015/4/26,9,72.0,57.0,9,0,0.2222222222222222,0.5555555555555556,0.0,0.1111111111111111,0.8888888888888888
遠別町,議員,2019/4/21,9,67.0,36.0,9,0,0.2222222222222222,0.6666666666666666,0.0,0.1111111111111111,0.8888888888888888
遠別町,首長,2012/10/14,1,66.0,66.0,1,0,1.0,1.0,0.0,0.0,1.0
遠別町,首長,2016/10/16,1,70.0,70.0,1,0,0.0,1.0,0.0,0.0,1.0
遠別町,首長,2020/10/18,1,74.0,74.0,1,0,0.0,1.0,0.0,0.0,1.0
遠賀町,議員,2015/4/26,13,63.0,37.0,12,1,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.8461538461538461
遠賀町,議員,2019/4/21,13,64.0,39.0,0,0,0.15384615384615385,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.8461538461538461
遠賀町,首長,2014/11/30,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
遠賀町,首長,2018/11/18,1,49.0,49.0,1,0,1.0,0.0,0.0,0.0,1.0
遠軽町,議員,2013/10/20,17,63.0,29.0,15,2,0.23529411764705882,0.29411764705882354,0.058823529411764705,0.058823529411764705,0.8235294117647058
遠軽町,議員,2017/10/15,16,65.0,33.0,14,2,0.25,0.5625,0.0625,0.0625,0.875
遠軽町,議員,2021/10/3,16,64.0,37.0,13,3,0.25,0.5,0.0625,0.0625,0.875
遠軽町,首長,2013/10/20,1,55.0,55.0,1,0,0.0,0.0,0.0,0.0,1.0
遠軽町,首長,2017/10/15,1,59.0,59.0,1,0,0.0,0.0,0.0,0.0,1.0
遠軽町,首長,2021/10/3,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
遠野市,議員,2014/10/26,18,61.0,39.0,18,0,0.16666666666666666,0.2777777777777778,0.05555555555555555,0.05555555555555555,0.8888888888888888
遠野市,議員,2018/10/28,18,64.5,39.0,17,1,0.2777777777777778,0.5,0.05555555555555555,0.05555555555555555,0.8888888888888888
遠野市,首長,2013/10/20,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
遠野市,首長,2017/10/15,1,70.0,70.0,1,0,0.0,1.0,0.0,0.0,1.0
遠野市,首長,2021/10/17,1,63.0,63.0,1,0,1.0,0.0,0.0,0.0,1.0
邑南町,議員,2013/4/21,15,59.0,39.0,14,1,0.4,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.8666666666666667
邑南町,議員,2017/4/16,15,63.0,43.0,14,1,0.0,0.4,0.06666666666666667,0.0,0.9333333333333333
邑南町,議員,2021/4/18,13,62.0,39.0,11,2,0.3076923076923077,0.46153846153846156,0.0,0.07692307692307693,0.9230769230769231
邑南町,首長,2012/10/21,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
邑南町,首長,2016/10/16,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
邑南町,首長,2020/10/18,1,71.0,71.0,1,0,0.0,1.0,0.0,0.0,1.0
邑楽町,議員,2015/4/26,14,65.5,45.0,13,1,0.21428571428571427,0.5714285714285714,0.07142857142857142,0.07142857142857142,0.8571428571428571
邑楽町,議員,2019/4/21,14,70.5,49.0,12,2,0.21428571428571427,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.7857142857142857
邑楽町,首長,2015/11/29,1,72.0,72.0,1,0,0.0,1.0,0.0,0.0,1.0
邑楽町,首長,2019/12/1,1,76.0,76.0,1,0,0.0,1.0,0.0,0.0,1.0
那智勝浦町,議員,2015/6/28,12,63.5,35.0,11,1,0.3333333333333333,0.5,0.08333333333333333,0.08333333333333333,0.8333333333333334
那智勝浦町,議員,2019/6/23,12,61.0,49.0,10,2,0.25,0.4166666666666667,0.08333333333333333,0.0,0.9166666666666666
那智勝浦町,首長,2013/12/22,1,60.0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
那智勝浦町,首長,2017/12/24,1,67.0,67.0,1,0,1.0,1.0,0.0,0.0,1.0
那智勝浦町,首長,2018/5/20,1,59.0,59.0,1,0,1.0,0.0,0.0,0.0,1.0
那珂川市,議員,2021/3/28,17,59.0,39.0,13,4,0.23529411764705882,0.35294117647058826,0.29411764705882354,0.17647058823529413,0.47058823529411764
那珂川市,首長,2020/8/9,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
那珂川町,議員,2013/3/24,17,56.0,36.0,13,4,0.29411764705882354,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.6470588235294118
那珂川町,議員,2014/4/20,15,64.0,50.0,14,1,0.2,0.26666666666666666,0.0,0.06666666666666667,0.9333333333333333
那珂川町,議員,2017/3/26,17,56.0,40.0,13,4,0.11764705882352941,0.23529411764705882,0.23529411764705882,0.17647058823529413,0.5294117647058824
那珂川町,議員,2018/4/22,13,62.0,39.0,11,2,0.3076923076923077,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.8461538461538461
那珂川町,首長,2012/8/19,1,59.0,59.0,1,0,0.0,0.0,0.0,0.0,1.0
那珂川町,首長,2013/10/27,1,63.0,63.0,1,0,1.0,0.0,0.0,0.0,1.0
那珂川町,首長,2016/8/28,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
那珂川町,首長,2017/10/29,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
那珂川町,首長,2021/10/24,1,71.0,71.0,1,0,0.0,1.0,1.0,0.0,0.0
那珂市,議員,2012/2/26,22,63.0,38.0,20,2,0.22727272727272727,0.4090909090909091,0.045454545454545456,0.045454545454545456,0.9090909090909091
那珂市,議員,2016/2/21,18,63.0,37.0,17,1,0.16666666666666666,0.4444444444444444,0.1111111111111111,0.05555555555555555,0.8333333333333334
那珂市,議員,2020/2/16,17,61.0,41.0,16,1,0.058823529411764705,0.35294117647058826,0.11764705882352941,0.058823529411764705,0.7647058823529411
那珂市,首長,2015/2/1,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
那珂市,首長,2019/2/3,1,61.0,61.0,1,0,1.0,0.0,0.0,0.0,1.0
那覇市,議員,2013/7/21,40,,,0,0,0.0,0.0,0.55,0.225,0.1
那覇市,議員,2017/7/9,40,52.5,30.0,31,9,0.35,0.15,0.35,0.25,0.3
那覇市,首長,2012/11/11,1,62.0,62.0,1,0,0.0,0.0,0.0,0.0,1.0
那覇市,首長,2014/11/16,1,63.0,63.0,0,1,1.0,0.0,0.0,0.0,1.0
那覇市,首長,2018/10/21,1,67.0,67.0,0,1,0.0,1.0,0.0,0.0,1.0
那賀町,議員,2013/10/27,16,63.0,35.0,15,1,0.1875,0.3125,0.0,0.125,0.875
那賀町,議員,2017/10/22,14,65.5,39.0,13,1,0.14285714285714285,0.5714285714285714,0.0,0.14285714285714285,0.8571428571428571
那賀町,議員,2021/10/24,14,67.5,39.0,0,0,0.21428571428571427,0.5714285714285714,0.0,0.07142857142857142,0.8571428571428571
那賀町,首長,2015/4/26,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
那賀町,首長,2019/4/21,1,70.0,70.0,0,0,0.0,1.0,0.0,0.0,1.0
那須塩原市,議員,2013/4/21,26,57.0,38.0,22,4,0.19230769230769232,0.34615384615384615,0.15384615384615385,0.038461538461538464,0.8076923076923077
那須塩原市,議員,2017/4/23,26,58.5,38.0,24,2,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.038461538461538464,0.8076923076923077
那須塩原市,議員,2021/4/25,26,61.5,42.0,23,3,0.19230769230769232,0.3076923076923077,0.15384615384615385,0.038461538461538464,0.8076923076923077
那須塩原市,首長,2012/1/22,1,68.0,68.0,1,0,1.0,1.0,0.0,0.0,1.0
那須塩原市,首長,2015/12/27,1,67.0,67.0,1,0,1.0,1.0,0.0,0.0,1.0
那須塩原市,首長,2019/4/21,1,36.0,36.0,1,0,1.0,0.0,0.0,0.0,1.0
那須烏山市,議員,2014/4/20,18,61.0,40.0,15,3,0.2777777777777778,0.3888888888888889,0.05555555555555555,0.05555555555555555,0.8888888888888888
那須烏山市,議員,2018/4/22,17,61.0,35.0,16,1,0.35294117647058826,0.29411764705882354,0.058823529411764705,0.058823529411764705,0.8823529411764706
那須烏山市,首長,2013/10/27,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
那須烏山市,首長,2017/10/22,1,57.0,57.0,0,1,1.0,0.0,0.0,0.0,1.0
那須烏山市,首長,2021/10/24,1,61.0,61.0,0,1,0.0,0.0,0.0,0.0,1.0
那須町,議員,2015/2/15,16,58.5,43.0,14,2,0.5,0.1875,0.0625,0.0625,0.875
那須町,議員,2019/2/17,13,62.0,43.0,12,1,0.46153846153846156,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.7692307692307693
那須町,首長,2014/3/23,1,58.0,58.0,1,0,0.0,0.0,0.0,0.0,1.0
那須町,首長,2018/3/25,1,56.0,56.0,1,0,1.0,0.0,0.0,0.0,1.0
郡上市,議員,2012/4/1,18,61.5,32.0,17,1,0.0,0.2777777777777778,0.0,0.05555555555555555,0.9444444444444444
郡上市,議員,2016/4/3,18,65.0,36.0,17,1,0.2222222222222222,0.6111111111111112,0.0,0.05555555555555555,0.9444444444444444
郡上市,議員,2020/3/29,18,63.0,40.0,16,2,0.2777777777777778,0.4444444444444444,0.0,0.05555555555555555,0.9444444444444444
郡上市,首長,2012/4/1,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
郡上市,首長,2016/4/3,1,72.0,72.0,1,0,0.0,1.0,0.0,0.0,1.0
郡上市,首長,2020/3/29,1,76.0,76.0,1,0,0.0,1.0,0.0,0.0,1.0
郡山市,議員,2015/8/9,38,61.5,37.0,33,5,0.2894736842105263,0.2631578947368421,0.10526315789473684,0.15789473684210525,0.7368421052631579
郡山市,議員,2019/8/11,38,64.0,41.0,34,4,0.13157894736842105,0.4473684210526316,0.10526315789473684,0.13157894736842105,0.7105263157894737
郡山市,首長,2013/4/14,1,68.0,68.0,1,0,1.0,1.0,0.0,0.0,1.0
郡山市,首長,2017/4/16,1,72.0,72.0,1,0,0.0,1.0,0.0,0.0,1.0
郡山市,首長,2021/4/18,1,76.0,76.0,1,0,0.0,1.0,0.0,0.0,1.0
都城市,議員,2014/1/26,34,62.5,32.0,31,3,0.17647058823529413,0.3235294117647059,0.20588235294117646,0.14705882352941177,0.6176470588235294
都城市,議員,2018/1/28,29,61.0,35.0,25,4,0.1724137931034483,0.3793103448275862,0.2413793103448276,0.13793103448275862,0.6206896551724138
都城市,首長,2012/11/18,1,41.0,41.0,1,0,1.0,0.0,0.0,0.0,1.0
都城市,首長,2016/11/13,1,45.0,45.0,1,0,0.0,0.0,0.0,0.0,1.0
都城市,首長,2020/11/15,1,49.0,49.0,1,0,0.0,0.0,0.0,0.0,1.0
都留市,議員,2015/4/26,16,64.0,31.0,15,1,0.25,0.4375,0.0625,0.0625,0.875
都留市,議員,2019/4/21,16,65.0,35.0,15,1,0.125,0.5625,0.0625,0.0,0.9375
都留市,首長,2013/11/10,1,64.0,64.0,1,0,1.0,0.0,0.0,0.0,1.0
都留市,首長,2017/11/12,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
都留市,首長,2021/11/14,1,72.0,72.0,1,0,0.0,1.0,0.0,0.0,1.0
都農町,議員,2015/4/26,10,55.5,40.0,10,0,0.2,0.3,0.0,0.0,1.0
都農町,議員,2019/4/21,10,59.5,44.0,10,0,0.1,0.2,0.0,0.0,1.0
都農町,首長,2015/9/6,1,56.0,56.0,1,0,0.0,0.0,0.0,0.0,1.0
都農町,首長,2019/9/1,1,60.0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
酒々井町,議員,2015/4/26,16,66.0,60.0,0,0,0.125,0.75,0.125,0.125,0.75
酒々井町,議員,2019/4/21,16,69.0,44.0,12,4,0.25,0.6875,0.0625,0.125,0.75
酒々井町,首長,2013/12/1,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
酒々井町,首長,2017/11/26,1,69.0,69.0,1,0,0.0,1.0,0.0,0.0,1.0
酒々井町,首長,2021/11/28,1,73.0,73.0,1,0,0.0,1.0,0.0,0.0,1.0
酒田市,議員,2013/11/10,28,56.0,26.0,24,4,0.25,0.07142857142857142,0.03571428571428571,0.07142857142857142,0.8928571428571429
酒田市,議員,2017/10/29,28,60.0,42.0,24,4,0.21428571428571427,0.10714285714285714,0.03571428571428571,0.07142857142857142,0.8928571428571429
酒田市,議員,2021/10/31,25,62.0,34.0,0,0,0.12,0.28,0.08,0.08,0.84
酒田市,首長,2012/10/28,1,65.0,65.0,1,0,1.0,1.0,0.0,0.0,1.0
酒田市,首長,2015/9/6,1,61.0,61.0,1,0,1.0,0.0,0.0,0.0,1.0
酒田市,首長,2019/9/1,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
里庄町,議員,2015/4/26,10,64.0,51.0,8,2,0.2,0.5,0.0,0.1,0.9
里庄町,議員,2019/4/21,10,66.0,55.0,8,2,0.1,0.5,0.0,0.1,0.9
里庄町,首長,2013/5/26,1,62.0,62.0,1,0,0.0,0.0,0.0,0.0,1.0
里庄町,首長,2014/1/26,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
里庄町,首長,2018/1/21,1,57.0,57.0,1,0,1.0,0.0,0.0,0.0,1.0
野々市,議員,2015/4/26,15,58.0,31.0,13,2,0.3333333333333333,0.4,0.06666666666666667,0.06666666666666667,0.8666666666666667
野々市,議員,2019/4/21,15,62.0,42.0,0,0,0.26666666666666666,0.4666666666666667,0.06666666666666667,0.06666666666666667,0.8666666666666667
野々市,首長,2015/4/26,1,54.0,54.0,1,0,0.0,0.0,0.0,0.0,1.0
野々市,首長,2019/4/21,1,58.0,58.0,1,0,0.0,0.0,0.0,0.0,1.0
野木町,議員,2015/4/26,14,64.0,54.0,13,1,0.35714285714285715,0.35714285714285715,0.07142857142857142,0.0,0.9285714285714286
野木町,議員,2019/4/21,14,66.5,43.0,0,0,0.14285714285714285,0.6428571428571429,0.07142857142857142,0.0,0.9285714285714286
野木町,首長,2012/8/5,1,66.0,66.0,0,1,0.0,1.0,0.0,0.0,1.0
野木町,首長,2016/8/7,1,70.0,70.0,0,1,0.0,1.0,0.0,0.0,1.0
野木町,首長,2020/8/2,1,74.0,74.0,0,1,0.0,1.0,0.0,0.0,1.0
野沢温泉村,議員,2013/3/24,7,64.0,58.0,6,1,0.0,0.42857142857142855,0.0,0.14285714285714285,0.8571428571428571
野沢温泉村,議員,2017/3/26,8,66.0,53.0,7,1,0.25,0.5,0.0,0.125,0.875
野沢温泉村,議員,2021/3/28,8,61.0,39.0,8,0,0.375,0.375,0.0,0.125,0.875
野沢温泉村,首長,2013/3/24,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
野沢温泉村,首長,2017/3/26,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
野沢温泉村,首長,2021/3/28,1,71.0,71.0,1,0,0.0,1.0,0.0,0.0,1.0
野洲市,議員,2013/10/20,20,62.0,36.0,16,4,0.4,0.3,0.1,0.15,0.65
野洲市,議員,2017/10/22,18,64.0,33.0,15,3,0.4444444444444444,0.2777777777777778,0.1111111111111111,0.16666666666666666,0.6666666666666666
野洲市,議員,2021/10/17,18,62.5,37.0,14,4,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.05555555555555555,0.7222222222222222
野洲市,首長,2012/10/14,1,61.0,61.0,1,0,0.0,0.0,0.0,0.0,1.0
野洲市,首長,2016/10/23,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
野洲市,首長,2020/10/18,1,64.0,64.0,1,0,1.0,0.0,0.0,0.0,1.0
野田市,議員,2014/5/25,28,57.5,32.0,24,4,0.25,0.21428571428571427,0.25,0.10714285714285714,0.4642857142857143
野田市,議員,2018/5/27,28,58.5,37.0,23,5,0.14285714285714285,0.25,0.21428571428571427,0.14285714285714285,0.5
野田市,首長,2012/6/24,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
野田市,首長,2016/6/12,1,59.0,59.0,1,0,1.0,0.0,0.0,0.0,1.0
