投票日,告示日,選挙名,都道府県,detail_url,定数,候補者数,執行理由,有権者数,投票率,前回投票率,得票数,氏名,年齢,性別,党派,新旧,主な肩書き,elected
2021-12-26,2021-12-21,土庄町議会議員補欠選挙,香川県,https://seijiyama.jp/area/card/3624/G6ru37/M?S=lcqdt0lckil0k,3,4,辞職,"11,619",73.61%,73.15%,2891,井藤 茂信,57,男,無所属,新,土地家屋調査士,True
2021-12-26,2021-12-21,土庄町議会議員補欠選挙,香川県,https://seijiyama.jp/area/card/3624/G6ru37/M?S=lcqdt0lckil0k,3,4,辞職,"11,619",73.61%,73.15%,2790,小川 務,42,男,無所属,新,特定行政書士,True
2021-12-26,2021-12-21,土庄町議会議員補欠選挙,香川県,https://seijiyama.jp/area/card/3624/G6ru37/M?S=lcqdt0lckil0k,3,4,辞職,"11,619",73.61%,73.15%,1256,大野 一行,75,男,無所属,新,無職,True
2021-12-26,2021-12-21,土庄町議会議員補欠選挙,香川県,https://seijiyama.jp/area/card/3624/G6ru37/M?S=lcqdt0lckil0k,3,4,辞職,"11,619",73.61%,73.15%,1078,岡本 真澄,32,男,無所属,新,株式会社イシイ社員,False
2021-12-26,2021-12-21,土庄町長選挙,香川県,https://seijiyama.jp/area/card/3624/I5uf8D/M?S=lcqdt0lbrem0k,1,5,任期満了,"11,619",73.66%,,3789,岡野 能之,50,男,無所属,新,（有）おか乃や製麺代表取締役、元町議,True
2021-12-26,2021-12-21,土庄町長選挙,香川県,https://seijiyama.jp/area/card/3624/I5uf8D/M?S=lcqdt0lbrem0k,1,5,任期満了,"11,619",73.66%,,1859,三枝 邦彦,63,男,無所属,現,土庄町長,False
2021-12-26,2021-12-21,土庄町長選挙,香川県,https://seijiyama.jp/area/card/3624/I5uf8D/M?S=lcqdt0lbrem0k,1,5,任期満了,"11,619",73.66%,,1411,茂木 邦夫,35,男,無所属,新,前土庄町議会議員,False
2021-12-26,2021-12-21,土庄町長選挙,香川県,https://seijiyama.jp/area/card/3624/I5uf8D/M?S=lcqdt0lbrem0k,1,5,任期満了,"11,619",73.66%,,951,大峯 茂樹,73,男,無所属,新,会社役員,False
2021-12-26,2021-12-21,土庄町長選挙,香川県,https://seijiyama.jp/area/card/3624/I5uf8D/M?S=lcqdt0lbrem0k,1,5,任期満了,"11,619",73.66%,,388,岡本 経治,59,男,無所属,新,自営業、元町議,False
2021-12-26,2021-12-19,東久留米市長選挙,東京都,https://seijiyama.jp/area/card/3624/4g7Ka8/M?S=lcqdt0lbrel0k,1,3,任期満了,"97,143",39.08%,37.05%,15922,富田 竜馬,44,男,無所属（自民、公明推薦）,新,無職、元市議,True
2021-12-26,2021-12-19,東久留米市長選挙,東京都,https://seijiyama.jp/area/card/3624/4g7Ka8/M?S=lcqdt0lbrel0k,1,3,任期満了,"97,143",39.08%,37.05%,12820,細谷 祥子,67,女,無所属（都民ファーストの会推薦）,新,無職、元都議,False
2021-12-26,2021-12-19,東久留米市長選挙,東京都,https://seijiyama.jp/area/card/3624/4g7Ka8/M?S=lcqdt0lbrel0k,1,3,任期満了,"97,143",39.08%,37.05%,8800,篠原 重信,70,男,無所属（共産、社民推薦）,新,政党職員、元市議,False
2021-12-19,2021-12-14,麻績村長選挙,長野県,https://seijiyama.jp/area/card/3624/FjEH94/M?S=lcqdt0lbrdr0k,1,2,任期満了,"2,275",79.65%,,977,塚原 勝幸,69,男,無所属,新,農業,True
2021-12-19,2021-12-14,麻績村長選挙,長野県,https://seijiyama.jp/area/card/3624/FjEH94/M?S=lcqdt0lbrdr0k,1,2,任期満了,"2,275",79.65%,,814,小瀬 佳彦,57,男,無所属,新,自営業（造園業）,False
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,1879,井田 孝,57,男,無所属,現,会社役員,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,1693,常世田 正樹,48,男,無所属,新,農業,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,1648,木内 欽市,68,男,無所属,現,農業,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,1543,伊場 哲也,66,男,無所属,新,教育コンサルタント,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,1474,宮沢 芳雄,66,男,無所属,現,市議会議員,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,1341.502,伊藤 春美,54,女,公明,新,会社員,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,1326.497,伊藤 房代,63,女,公明,現,市議会議員,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,1296,永井 孝佳,43,男,無所属,現,理容師,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,1250,崎山 華英,32,女,無所属,現,会計事務所職員,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,1240,向後 悦世,70,男,無所属,現,農業,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,1185,宮内 保,72,男,無所属,現,農業,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,1135,島田 恒,63,男,無所属,現,市議会議員,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,1059,片桐 文夫,62,男,無所属,現,団体職員,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,1021,林 晴道,44,男,無所属,現,会社員,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,963,景山 岩三郎,71,男,無所属,現,観光物産協会矢指支部長,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,942,飯嶋 正利,57,男,無所属,現,農業,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,874,戸村 ひとみ,64,女,無所属,新,会社役員、元浦安市議,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,840,菅谷 道晴,59,男,無所属,新,会社役員,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,809,松木 源太郎,82,男,共産,元,無職,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,757,遠藤 保明,70,男,無所属,現,農業,True
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,757,平山 清海,64,男,無所属,現,農業,False
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,731,門脇 祥平,51,男,無所属,新,自動車教習所代表,False
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,526,有田 恵子,68,女,無所属,元,会社役員,False
2021-12-19,2021-12-12,旭市議会議員選挙,千葉県,https://seijiyama.jp/area/card/3624/K7Y97C/M?S=lcqdt0lbrdn0k,20,24,任期満了,"53,536",50.22%,50.77%,288,加瀬 龍太郎,35,男,無所属,新,農業,False
2021-12-19,2021-12-14,三原村長選挙,高知県,https://seijiyama.jp/area/card/3624/JbTEjJ/M?S=lcqdt0lbrdl0k,1,2,任期満了,"1,313",89.87%,88.61%,596,田野 正利,73,男,無所属,現,特別職公務員（三原村長）,True
2021-12-19,2021-12-14,三原村長選挙,高知県,https://seijiyama.jp/area/card/3624/JbTEjJ/M?S=lcqdt0lbrdl0k,1,2,任期満了,"1,313",89.87%,88.61%,568,大塚 昭,70,男,無所属,新,無職、元小学校校長,False
2021-12-19,2021-12-14,階上町議会議員補欠選挙,青森県,https://seijiyama.jp/area/card/3624/kdJYF5/M?S=lcqdt0lckik0k,2,4,辞職,"11,320",55.03%,57.45%,2463,畑山 真也,46,男,無所属,新,無職,True
2021-12-19,2021-12-14,階上町議会議員補欠選挙,青森県,https://seijiyama.jp/area/card/3624/kdJYF5/M?S=lcqdt0lckik0k,2,4,辞職,"11,320",55.03%,57.45%,2059,小坂 正年,60,男,無所属,新,建設業・設計事務所,True
2021-12-19,2021-12-14,階上町議会議員補欠選挙,青森県,https://seijiyama.jp/area/card/3624/kdJYF5/M?S=lcqdt0lckik0k,2,4,辞職,"11,320",55.03%,57.45%,770,磯島 富盛,73,男,無所属,新,不動産業,False
2021-12-19,2021-12-14,階上町議会議員補欠選挙,青森県,https://seijiyama.jp/area/card/3624/kdJYF5/M?S=lcqdt0lckik0k,2,4,辞職,"11,320",55.03%,57.45%,723,市川 伊久子,71,女,共産,新,無職,False
2021-12-19,2021-12-14,階上町長選挙,青森県,https://seijiyama.jp/area/card/3624/k56XC5/M?S=lcqdt0lbrcq0k,1,4,任期満了,"11,320",55.04%,46.78%,2861,荒谷 憲輝,51,男,無所属,新,会社役員、元町議,True
2021-12-19,2021-12-14,階上町長選挙,青森県,https://seijiyama.jp/area/card/3624/k56XC5/M?S=lcqdt0lbrcq0k,1,4,任期満了,"11,320",55.04%,46.78%,2469,佐京 孝信,65,男,無所属,新,無職、元町職員,False
2021-12-19,2021-12-14,階上町長選挙,青森県,https://seijiyama.jp/area/card/3624/k56XC5/M?S=lcqdt0lbrcq0k,1,4,任期満了,"11,320",55.04%,46.78%,707,寅谷 正,65,男,無所属,新,漁業、元町議,False
2021-12-19,2021-12-14,階上町長選挙,青森県,https://seijiyama.jp/area/card/3624/k56XC5/M?S=lcqdt0lbrcq0k,1,4,任期満了,"11,320",55.04%,46.78%,123,北城 義光,67,男,無所属,新,会社員,False
2021-12-19,2021-12-14,真鶴町長選挙,神奈川県,https://seijiyama.jp/area/card/3624/09Q2HD/M?S=lcqdt0lckhm0k,1,4,辞職,"6,288",62.2%,71.78%,1493,松本 一彦,55,男,無所属,前,無職、前真鶴町長,True
2021-12-19,2021-12-14,真鶴町長選挙,神奈川県,https://seijiyama.jp/area/card/3624/09Q2HD/M?S=lcqdt0lckhm0k,1,4,辞職,"6,288",62.2%,71.78%,1405,宇賀 一章,69,男,無所属,元,無職、元真鶴町長,False
2021-12-19,2021-12-14,真鶴町長選挙,神奈川県,https://seijiyama.jp/area/card/3624/09Q2HD/M?S=lcqdt0lckhm0k,1,4,辞職,"6,288",62.2%,71.78%,807,大塚 伸二,66,男,無所属,新,無職、元会社役員,False
2021-12-19,2021-12-14,真鶴町長選挙,神奈川県,https://seijiyama.jp/area/card/3624/09Q2HD/M?S=lcqdt0lckhm0k,1,4,辞職,"6,288",62.2%,71.78%,136,森 敦彦,70,男,無所属,新,無職、元町議,False
2021-12-19,2021-12-12,龍ケ崎市長選挙,茨城県,https://seijiyama.jp/area/card/3624/b9Xk2I/M?S=lcqdt0lbrds0k,1,3,任期満了,"63,579",43.37%,32.69%,15633,萩原 勇,46,男,無所属,新,無職、元茨城県議,True
2021-12-19,2021-12-12,龍ケ崎市長選挙,茨城県,https://seijiyama.jp/area/card/3624/b9Xk2I/M?S=lcqdt0lbrds0k,1,3,任期満了,"63,579",43.37%,32.69%,9178,中山 一生,59,男,無所属,現,龍ケ崎市長,False
2021-12-19,2021-12-12,龍ケ崎市長選挙,茨城県,https://seijiyama.jp/area/card/3624/b9Xk2I/M?S=lcqdt0lbrds0k,1,3,任期満了,"63,579",43.37%,32.69%,2373,藤木 妙子,68,女,無所属,新,自営業（販売）、元市議,False
2021-12-19,2021-12-12,竹原市長選挙,広島県,https://seijiyama.jp/area/card/3624/GhBq4a/M?S=lcqdt0lbrdp0k,1,4,任期満了,"21,147",56.34%,59.84%,5865,今栄 敏彦,61,男,無所属,現,竹原市長,True
2021-12-19,2021-12-12,竹原市長選挙,広島県,https://seijiyama.jp/area/card/3624/GhBq4a/M?S=lcqdt0lbrdp0k,1,4,任期満了,"21,147",56.34%,59.84%,3301,高重 洋介,53,男,無所属,新,会社役員、元市議,False
2021-12-19,2021-12-12,竹原市長選挙,広島県,https://seijiyama.jp/area/card/3624/GhBq4a/M?S=lcqdt0lbrdp0k,1,4,任期満了,"21,147",56.34%,59.84%,2555,井上 盛文,52,男,無所属,新,司法書士,False
2021-12-19,2021-12-12,竹原市長選挙,広島県,https://seijiyama.jp/area/card/3624/GhBq4a/M?S=lcqdt0lbrdp0k,1,4,任期満了,"21,147",56.34%,59.84%,120,中野 直樹,61,男,無所属,新,無職,False
2021-12-19,2021-12-14,比布町長選挙,北海道,https://seijiyama.jp/area/card/3624/iejW2b/M?S=lcqdt0lbrdq0k,1,1,任期満了,"3,121",,75.62%,,村中 一徳,51,男,無所属,現,比布町長,True
2021-12-19,2021-12-14,関川村長選挙,新潟県,https://seijiyama.jp/area/card/3624/6dQNJf/M?S=lcqdt0lbrcr0k,1,1,任期満了,"4,590",,,,加藤 弘,66,男,無所属,現,関川村長,True
2021-12-19,2021-12-12,竹原市議会議員補欠選挙,広島県,https://seijiyama.jp/area/card/3624/AJbxkh/M?S=lcqdt0lckht0k,1,1,辞職,"21,334",,62.45%,,金森 保尚,63,男,無所属,新,中通簡易郵便局長,True
2021-12-19,2021-12-12,富士市長選挙,静岡県,https://seijiyama.jp/area/card/3624/5e994H/M?S=lcqdt0lbrek0k,1,1,任期満了,"208,556",,37.59%,,小長井 義正,66,男,無所属,現,富士市長,True
2021-12-19,2021-12-12,相馬市長選挙,福島県,https://seijiyama.jp/area/card/3624/j8-gD7/M?S=lcqdt0lbrdt0k,1,1,任期満了,"28,719",,61.8%,,立谷 秀清,70,男,無所属,現,医師、相馬市長,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,1624,小畠 真由美,58,女,公明,前,無職,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,1568,神武 綾,52,女,共産,前,無職,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,1536,宮原 伸一,56,男,無所属,前,会社役員,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,1513,今泉 義文,52,男,無所属,新,会社員,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,1174,堺 剛,59,男,公明,前,無職,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,1150,馬場 礼子,60,女,無所属,新,一般財団法人理事,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,1121,木村 彰人,57,男,無所属,前,無職,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,1098,長谷川 公成,50,男,無所属,前,無職,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,1053,タコスキッド,45,男,無所属,新,プロレスラー,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,993,橋本 健,71,男,無所属,前,無職,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,950,陶山 良尚,49,男,無所属,前,無職,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,950,笠利 毅,59,男,無所属,前,無職,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,949,入江 寿,52,男,無所属,前,無職,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,941,徳永 洋介,64,男,無所属,前,無職,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,865,原田 久美子,63,女,無所属,前,無職,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,848,門田 直樹,65,男,無所属,前,無職,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,835,森田 正嗣,73,男,無所属,元,行政書士,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,824,舩越 隆之,67,男,無所属,前,設備業,True
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,820,田村 純一,60,男,無所属,新,会社役員,False
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,789,柳原 荘一郎,50,男,無所属,前,会社役員,False
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,782,吉田 豊,58,男,無所属,新,無職,False
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,638,瀬筒 義久,57,男,無所属,新,制作会社代表取締役,False
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,488,高取 正臣,71,男,無所属,新,マンション管理員,False
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,457,片井 智鶴枝,67,女,無所属,元,一般社団法人理事,False
2021-12-12,2021-12-05,太宰府市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/HA3FB3/M?S=lcqdt0lbqjr0k,18,25,任期満了,"58,348",42.28%,42.18%,401,芦刈 茂,72,男,無所属,元,会社役員、元市長,False
2021-12-12,2021-12-05,見附市議会議員補欠選挙,新潟県,https://seijiyama.jp/area/card/3624/DafG6g/M?S=lcqdt0lckhp0k,2,4,辞職,"33,712",56.55%,57.4%,7795,木原 大輔,44,男,無所属,元,学習塾経営,True
2021-12-12,2021-12-05,見附市議会議員補欠選挙,新潟県,https://seijiyama.jp/area/card/3624/DafG6g/M?S=lcqdt0lckhp0k,2,4,辞職,"33,712",56.55%,57.4%,4394,星野 雄哉,28,男,無所属,新,株式会社星野工務店取締役,True
2021-12-12,2021-12-05,見附市議会議員補欠選挙,新潟県,https://seijiyama.jp/area/card/3624/DafG6g/M?S=lcqdt0lckhp0k,2,4,辞職,"33,712",56.55%,57.4%,4235,松本 忠昭,51,男,無所属,新,一般社団法人新潟まちづくりカンパニー理事長,False
2021-12-12,2021-12-05,見附市議会議員補欠選挙,新潟県,https://seijiyama.jp/area/card/3624/DafG6g/M?S=lcqdt0lckhp0k,2,4,辞職,"33,712",56.55%,57.4%,1367,坂井 敏男,74,男,無所属,新,無職,False
2021-12-12,2021-12-05,見附市長選挙,新潟県,https://seijiyama.jp/area/card/3624/kBBBfB/M?S=lcqdt0lckho0k,1,2,辞職,"33,712",56.56%,,12371,稲田 亮,50,男,無所属,新,無職、元国土交通省職員,True
2021-12-12,2021-12-05,見附市長選挙,新潟県,https://seijiyama.jp/area/card/3624/kBBBfB/M?S=lcqdt0lckho0k,1,2,辞職,"33,712",56.56%,,6507,名古屋 祐三,66,男,無所属,新,無職、元新潟県職員,False
2021-12-12,2021-12-03,茨城県議会議員補欠選挙（潮来市・行方市選挙区）,茨城県,https://seijiyama.jp/area/card/3624/C1X7D6/M?S=lcqdt0lckhk0k,1,3,死去,"51,193",46%,,9856,鈴木 義浩,58,男,無所属,新,会社員、元行方市議,True
2021-12-12,2021-12-03,茨城県議会議員補欠選挙（潮来市・行方市選挙区）,茨城県,https://seijiyama.jp/area/card/3624/C1X7D6/M?S=lcqdt0lckhk0k,1,3,死去,"51,193",46%,,8604,松田 千春,65,男,無所属,新,会社員、元潮来市長,False
2021-12-12,2021-12-03,茨城県議会議員補欠選挙（潮来市・行方市選挙区）,茨城県,https://seijiyama.jp/area/card/3624/C1X7D6/M?S=lcqdt0lckhk0k,1,3,死去,"51,193",46%,,4806,沼里 真一郎,43,男,無所属,新,水道設備業、元潮来市議,False
2021-12-12,2021-12-05,太宰府市長選挙,福岡県,https://seijiyama.jp/area/card/3624/iB7CdK/M?S=lcqdt0lbrfo0k,1,1,任期満了,"59,171",,42.17%,,楠田 大蔵,46,男,無所属,現,太宰府市長,True
2021-12-05,2021-11-30,梼原町長選挙,高知県,https://seijiyama.jp/area/card/3624/7cxGf6/M?S=lcqdt0lbrcm0k,1,2,任期満了,"2,915",85.01%,85.43%,1501,吉田 尚人,61,男,無所属,現,梼原町長,True
2021-12-05,2021-11-30,梼原町長選挙,高知県,https://seijiyama.jp/area/card/3624/7cxGf6/M?S=lcqdt0lbrcm0k,1,2,任期満了,"2,915",85.01%,85.43%,951,高橋 基文,57,男,無所属,新,農業、元町議,False
2021-12-05,2021-11-26,名古屋市議会議員補欠選挙（東区選挙区）,愛知県,https://seijiyama.jp/area/card/3624/E9S5g4/M?S=lcqdt0lckgt0k,1,4,辞職,"66,332",23.46%,16.45%,5272,上村 美千代,58,女,自民,新,ケー・エー・ワークス（株）取締役,True
2021-12-05,2021-11-26,名古屋市議会議員補欠選挙（東区選挙区）,愛知県,https://seijiyama.jp/area/card/3624/E9S5g4/M?S=lcqdt0lckgt0k,1,4,辞職,"66,332",23.46%,16.45%,4558,奥田 真理,38,女,減税日本,新,会社役員,False
2021-12-05,2021-11-26,名古屋市議会議員補欠選挙（東区選挙区）,愛知県,https://seijiyama.jp/area/card/3624/E9S5g4/M?S=lcqdt0lckgt0k,1,4,辞職,"66,332",23.46%,16.45%,4016,梅田 泰明,42,男,立憲（国民推薦）,新,無職、元衆院議員秘書,False
2021-12-05,2021-11-26,名古屋市議会議員補欠選挙（東区選挙区）,愛知県,https://seijiyama.jp/area/card/3624/E9S5g4/M?S=lcqdt0lckgt0k,1,4,辞職,"66,332",23.46%,16.45%,1452,村瀬 和弘,50,男,共産,新,政党職員,False
2021-12-05,2021-11-26,長崎県議会議員補欠選挙（五島市選挙区）,長崎県,https://seijiyama.jp/area/card/3624/a5AW52/M?S=lcqdt0lckgs0k,1,2,自動失職,"30,861",59.56%,,9598,清川 久義,55,男,自民,新,株式会社山内産業代表取締役、元五島市議,True
2021-12-05,2021-11-26,長崎県議会議員補欠選挙（五島市選挙区）,長崎県,https://seijiyama.jp/area/card/3624/a5AW52/M?S=lcqdt0lckgs0k,1,2,自動失職,"30,861",59.56%,,8341,山田 博司,51,男,無所属,元,会社顧問,False
2021-12-05,2021-11-28,柳井市議会議員選挙,山口県,https://seijiyama.jp/area/card/3624/ckKkFD/M?S=lcqdt0lbrdo0k,16,18,任期満了,"26,374",55.9%,,3658,下村 太郎,38,男,無所属,新,経営コンサルタント,True
2021-12-05,2021-11-28,柳井市議会議員選挙,山口県,https://seijiyama.jp/area/card/3624/ckKkFD/M?S=lcqdt0lbrdo0k,16,18,任期満了,"26,374",55.9%,,1729,山本 達也,66,男,無所属,現,会社員,True
2021-12-05,2021-11-28,柳井市議会議員選挙,山口県,https://seijiyama.jp/area/card/3624/ckKkFD/M?S=lcqdt0lbrdo0k,16,18,任期満了,"26,374",55.9%,,915,三島 好雄,65,男,公明,現,大道芸人、党柳井支部長,True
